排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,快龙,62,18.82%,2.7%,710,71.5%
2,甜冷美后,57,18.52%,0.81%,699,71.55%
3,幸福蛋,57,16.66%,-0.58%,626,71.22%
4,班基拉斯,49,14.22%,-1.07%,560,74.67%
5,古月鸟,52,10.58%,-2.37%,406,72.76%
6,甲贺忍蛙,39,9.23%,0.84%,314,64.48%
7,胡帕,25,8.49%,-4.24%,317,70.76%
8,闪焰王牌,45,8.08%,3.66%,290,68.08%
9,路卡利欧,50,7.36%,0.85%,225,57.99%
10,怪力,50,6.86%,-4.66%,249,68.78%
11,坚盾剑怪,54,6.6%,3.3%,221,63.51%
12,冰伊布,36,5.69%,-2.19%,219,73.0%
13,卡比兽,32,5.18%,0.88%,197,72.16%
14,藏饱栗鼠,22,3.6%,0.74%,140,73.68%
15,捷拉奥拉,23,2.26%,-0.83%,78,65.55%
16,沙奈朵,25,2.07%,1.16%,78,71.56%
17,喷火龙,19,2.03%,-0.97%,77,71.96%
17,魔墙人偶,26,2.03%,-0.74%,79,73.83%
19,阿罗拉九尾,17,1.9%,-0.73%,70,70.0%
20,妖火红狐,25,1.74%,-1.25%,58,63.04%
21,烈咬陆鲨,16,1.71%,-0.01%,61,67.78%
21,皮卡丘,20,1.71%,-1.92%,67,74.44%
23,朽木妖,21,1.31%,-0.09%,40,57.97%
24,阿勃梭鲁,15,1.21%,-0.2%,48,75.0%
25,呆壳兽,22,1.18%,-1.92%,43,69.35%
26,妙蛙花,16,1.14%,-0.3%,38,63.33%
27,爆肌蚊,15,1.06%,0.36%,34,60.71%
28,仙子伊布,16,1.02%,-0.05%,33,61.11%
29,水箭龟,18,0.95%,-0.1%,34,68.0%
30,象牙猪,12,0.85%,-0.45%,35,77.78%
31,白蓬蓬,12,0.78%,-0.29%,26,63.41%
32,耿鬼,14,0.76%,-2.29%,26,65.0%
33,烈箭鹰,14,0.74%,-0.05%,23,58.97%
34,狙射树枭,15,0.45%,0.01%,17,70.83%
35,太阳伊布,10,0.44%,0.06%,14,60.87%
36,铝钢龙,8,0.4%,0.0%,10,47.62%
36,胖可丁,15,0.4%,0.12%,12,57.14%
38,玛力露丽,9,0.19%,-0.14%,3,30.0%
39,岩殿居蟹,6,0.13%,0.06%,5,71.43%
