,一共游戏场数,5275
1,快龙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,62,18.82%,710,71.5%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Gomadare,117,74.52%
,,MaaLion,57,65.52%
,,竜舞ぱらてゃ,53,64.63%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,龙之舞	破坏光线	万灵药,400,71.43%,35
,,龙之舞	破坏光线	逃脱按键,232,70.52%,19
,,龙之舞	破坏光线	攻击强化,76,75.25%,18
,,龙之舞	逆鳞		伤药	,1,100.0%,1
,,龙之舞	逆鳞		万灵药,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	力量头带	锐利之爪,430,70.26%,31
,,气势头带	力量头带	焦点镜,87,77.68%,17
,,力量头带	锐利之爪	焦点镜,77,74.04%,5
,,力量头带	锐利之爪	弱点保险,51,73.91%,1
,,救援屏障	气势头带	力量头带,23,67.65%,1
,,猛攻哑铃	气势头带	力量头带,14,66.67%,1
,,能量增幅器	气势头带	贝壳之铃,0,0.0%,1
,,救援屏障	力量头带	锐利之爪,0,0.0%,1
,,猛攻哑铃	力量头带	焦点镜,0,0.0%,1
2,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,57,18.52%,699,71.55%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Kenoken,81,75.7%
,,Mdhiasbi,65,72.22%
,,하나_花香ん,53,76.81%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,踩踏		热带踢	攻击强化,412,71.65%,31
,,踩踏		热带踢	速度强化,113,74.83%,26
,,踩踏		青草滑梯	速度强化,108,72.0%,11
,,踩踏		热带踢	万灵药,41,74.55%,8
,,踩踏		青草滑梯	攻击强化,18,66.67%,9
,,三旋击	热带踢	攻击强化,5,62.5%,8
,,三旋击	青草滑梯	万灵药,1,100.0%,1
,,三旋击	青草滑梯	速度强化,1,100.0%,1
,,踩踏		热带踢	逃脱按键,0,0.0%,1
,,三旋击	热带踢	速度强化,0,0.0%,1
,,踩踏		青草滑梯	伤药	,0,0.0%,1
,,踩踏		热带踢	伤药	,0,0.0%,1
,,三旋击	青草滑梯	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	弱点保险,516,70.68%,43
,,亿奥斯饼干	猛攻哑铃	弱点保险,27,65.85%,3
,,猛攻哑铃	力量头带	弱点保险,41,91.11%,2
,,能量增幅器	猛攻哑铃	弱点保险,81,75.7%,1
,,猛攻哑铃	气势头带	锐利之爪,23,71.88%,1
,,亿奥斯饼干	猛攻哑铃	气势头带,1,100.0%,1
,,猛攻哑铃	气势头带	力量头带,0,0.0%,1
3,幸福蛋,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,57,16.66%,626,71.22%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Skyе,100,75.19%
,,jĹ,63,77.78%
,,TE・999,54,59.34%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,炸蛋		生蛋		速度强化,540,71.62%,52
,,炸蛋		生蛋		攻击强化,28,73.68%,1
,,帮助		神秘守护	速度强化,24,63.16%,11
,,炸蛋		生蛋		伤药	,19,82.61%,1
,,炸蛋		神秘守护	速度强化,8,72.73%,5
,,炸蛋		生蛋		逃脱按键,3,60.0%,5
,,帮助		神秘守护	向尾喵的尾巴,2,100.0%,1
,,帮助		生蛋		速度强化,2,50.0%,4
,,炸蛋		生蛋		得分加速装置,0,0.0%,1
,,帮助		神秘守护	攻击强化,0,0.0%,2
,,帮助		生蛋		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,救援屏障	学习装置	气势头带,241,65.67%,20
,,救援屏障	进击眼镜	气势头带,13,72.22%,5
,,能量增幅器	进击眼镜	气势头带,5,71.43%,4
,,讲究眼镜	救援屏障	气势头带,24,85.71%,3
,,学习装置	气势头带	贝壳之铃,58,86.57%,2
,,能量增幅器	学习装置	贝壳之铃,11,84.62%,2
,,讲究眼镜	救援屏障	学习装置,100,75.19%,1
,,能量增幅器	学习装置	力量头带,63,77.78%,1
,,救援屏障	得分护盾	学习装置,52,74.29%,1
,,能量增幅器	救援屏障	学习装置,8,66.67%,1
,,救援屏障	得分护盾	气势头带,7,77.78%,1
,,能量增幅器	进击眼镜	学习装置,5,62.5%,1
,,能量增幅器	进击眼镜	贝壳之铃,3,100.0%,1
,,救援屏障	亿奥斯饼干	气势头带,2,66.67%,1
,,讲究眼镜	能量增幅器	气势头带,1,100.0%,1
,,讲究眼镜	进击眼镜	气势头带,1,100.0%,1
,,能量增幅器	救援屏障	气势头带,1,100.0%,1
,,亿奥斯饼干	进击眼镜	气势头带,1,33.33%,1
,,救援屏障	气势头带	贝壳之铃,0,0.0%,1
,,救援屏障	得分护盾	焦点镜,0,0.0%,1
,,进击眼镜	锐利之爪	焦点镜,0,0.0%,1
,,进击眼镜	学习装置	气势头带,0,0.0%,1
,,救援屏障	进击眼镜	学习装置,0,0.0%,1
4,班基拉斯,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,49,14.22%,560,74.67%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,爆裂あるなYT,85,70.25%
,,-月光闇-,60,74.07%
,,BoraReach,47,79.66%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,恶之波动	原始之力	速度强化,351,75.97%,40
,,恶之波动	原始之力	攻击强化,90,75.0%,7
,,恶之波动	原始之力	伤药	,90,70.87%,2
,,恶之波动	原始之力	万灵药,24,82.76%,3
,,尖石攻击	流沙地狱	速度强化,2,100.0%,2
,,尖石攻击	原始之力	速度强化,1,100.0%,1
,,尖石攻击	流沙地狱	伤药	,1,50.0%,1
,,恶之波动	流沙地狱	速度强化,1,25.0%,4
,,恶之波动	流沙地狱	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	力量头带	焦点镜,34,77.27%,9
,,猛攻哑铃	气势头带	弱点保险,115,77.7%,8
,,气势头带	力量头带	弱点保险,73,76.84%,7
,,猛攻哑铃	气势头带	力量头带,31,79.49%,6
,,气势头带	焦点镜	弱点保险,24,70.59%,3
,,猛攻哑铃	锐利之爪	弱点保险,124,71.26%,2
,,力量头带	锐利之爪	焦点镜,39,81.25%,2
,,猛攻哑铃	力量头带	焦点镜,10,71.43%,2
,,猛攻哑铃	力量头带	弱点保险,2,66.67%,2
,,气势头带	锐利之爪	弱点保险,47,79.66%,1
,,亿奥斯饼干	猛攻哑铃	弱点保险,16,76.19%,1
,,猛攻哑铃	气势头带	焦点镜,7,87.5%,1
,,亿奥斯饼干	猛攻哑铃	气势头带,0,0.0%,1
,,猛攻哑铃	焦点镜	弱点保险,0,0.0%,1
5,古月鸟,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,52,10.58%,406,72.76%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SirWaddleChu,63,68.48%
,,紅天,50,73.53%
,,RvG_yäma,35,79.55%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜水		空气斩	逃脱按键,398,73.84%,47
,,冲浪		暴风		逃脱按键,2,50.0%,3
,,潜水		空气斩	得分加速装置,2,50.0%,2
,,潜水		空气斩	伤药	,2,25.0%,4
,,冲浪		空气斩	伤药	,1,100.0%,1
,,冲浪		空气斩	逃脱按键,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	气势头带	博识眼镜,231,71.96%,16
,,能量增幅器	进击眼镜	气势头带,17,77.27%,5
,,讲究眼镜	能量增幅器	气势头带,14,77.78%,3
,,讲究眼镜	气势头带	贝壳之铃,60,77.92%,2
,,亿奥斯饼干	进击眼镜	气势头带,2,66.67%,2
,,讲究眼镜	救援屏障	气势头带,1,25.0%,2
,,能量增幅器	救援屏障	气势头带,15,75.0%,1
,,讲究眼镜	能量增幅器	救援屏障,5,100.0%,1
,,能量增幅器	进击眼镜	博识眼镜,4,100.0%,1
,,讲究眼镜	气势头带	力量头带,4,80.0%,1
,,能量增幅器	救援屏障	贝壳之铃,4,80.0%,1
,,能量增幅器	气势头带	博识眼镜,3,75.0%,1
,,进击眼镜	气势头带	博识眼镜,2,100.0%,1
,,能量增幅器	锐利之爪	贝壳之铃,2,66.67%,1
,,讲究眼镜	亿奥斯饼干	进击眼镜,2,50.0%,1
,,力量头带	锐利之爪	焦点镜,1,100.0%,1
,,得分护盾	亿奥斯饼干	气势头带,1,100.0%,1
,,能量增幅器	贝壳之铃	博识眼镜,1,100.0%,1
,,讲究眼镜	能量增幅器	贝壳之铃,1,100.0%,1
,,能量增幅器	进击眼镜	贝壳之铃,1,50.0%,1
,,讲究眼镜	救援屏障	博识眼镜,0,0.0%,1
,,能量增幅器	气势头带	贝壳之铃,0,0.0%,1
,,讲究眼镜	能量增幅器	博识眼镜,0,0.0%,1
6,甲贺忍蛙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,39,9.23%,314,64.48%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,20FF,124,64.92%
,,Emiku,35,76.09%
