排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,98,8.02%,0.61%,716,72.91%
2,叶伊布,96,7.53%,2.45%,671,72.78%
3,梦幻,95,5.24%,-2.13%,460,71.76%
4,谜拟丘,88,4.98%,-0.71%,450,73.89%
5,索罗亚克,94,4.94%,-5.42%,420,69.42%
6,巨钳螳螂,85,4.82%,-0.92%,437,74.07%
7,暴鲤龙,82,4.48%,2.34%,402,73.36%
8,魔幻假面喵,66,4.19%,-2.77%,369,71.93%
9,月亮伊布,108,4.12%,1.68%,361,71.63%
10,白蓬蓬,70,3.83%,-2.36%,337,71.86%
11,闪焰王牌,44,3.63%,3.42%,320,72.07%
12,朽木妖,87,3.47%,-1.81%,311,73.18%
13,路卡利欧,66,3.01%,-0.85%,260,70.46%
14,幸福蛋,64,3.01%,-0.4%,259,70.38%
15,水箭龟,93,2.89%,-2.34%,249,70.34%
16,冰伊布,69,2.72%,0.28%,235,70.57%
17,阿勃梭鲁,47,2.57%,0.95%,221,70.16%
18,仙子伊布,79,2.49%,-1.06%,215,70.49%
19,嘟嘟利,53,2.44%,0.61%,226,75.59%
20,花疗环环,56,2.39%,0.82%,216,73.72%
21,太阳伊布,79,2.23%,-1.68%,194,71.06%
22,胡帕,61,2.16%,-1.8%,199,75.38%
23,岩殿居蟹,60,2.15%,-0.64%,199,75.67%
24,甜冷美后,40,2.12%,-0.87%,182,70.0%
25,妖火红狐,66,2.11%,-0.28%,192,74.42%
26,玛力露丽,41,2.09%,1.38%,182,71.09%
27,坚盾剑怪,73,1.99%,1.69%,165,67.62%
28,怪力,65,1.85%,0.48%,155,68.28%
29,千面避役,69,1.67%,-2.19%,152,74.15%
30,烈咬陆鲨,29,1.62%,0.45%,154,77.78%
31,快龙,53,1.43%,-0.65%,131,74.86%
32,甲贺忍蛙,48,1.41%,0.85%,119,69.19%
33,皮可西,33,1.32%,0.51%,115,70.99%
34,狙射树枭,55,1.29%,0.17%,114,72.15%
35,捷拉奥拉,39,1.25%,-1.24%,106,69.28%
36,呆壳兽,62,1.22%,-0.76%,94,63.09%
37,沙奈朵,50,1.19%,0.79%,108,73.97%
38,妙蛙花,60,1.17%,-0.36%,101,70.63%
38,多龙巴鲁托,26,1.17%,0.66%,97,67.83%
40,皮卡丘,56,1.13%,-0.04%,97,70.29%
40,卡比兽,48,1.13%,0.01%,100,72.46%
42,烈箭鹰,48,1.09%,0.33%,85,63.43%
43,藏饱栗鼠,12,1.06%,0.91%,96,73.85%
44,爆肌蚊,33,1.03%,-4.2%,82,65.08%
45,古月鸟,40,0.94%,-0.23%,79,68.7%
46,胖可丁,24,0.91%,0.2%,79,70.54%
47,武道熊师,30,0.89%,-1.29%,72,66.06%
48,水晶灯火灵,41,0.78%,-0.23%,70,72.92%
49,巨金怪,19,0.69%,0.03%,60,70.59%
50,象牙猪,34,0.65%,-0.01%,66,83.54%
51,魔墙人偶,34,0.54%,-0.17%,49,74.24%
52,勾魂眼,24,0.52%,-0.29%,40,62.5%
53,密勒顿,13,0.42%,-4.7%,42,80.77%
54,阿罗拉九尾,22,0.37%,0.22%,32,71.11%
55,喷火龙,25,0.33%,-0.38%,28,68.29%
56,耿鬼,20,0.33%,-0.03%,34,85.0%
57,班基拉斯,14,0.25%,0.09%,21,70.0%
58,铝钢龙,13,0.2%,0.1%,16,64.0%
59,苍响,8,0.16%,-1.01%,17,89.47%
60,黏美龙,10,0.14%,-0.06%,9,52.94%
61,超梦Y,7,0.11%,-2.37%,7,50.0%
62,拉普拉斯,9,0.09%,-0.06%,7,63.64%
63,超梦X,2,0.02%,-0.19%,1,50.0%
