排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,甜冷美后,52,10.18%,3.4%,191,69.2%
2,路卡利欧,42,7.41%,0.54%,151,75.12%
3,阿罗拉雷丘,43,7.01%,-0.64%,135,71.05%
4,嘟嘟利,49,6.64%,0.4%,131,72.78%
5,梦幻,46,6.53%,-0.57%,123,69.49%
6,超级路卡利欧,22,6.16%,4.15%,123,73.65%
7,帝王拿波,44,5.97%,1.15%,119,73.46%
8,索罗亚克,38,5.86%,0.37%,121,76.1%
9,妙蛙花,40,5.6%,1.15%,115,75.66%
10,苍响,40,5.53%,-0.93%,108,72.0%
11,叶伊布,35,5.16%,0.51%,101,72.14%
12,密勒顿,35,5.05%,0.05%,99,72.26%
13,武道熊师,36,5.01%,-1.77%,93,68.38%
14,水箭龟,35,4.72%,0.55%,95,74.22%
15,火焰鸡,49,4.46%,-1.57%,87,71.9%
16,巴布土拨,29,4.13%,-0.93%,84,75.0%
17,皮可西,20,4.06%,-0.46%,77,70.0%
17,拉帝欧斯,41,4.06%,-0.17%,73,66.36%
19,水君,26,3.69%,0.07%,79,79.0%
20,白蓬蓬,17,3.21%,-0.64%,57,65.52%
21,卡比兽,26,3.02%,0.12%,57,69.51%
22,胡帕,11,2.88%,0.52%,62,79.49%
22,甲贺忍蛙,25,2.88%,0.55%,63,80.77%
24,月亮伊布,20,2.8%,0.16%,53,69.74%
25,朽木妖,22,2.73%,0.03%,55,74.32%
26,幸福蛋,18,2.54%,0.02%,50,72.46%
27,谜拟丘,22,2.18%,-0.24%,41,69.49%
27,岩殿居蟹,21,2.18%,-0.01%,38,64.41%
29,巨钳螳螂,29,2.14%,-0.28%,41,70.69%
30,爆肌蚊,38,2.1%,0.15%,38,66.67%
30,阿勃梭鲁,11,2.1%,0.92%,37,64.91%
32,太阳伊布,19,2.06%,1.15%,40,71.43%
33,妖火红狐,27,1.92%,-0.27%,37,71.15%
34,花疗环环,13,1.81%,-0.12%,34,69.39%
34,闪焰王牌,28,1.81%,-0.95%,32,65.31%
36,烈箭鹰,18,1.59%,0.06%,34,79.07%
37,红莲铠骑,20,1.51%,0.02%,30,73.17%
38,霜奶仙,13,1.44%,-0.34%,30,76.92%
38,耿鬼,13,1.44%,-0.31%,30,76.92%
40,千面避役,25,1.4%,-0.58%,29,76.32%
41,冰伊布,12,1.33%,0.58%,27,75.0%
42,快龙,14,1.29%,0.03%,29,82.86%
43,烈咬陆鲨,15,1.14%,0.31%,22,70.97%
44,象牙猪,11,1.11%,-0.04%,23,76.67%
45,拉普拉斯,12,1.07%,-0.42%,21,72.41%
46,达克莱伊,15,1.0%,-0.1%,15,55.56%
47,坚盾剑怪,20,0.92%,-0.29%,15,60.0%
48,捷拉奥拉,11,0.85%,-0.39%,19,82.61%
49,狙射树枭,16,0.81%,0.24%,17,77.27%
49,凤王,5,0.81%,0.47%,17,77.27%
51,伽勒尔烈焰马,12,0.77%,-1.44%,17,80.95%
51,可达鸭,14,0.77%,-0.2%,15,71.43%
51,仙子伊布,2,0.77%,0.43%,14,66.67%
54,魔幻假面喵,9,0.59%,-0.39%,13,81.25%
55,怪力,9,0.55%,-0.42%,8,53.33%
56,沙奈朵,10,0.48%,-0.44%,8,61.54%
57,喷火龙,9,0.41%,-0.11%,8,72.73%
57,拉帝亚斯,8,0.41%,0.26%,7,63.64%
59,多龙巴鲁托,5,0.37%,0.17%,5,50.0%
59,魔墙人偶,7,0.37%,0.11%,8,80.0%
61,超梦Y,6,0.33%,0.04%,8,88.89%
61,巨金怪,8,0.33%,0.27%,5,55.56%
61,黏美龙,5,0.33%,0.19%,6,66.67%
61,呆壳兽,7,0.33%,-0.07%,8,88.89%
65,皮卡丘,8,0.29%,-0.14%,6,75.0%
66,古月鸟,7,0.26%,0.11%,6,85.71%
66,暴鲤龙,5,0.26%,-0.14%,4,57.14%
66,超梦X,3,0.26%,0.14%,4,57.14%
69,水晶灯火灵,5,0.18%,0.1%,4,80.0%
69,苍炎刃鬼,5,0.18%,-0.56%,4,80.0%
71,班基拉斯,3,0.15%,0.06%,4,100.0%
71,胖可丁,4,0.15%,0.0%,3,75.0%
71,勾魂眼,4,0.15%,-0.2%,3,75.0%
74,巨锻匠,3,0.11%,-0.12%,2,66.67%
74,藏饱栗鼠,1,0.11%,0.05%,1,33.33%
74,列阵兵,2,0.11%,-0.03%,3,100.0%
77,阿罗拉九尾,2,0.07%,0.05%,2,100.0%
78,玛力露丽,1,0.04%,-0.11%,1,100.0%
78,铝钢龙,1,0.04%,-0.02%,1,100.0%
