排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,千面避役,82,11.49%,3.4%,385,72.23%
2,甜冷美后,63,8.41%,-2.79%,271,69.49%
3,坚盾剑怪,67,7.83%,-0.58%,236,65.01%
4,武道熊师,67,5.69%,0.05%,169,64.02%
5,索罗亚克,50,5.24%,-0.09%,180,74.07%
6,甲贺忍蛙,65,5.07%,1.47%,171,72.77%
7,苍炎刃鬼,45,4.9%,0.23%,140,61.67%
8,超梦Y,47,4.77%,-0.26%,148,66.97%
9,月亮伊布,42,4.38%,0.33%,146,71.92%
9,烈咬陆鲨,47,4.38%,-0.21%,134,66.01%
11,幸福蛋,36,4.25%,0.71%,139,70.56%
12,密勒顿,54,4.21%,-0.71%,136,69.74%
13,叶伊布,43,3.67%,0.26%,118,69.41%
14,谜拟丘,52,3.6%,0.21%,114,68.26%
15,阿勃梭鲁,42,3.54%,1.56%,112,68.29%
16,火焰鸡,56,3.43%,0.21%,109,68.55%
17,嘟嘟利,48,3.21%,0.2%,113,75.84%
18,巨钳螳螂,33,3.17%,0.93%,104,70.75%
19,伽勒尔烈焰马,38,3.02%,-2.53%,96,68.57%
20,苍响,36,2.98%,0.87%,97,70.29%
21,爆肌蚊,35,2.91%,0.46%,96,71.11%
22,怪力,42,2.87%,-0.16%,90,67.67%
23,可达鸭,33,2.44%,0.54%,88,77.88%
24,闪焰王牌,27,2.35%,1.35%,82,75.23%
25,巨金怪,41,2.24%,0.51%,61,58.65%
26,白蓬蓬,27,2.18%,0.99%,76,75.25%
27,水箭龟,38,2.11%,1.29%,73,74.49%
27,路卡利欧,39,2.11%,-0.05%,72,73.47%
27,朽木妖,32,2.11%,0.49%,68,69.39%
30,巨锻匠,26,2.09%,0.51%,75,77.32%
31,达克莱伊,39,2.03%,1.12%,62,65.96%
32,冰伊布,34,2.01%,-0.16%,62,66.67%
33,卡比兽,26,1.96%,1.08%,63,69.23%
34,胡帕,20,1.88%,0.48%,60,68.97%
35,捷拉奥拉,28,1.79%,0.75%,59,71.08%
36,呆壳兽,27,1.62%,-0.3%,56,74.67%
37,象牙猪,25,1.55%,-0.42%,42,58.33%
38,玛力露丽,4,1.42%,1.31%,45,68.18%
39,皮可西,23,1.36%,0.27%,45,71.43%
39,太阳伊布,28,1.36%,-0.02%,42,66.67%
41,妙蛙花,15,1.34%,-0.07%,46,74.19%
42,岩殿居蟹,15,1.23%,-0.2%,40,70.18%
43,烈箭鹰,25,1.21%,0.57%,44,78.57%
44,沙奈朵,24,1.16%,0.26%,40,74.07%
45,暴鲤龙,22,1.08%,0.4%,35,70.0%
46,红莲铠骑,22,0.97%,0.56%,30,66.67%
47,梦幻,20,0.95%,-0.09%,27,61.36%
48,狙射树枭,22,0.88%,0.34%,25,60.98%
49,喷火龙,19,0.86%,0.17%,29,72.5%
50,凤王,21,0.84%,-0.82%,28,71.79%
51,花疗环环,18,0.69%,-0.95%,20,62.5%
52,耿鬼,17,0.65%,-0.88%,22,73.33%
53,古月鸟,12,0.58%,0.24%,19,70.37%
54,超梦X,10,0.56%,0.39%,20,76.92%
55,勾魂眼,7,0.5%,0.31%,19,82.61%
56,快龙,13,0.47%,0.29%,15,68.18%
57,阿罗拉九尾,12,0.43%,-0.3%,14,70.0%
57,皮卡丘,11,0.43%,-0.06%,12,60.0%
59,多龙巴鲁托,5,0.41%,0.32%,12,63.16%
60,妖火红狐,9,0.37%,-0.05%,15,88.24%
61,仙子伊布,8,0.35%,-0.03%,11,68.75%
61,黏美龙,4,0.35%,0.04%,12,75.0%
63,胖可丁,9,0.32%,-0.05%,11,73.33%
63,魔幻假面喵,4,0.32%,-0.15%,11,73.33%
65,班基拉斯,9,0.3%,0.17%,10,71.43%
66,水晶灯火灵,11,0.28%,-0.02%,9,69.23%
66,拉普拉斯,6,0.28%,0.19%,9,69.23%
68,魔墙人偶,9,0.24%,-0.12%,7,63.64%
69,列阵兵,6,0.17%,-0.17%,7,87.5%
70,藏饱栗鼠,3,0.06%,-0.01%,3,100.0%
