排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,千面避役,96,15.87%,0.92%,721,68.8%
2,梦幻,82,15.56%,-5.69%,713,69.43%
3,苍响,66,11.13%,-4.05%,519,70.61%
4,谜拟丘,66,9.45%,6.99%,432,69.23%
5,冰伊布,72,9.39%,6.43%,422,68.06%
6,索罗亚克,61,7.42%,1.93%,324,66.12%
7,武道熊师,48,6.13%,-2.71%,267,65.93%
8,胡帕,46,6.03%,2.38%,281,70.6%
9,皮可西,54,5.83%,1.24%,269,69.87%
10,水箭龟,65,4.88%,1.76%,213,66.15%
11,朽木妖,45,4.83%,2.05%,215,67.4%
12,火焰鸡,42,4.56%,0.51%,213,70.76%
13,妙蛙花,70,4.04%,1.42%,179,67.04%
14,嘟嘟利,56,3.73%,0.78%,177,71.95%
15,卡比兽,43,3.51%,-0.95%,170,73.28%
16,月亮伊布,51,3.33%,-0.22%,139,63.18%
17,呆壳兽,40,3.14%,0.14%,142,68.6%
18,水晶灯火灵,43,2.98%,2.33%,138,70.05%
19,拉普拉斯,44,2.44%,0.49%,119,73.91%
20,勾魂眼,25,2.39%,0.92%,115,72.78%
21,爆肌蚊,36,2.15%,-0.14%,98,69.01%
22,叶伊布,37,1.97%,0.02%,91,70.0%
23,幸福蛋,38,1.73%,-0.1%,82,71.93%
24,岩殿居蟹,25,1.56%,0.62%,86,83.5%
25,花疗环环,29,1.44%,-1.62%,61,64.21%
25,狙射树枭,32,1.44%,-0.62%,66,69.47%
27,超梦X,24,1.41%,-5.44%,66,70.97%
28,妖火红狐,39,1.38%,-0.97%,67,73.63%
29,路卡利欧,38,1.36%,-0.09%,60,66.67%
30,白蓬蓬,18,1.27%,-1.37%,61,72.62%
31,阿勃梭鲁,22,1.21%,0.01%,58,72.5%
32,喷火龙,25,1.14%,1.1%,60,80.0%
33,超梦Y,18,1.0%,0.3%,49,74.24%
34,皮卡丘,24,0.92%,0.2%,42,68.85%
35,烈箭鹰,32,0.89%,0.59%,39,66.1%
35,快龙,16,0.89%,0.27%,42,71.19%
37,沙奈朵,18,0.85%,-0.66%,44,78.57%
38,坚盾剑怪,29,0.82%,-0.09%,38,70.37%
39,太阳伊布,29,0.73%,-0.17%,30,62.5%
40,怪力,25,0.71%,0.36%,34,72.34%
41,甲贺忍蛙,20,0.55%,-0.51%,27,75.0%
41,烈咬陆鲨,18,0.55%,0.18%,28,77.78%
43,阿罗拉九尾,16,0.5%,0.02%,23,69.7%
43,黏美龙,14,0.5%,-0.36%,22,66.67%
45,甜冷美后,14,0.45%,-0.46%,17,56.67%
46,魔墙人偶,17,0.42%,0.1%,21,75.0%
47,捷拉奥拉,13,0.41%,0.01%,15,55.56%
48,闪焰王牌,14,0.38%,-1.53%,22,88.0%
48,耿鬼,10,0.38%,-0.25%,22,88.0%
50,巨钳螳螂,16,0.29%,0.02%,12,63.16%
51,象牙猪,13,0.27%,-0.02%,17,94.44%
51,多龙巴鲁托,7,0.27%,-0.13%,9,50.0%
53,仙子伊布,9,0.24%,-0.81%,11,68.75%
54,古月鸟,11,0.23%,-0.16%,12,80.0%
54,班基拉斯,9,0.23%,-0.16%,10,66.67%
56,玛力露丽,9,0.18%,0.07%,8,66.67%
57,铝钢龙,10,0.15%,0.06%,9,90.0%
58,胖可丁,4,0.14%,-0.01%,7,77.78%
59,藏饱栗鼠,5,0.08%,-1.14%,5,100.0%
