排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍响,65,38.57%,-4.0%,2359,86.82%
2,花疗环环,63,17.69%,-5.63%,1076,86.36%
3,朽木妖,74,15.66%,1.55%,956,86.67%
4,勾魂眼,40,12.72%,1.53%,778,86.83%
5,冰伊布,56,12.02%,-2.37%,732,86.42%
6,太阳伊布,64,9.54%,-1.1%,573,85.27%
7,梦幻,47,9.4%,-1.14%,577,87.16%
8,呆壳兽,54,7.44%,0.34%,451,86.07%
9,沙奈朵,33,5.42%,0.42%,330,86.39%
10,嘟嘟利,44,4.95%,-0.75%,288,82.52%
11,妖火红狐,38,4.15%,1.07%,253,86.64%
12,武道熊师,41,4.1%,-0.53%,245,84.78%
13,怪力,42,3.46%,0.37%,203,83.2%
14,索罗亚克,22,3.11%,1.43%,175,79.91%
15,水箭龟,43,2.67%,1.12%,163,86.7%
16,巨钳螳螂,25,2.17%,-1.27%,124,81.05%
17,路卡利欧,36,2.14%,-1.45%,125,82.78%
18,古月鸟,32,2.1%,-1.28%,130,87.84%
19,卡比兽,21,1.97%,-0.06%,114,82.01%
20,狙射树枭,26,1.86%,-0.77%,118,90.08%
21,皮可西,26,1.46%,-1.76%,89,86.41%
22,甲贺忍蛙,29,1.26%,-0.7%,75,84.27%
23,烈箭鹰,20,1.24%,0.37%,73,83.91%
24,魔墙人偶,21,1.15%,0.54%,69,85.19%
25,仙子伊布,24,1.11%,0.38%,64,82.05%
25,象牙猪,18,1.11%,0.06%,68,87.18%
27,阿勃梭鲁,28,1.06%,-0.1%,62,82.67%
28,黏美龙,19,0.94%,-0.56%,52,78.79%
29,妙蛙花,28,0.88%,-0.49%,52,83.87%
30,胡帕,15,0.85%,-0.51%,45,75.0%
31,多龙巴鲁托,11,0.84%,-0.32%,51,86.44%
32,白蓬蓬,17,0.8%,-0.28%,47,83.93%
33,闪焰王牌,16,0.75%,-1.06%,42,79.25%
34,幸福蛋,17,0.71%,-0.02%,44,88.0%
35,坚盾剑怪,20,0.7%,0.17%,40,81.63%
36,爆肌蚊,17,0.64%,-0.38%,33,73.33%
37,烈咬陆鲨,16,0.61%,-0.35%,38,88.37%
38,胖可丁,9,0.41%,0.11%,21,72.41%
39,耿鬼,12,0.38%,-0.24%,22,81.48%
40,阿罗拉九尾,5,0.37%,0.31%,24,92.31%
40,皮卡丘,20,0.37%,0.04%,19,73.08%
40,甜冷美后,12,0.37%,-0.47%,19,73.08%
43,班基拉斯,14,0.28%,-0.28%,17,85.0%
44,玛力露丽,10,0.24%,-0.1%,10,58.82%
45,捷拉奥拉,14,0.23%,-0.02%,14,87.5%
46,藏饱栗鼠,8,0.18%,-0.15%,12,92.31%
46,岩殿居蟹,5,0.18%,0.1%,13,100.0%
48,喷火龙,7,0.14%,-0.04%,7,70.0%
49,快龙,5,0.09%,-0.12%,6,100.0%
50,铝钢龙,3,0.04%,-0.03%,3,100.0%
