排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,82,21.24%,9.47%,998,75.15%
2,苍响,69,15.18%,-1.89%,698,73.55%
3,千面避役,81,14.96%,-4.38%,640,68.45%
4,武道熊师,52,8.85%,1.66%,389,70.34%
5,超梦X,39,6.85%,1.58%,333,77.8%
6,索罗亚克,53,5.49%,-2.92%,232,67.64%
7,皮可西,39,4.59%,-0.0%,207,72.13%
8,卡比兽,40,4.46%,-0.29%,210,75.27%
9,火焰鸡,45,4.05%,-1.62%,178,70.36%
10,胡帕,42,3.65%,-0.29%,157,68.86%
11,月亮伊布,48,3.55%,-0.35%,152,68.47%
12,水箭龟,46,3.12%,0.65%,127,65.13%
13,花疗环环,38,3.06%,-1.25%,121,63.35%
14,呆壳兽,37,2.99%,-1.11%,134,71.66%
15,冰伊布,24,2.96%,0.82%,130,70.27%
16,嘟嘟利,39,2.94%,-0.2%,133,72.28%
17,朽木妖,47,2.78%,0.23%,130,74.71%
18,白蓬蓬,33,2.64%,0.63%,111,67.27%
19,妙蛙花,42,2.62%,1.17%,117,71.34%
20,谜拟丘,26,2.46%,0.48%,105,68.18%
21,妖火红狐,37,2.35%,-0.06%,105,71.43%
22,爆肌蚊,29,2.29%,0.76%,102,71.33%
23,狙射树枭,35,2.06%,0.82%,93,72.09%
24,拉普拉斯,42,1.95%,0.44%,82,67.21%
24,叶伊布,39,1.95%,-0.72%,84,68.85%
26,闪焰王牌,22,1.9%,0.2%,85,71.43%
27,幸福蛋,33,1.82%,-0.85%,76,66.67%
28,沙奈朵,22,1.5%,0.31%,64,68.09%
29,勾魂眼,12,1.47%,0.53%,72,78.26%
30,路卡利欧,40,1.46%,0.16%,66,72.53%
31,藏饱栗鼠,10,1.22%,0.38%,52,68.42%
32,阿勃梭鲁,27,1.2%,-0.49%,46,61.33%
33,甲贺忍蛙,29,1.06%,0.42%,37,56.06%
33,仙子伊布,14,1.06%,0.57%,41,62.12%
35,岩殿居蟹,16,0.94%,-0.05%,42,71.19%
36,坚盾剑怪,17,0.91%,0.42%,36,63.16%
36,甜冷美后,10,0.91%,0.17%,41,71.93%
38,太阳伊布,24,0.9%,-0.58%,32,57.14%
39,黏美龙,15,0.86%,0.44%,36,66.67%
40,皮卡丘,18,0.72%,-0.24%,35,77.78%
41,超梦Y,15,0.7%,-1.03%,28,63.64%
42,水晶灯火灵,15,0.66%,-0.42%,29,70.73%
43,快龙,16,0.62%,-0.68%,28,71.79%
43,耿鬼,14,0.62%,0.2%,24,61.54%
45,阿罗拉九尾,16,0.48%,0.08%,23,76.67%
46,多龙巴鲁托,8,0.4%,0.09%,16,64.0%
46,捷拉奥拉,13,0.4%,-0.27%,19,76.0%
48,古月鸟,14,0.38%,-0.14%,13,54.17%
48,班基拉斯,7,0.38%,0.15%,20,83.33%
50,烈咬陆鲨,18,0.37%,-0.2%,17,73.91%
51,怪力,14,0.35%,-0.24%,13,59.09%
52,魔墙人偶,9,0.32%,-0.69%,17,85.0%
53,烈箭鹰,14,0.3%,0.03%,10,52.63%
54,象牙猪,12,0.29%,-0.41%,12,66.67%
55,巨钳螳螂,15,0.27%,-0.4%,11,64.71%
56,胖可丁,6,0.14%,0.02%,6,66.67%
57,玛力露丽,6,0.11%,-0.14%,5,71.43%
58,铝钢龙,4,0.1%,0.05%,4,66.67%
59,喷火龙,2,0.03%,-0.25%,1,50.0%
