排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,达克莱伊,63,11.15%,-6.01%,698,75.38%
2,火焰鸡,91,8.03%,3.15%,461,69.12%
3,叶伊布,81,6.21%,3.13%,378,73.26%
4,红莲铠骑,77,5.31%,-3.12%,332,75.28%
5,苍炎刃鬼,84,5.01%,-3.61%,291,69.95%
6,索罗亚克,64,4.97%,1.01%,297,71.91%
7,谜拟丘,80,4.94%,-0.31%,265,64.63%
8,月亮伊布,85,4.89%,1.03%,292,71.92%
9,密勒顿,72,4.76%,0.63%,283,71.65%
10,甲贺忍蛙,69,4.48%,1.2%,270,72.58%
11,嘟嘟利,72,4.23%,1.48%,252,71.79%
12,苍响,64,3.96%,0.21%,237,72.04%
13,超梦Y,74,3.88%,3.42%,228,70.81%
14,武道熊师,71,3.74%,1.73%,225,72.35%
15,幸福蛋,55,3.34%,1.58%,198,71.48%
16,朽木妖,68,3.15%,1.48%,192,73.28%
17,甜冷美后,58,3.05%,2.07%,182,71.94%
18,路卡利欧,69,2.99%,0.27%,183,73.79%
19,梦幻,53,2.61%,1.83%,143,65.9%
20,冰伊布,49,2.58%,2.39%,160,74.77%
21,凤王,52,2.49%,0.73%,158,76.33%
22,拉普拉斯,64,2.46%,2.4%,141,69.12%
23,象牙猪,53,2.32%,0.53%,135,69.95%
24,烈咬陆鲨,62,2.26%,0.37%,136,72.34%
25,怪力,50,1.97%,0.28%,114,69.51%
26,白蓬蓬,44,1.88%,0.72%,117,75.0%
27,千面避役,37,1.85%,1.39%,110,71.43%
28,阿勃梭鲁,41,1.77%,-1.58%,111,75.51%
29,太阳伊布,45,1.76%,1.44%,95,65.07%
30,卡比兽,46,1.52%,0.82%,84,66.67%
31,水箭龟,47,1.47%,0.06%,86,70.49%
32,胡帕,31,1.35%,0.52%,85,75.89%
33,沙奈朵,36,1.34%,0.9%,75,67.57%
34,魔幻假面喵,10,1.25%,0.36%,71,68.27%
35,皮可西,36,1.24%,0.14%,80,77.67%
36,皮卡丘,45,1.19%,-2.99%,64,64.65%
37,烈箭鹰,35,1.06%,0.15%,54,61.36%
37,岩殿居蟹,40,1.06%,0.09%,56,63.64%
39,暴鲤龙,27,1.02%,0.13%,62,72.94%
40,藏饱栗鼠,33,1.01%,0.94%,52,61.9%
40,闪焰王牌,28,1.01%,-0.17%,63,75.0%
42,快龙,32,1.0%,-0.07%,69,83.13%
43,勾魂眼,22,0.98%,0.31%,61,75.31%
44,班基拉斯,12,0.94%,0.52%,55,70.51%
45,阿罗拉九尾,33,0.89%,-1.71%,36,48.65%
46,爆肌蚊,28,0.87%,0.14%,48,66.67%
47,狙射树枭,39,0.85%,0.13%,46,64.79%
48,巨钳螳螂,40,0.84%,0.16%,48,68.57%
49,花疗环环,35,0.82%,-0.88%,43,63.24%
50,巨金怪,33,0.77%,0.25%,42,65.62%
50,耿鬼,27,0.77%,-0.67%,42,65.62%
52,列阵兵,7,0.72%,0.19%,43,71.67%
53,捷拉奥拉,22,0.71%,0.14%,38,64.41%
54,坚盾剑怪,26,0.66%,0.13%,41,74.55%
55,胖可丁,26,0.65%,-0.7%,42,77.78%
56,呆壳兽,27,0.63%,-0.45%,38,73.08%
57,妙蛙花,24,0.59%,-0.07%,32,65.31%
58,魔墙人偶,24,0.58%,0.36%,39,81.25%
59,玛力露丽,22,0.52%,-0.35%,29,67.44%
60,水晶灯火灵,14,0.48%,0.34%,23,57.5%
61,喷火龙,21,0.45%,0.11%,24,64.86%
62,仙子伊布,22,0.4%,0.08%,23,69.7%
63,黏美龙,15,0.35%,0.21%,20,68.97%
64,妖火红狐,17,0.29%,0.04%,16,66.67%
65,多龙巴鲁托,14,0.28%,0.1%,18,78.26%
66,古月鸟,13,0.22%,0.11%,12,66.67%
67,铝钢龙,4,0.14%,-0.28%,5,41.67%
68,超梦X,7,0.13%,-0.14%,10,90.91%
