排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,索罗亚克,64,10.94%,-1.48%,396,66.0%
2,千面避役,66,10.61%,3.65%,403,69.24%
3,苍响,49,8.83%,-0.49%,350,72.31%
4,皮可西,44,6.89%,1.57%,256,67.72%
5,水箭龟,68,6.75%,0.88%,267,72.16%
6,冰伊布,59,5.51%,0.79%,205,67.88%
7,朽木妖,48,5.01%,1.83%,202,73.45%
8,梦幻,53,4.61%,0.57%,176,69.57%
9,太阳伊布,45,4.6%,1.5%,177,70.24%
10,超梦Y,34,4.56%,1.03%,184,73.6%
11,爆肌蚊,50,4.49%,0.99%,166,67.48%
12,快龙,28,4.39%,2.37%,169,70.12%
13,多龙巴鲁托,38,4.29%,0.46%,172,73.19%
14,叶伊布,53,4.25%,-1.37%,164,70.39%
15,嘟嘟利,44,4.16%,-1.62%,167,73.25%
15,路卡利欧,54,4.16%,0.74%,146,64.04%
17,拉普拉斯,55,4.01%,0.68%,141,64.09%
18,火焰鸡,32,3.85%,1.71%,162,76.78%
19,月亮伊布,40,3.79%,1.27%,147,70.67%
20,沙奈朵,39,3.74%,0.94%,139,67.8%
21,谜拟丘,38,3.26%,1.46%,116,64.8%
22,胡帕,32,3.06%,0.48%,117,69.64%
22,卡比兽,38,3.06%,0.64%,121,72.02%
24,魔墙人偶,40,2.7%,0.38%,101,68.24%
25,幸福蛋,37,2.52%,0.28%,91,65.94%
26,白蓬蓬,35,2.19%,0.12%,87,72.5%
27,水晶灯火灵,34,2.02%,0.4%,77,69.37%
28,呆壳兽,30,1.84%,-0.39%,59,58.42%
29,闪焰王牌,22,1.81%,0.36%,70,70.71%
29,阿勃梭鲁,22,1.81%,-0.4%,65,65.66%
31,狙射树枭,40,1.75%,-0.4%,74,77.08%
32,烈箭鹰,21,1.73%,1.19%,75,78.95%
33,妙蛙花,45,1.62%,-0.61%,56,62.92%
34,烈咬陆鲨,23,1.6%,0.71%,65,73.86%
35,怪力,35,1.57%,0.54%,62,72.09%
36,甜冷美后,26,1.55%,-1.76%,61,71.76%
37,魔幻假面喵,29,1.51%,-1.53%,53,63.86%
38,花疗环环,25,1.5%,-0.03%,45,54.88%
38,武道熊师,30,1.5%,0.12%,55,67.07%
38,古月鸟,37,1.5%,-0.56%,56,68.29%
41,阿罗拉九尾,30,1.48%,0.38%,53,65.43%
42,岩殿居蟹,32,1.39%,-0.59%,51,67.11%
43,皮卡丘,25,1.26%,-1.08%,45,65.22%
44,妖火红狐,37,1.11%,-0.03%,40,65.57%
45,坚盾剑怪,23,1.08%,0.65%,40,67.8%
46,玛力露丽,14,1.04%,-0.65%,43,75.44%
46,甲贺忍蛙,29,1.04%,-0.27%,43,75.44%
48,藏饱栗鼠,12,0.93%,0.52%,34,66.67%
49,巨钳螳螂,14,0.84%,-0.01%,33,71.74%
50,象牙猪,23,0.82%,-1.47%,29,64.44%
51,捷拉奥拉,19,0.78%,-0.16%,26,60.47%
52,巨金怪,15,0.71%,0.0%,25,64.1%
53,仙子伊布,17,0.49%,0.26%,16,59.26%
54,耿鬼,14,0.4%,0.29%,17,77.27%
55,勾魂眼,7,0.38%,-0.08%,13,61.9%
55,胖可丁,16,0.38%,0.07%,12,57.14%
57,超梦X,11,0.33%,-0.04%,13,72.22%
57,黏美龙,11,0.33%,-0.42%,8,44.44%
59,喷火龙,6,0.26%,-0.11%,9,64.29%
60,铝钢龙,7,0.22%,0.0%,8,66.67%
61,班基拉斯,10,0.2%,0.02%,7,63.64%
