排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,57,10.39%,-0.14%,409,71.63%
2,梦幻,59,9.59%,2.13%,356,67.55%
3,索罗亚克,53,8.71%,1.76%,353,73.7%
4,魔幻假面喵,53,8.02%,-2.27%,312,70.75%
5,千面避役,54,6.91%,0.28%,285,75.0%
6,水箭龟,66,6.66%,0.99%,240,65.57%
7,白蓬蓬,52,5.84%,1.93%,225,70.09%
8,叶伊布,70,5.71%,-1.55%,206,65.61%
9,爆肌蚊,56,4.77%,0.22%,175,66.79%
10,密勒顿,36,4.68%,-2.72%,193,75.1%
11,巨钳螳螂,46,4.42%,-2.03%,147,60.49%
12,岩殿居蟹,36,4.29%,-0.32%,165,69.92%
13,谜拟丘,51,4.0%,2.37%,150,68.18%
14,朽木妖,53,3.4%,-0.2%,133,71.12%
15,勾魂眼,21,3.15%,2.12%,126,72.83%
16,幸福蛋,42,3.11%,-1.21%,104,60.82%
17,路卡利欧,41,3.09%,-0.78%,111,65.29%
18,超梦Y,32,2.98%,0.1%,116,70.73%
19,冰伊布,39,2.95%,0.41%,116,71.6%
20,呆壳兽,36,2.87%,0.51%,108,68.35%
21,仙子伊布,41,2.86%,0.44%,123,78.34%
22,太阳伊布,42,2.71%,-0.34%,99,66.44%
23,暴鲤龙,41,2.64%,-0.59%,119,82.07%
24,嘟嘟利,44,2.6%,0.29%,107,74.83%
25,胡帕,39,2.57%,-0.2%,111,78.72%
26,月亮伊布,41,2.35%,-1.22%,81,62.79%
27,皮可西,34,2.24%,-0.71%,86,69.92%
28,妖火红狐,37,1.93%,-0.89%,76,71.7%
29,象牙猪,28,1.66%,-0.28%,62,68.13%
30,快龙,25,1.64%,-0.06%,60,66.67%
31,花疗环环,34,1.55%,0.06%,67,78.82%
32,苍响,25,1.53%,-0.0%,60,71.43%
33,烈箭鹰,24,1.49%,-0.97%,53,64.63%
34,武道熊师,30,1.46%,0.1%,53,66.25%
35,妙蛙花,36,1.33%,-0.99%,50,68.49%
36,喷火龙,24,1.29%,-0.09%,51,71.83%
37,皮卡丘,29,1.22%,0.03%,44,65.67%
38,烈咬陆鲨,27,1.18%,-0.06%,41,63.08%
39,闪焰王牌,15,1.13%,0.53%,50,80.65%
40,古月鸟,26,1.0%,-0.37%,37,67.27%
41,狙射树枭,26,0.98%,-0.22%,43,79.63%
42,捷拉奥拉,17,0.91%,-0.0%,37,74.0%
43,沙奈朵,23,0.87%,-0.17%,30,62.5%
44,卡比兽,23,0.86%,0.22%,32,68.09%
45,阿勃梭鲁,18,0.82%,0.0%,32,71.11%
45,水晶灯火灵,27,0.82%,0.3%,31,68.89%
47,藏饱栗鼠,15,0.75%,-0.38%,32,78.05%
48,多龙巴鲁托,9,0.71%,-1.0%,31,79.49%
49,拉普拉斯,22,0.69%,0.12%,30,78.95%
50,坚盾剑怪,11,0.6%,0.23%,23,69.7%
51,魔墙人偶,20,0.58%,-0.12%,24,75.0%
52,怪力,23,0.56%,0.17%,21,67.74%
53,胖可丁,18,0.53%,-0.35%,19,65.52%
54,甲贺忍蛙,17,0.51%,-0.06%,16,57.14%
55,耿鬼,12,0.45%,0.21%,16,64.0%
56,超梦X,14,0.42%,0.19%,18,78.26%
57,巨金怪,11,0.4%,0.24%,15,68.18%
58,甜冷美后,12,0.36%,-0.45%,17,85.0%
58,班基拉斯,12,0.36%,-0.09%,10,50.0%
60,玛力露丽,9,0.31%,-0.0%,13,76.47%
61,阿罗拉九尾,11,0.27%,-0.22%,10,66.67%
62,黏美龙,8,0.24%,-0.09%,11,84.62%
63,铝钢龙,4,0.22%,0.09%,9,75.0%
