排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,84,15.98%,-0.39%,816,72.73%
2,列阵兵,54,6.22%,-0.97%,320,73.23%
3,嘟嘟利,61,6.01%,0.42%,292,69.19%
4,索罗亚克,57,5.4%,-1.56%,248,65.44%
5,古月鸟,63,5.01%,-1.74%,253,71.88%
6,胡帕,42,4.6%,-0.02%,235,72.76%
7,朽木妖,66,4.4%,-2.78%,217,70.23%
8,仙子伊布,57,3.93%,1.18%,194,70.29%
9,白蓬蓬,38,3.87%,1.82%,194,71.32%
10,谜拟丘,58,3.84%,2.65%,175,64.81%
11,阿勃梭鲁,54,3.73%,3.05%,182,69.47%
12,魔墙人偶,41,3.53%,2.63%,191,77.02%
13,呆壳兽,60,3.35%,2.21%,164,69.79%
14,月亮伊布,52,3.27%,0.0%,171,74.35%
15,密勒顿,38,3.09%,-4.79%,161,74.19%
16,甜冷美后,37,2.98%,0.54%,138,66.03%
17,苍炎刃鬼,38,2.96%,-1.33%,148,71.15%
18,幸福蛋,38,2.88%,0.93%,139,68.81%
19,千面避役,48,2.86%,0.5%,150,74.63%
20,巨钳螳螂,44,2.83%,-1.5%,143,71.86%
21,路卡利欧,46,2.62%,0.36%,133,72.28%
22,叶伊布,42,2.46%,-1.26%,100,57.8%
23,妙蛙花,56,2.43%,1.53%,121,70.76%
24,梦幻,34,2.36%,0.88%,130,78.31%
25,班基拉斯,24,2.28%,-3.41%,107,66.88%
26,暴鲤龙,33,2.18%,1.22%,119,77.78%
27,烈咬陆鲨,44,2.08%,1.58%,106,72.6%
28,岩殿居蟹,29,1.81%,0.25%,98,77.17%
29,沙奈朵,30,1.77%,0.13%,90,72.58%
30,坚盾剑怪,30,1.75%,0.65%,86,69.92%
31,花疗环环,33,1.69%,-1.08%,73,61.34%
32,超梦Y,16,1.64%,-1.53%,83,72.17%
33,快龙,35,1.61%,0.7%,75,66.37%
34,魔幻假面喵,20,1.52%,0.18%,75,70.09%
35,烈箭鹰,13,1.48%,0.09%,82,78.85%
36,巨金怪,33,1.45%,0.51%,61,59.8%
37,太阳伊布,31,1.12%,-0.65%,54,68.35%
38,冰伊布,26,1.08%,0.36%,57,75.0%
39,怪力,32,1.05%,0.18%,46,62.16%
40,铝钢龙,25,1.0%,0.95%,44,62.86%
41,捷拉奥拉,24,0.98%,-0.22%,44,63.77%
41,耿鬼,18,0.98%,0.59%,52,75.36%
43,苍响,24,0.9%,-2.1%,42,66.67%
44,武道熊师,22,0.85%,0.56%,40,66.67%
44,妖火红狐,25,0.85%,-0.11%,48,80.0%
46,水晶灯火灵,31,0.77%,0.03%,37,68.52%
46,卡比兽,22,0.77%,0.22%,37,68.52%
48,超梦X,11,0.74%,0.47%,35,67.31%
49,皮卡丘,28,0.73%,-0.03%,26,50.98%
50,象牙猪,19,0.7%,-0.96%,34,69.39%
51,狙射树枭,23,0.68%,0.02%,39,81.25%
52,水箭龟,21,0.65%,-0.01%,30,65.22%
53,闪焰王牌,22,0.54%,-0.5%,26,68.42%
54,甲贺忍蛙,17,0.53%,-0.49%,21,56.76%
55,胖可丁,8,0.43%,0.07%,23,76.67%
56,拉普拉斯,13,0.4%,0.31%,21,75.0%
57,爆肌蚊,16,0.37%,0.16%,14,53.85%
58,勾魂眼,14,0.36%,0.26%,18,72.0%
59,阿罗拉九尾,14,0.24%,-0.05%,9,52.94%
60,皮可西,12,0.23%,-0.02%,10,62.5%
61,玛力露丽,10,0.21%,-0.83%,9,60.0%
61,多龙巴鲁托,11,0.21%,-0.26%,8,53.33%
63,喷火龙,5,0.17%,-0.15%,8,66.67%
63,黏美龙,9,0.17%,0.07%,9,75.0%
65,藏饱栗鼠,6,0.14%,0.01%,8,80.0%
