排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,59,19.85%,-3.29%,445,73.92%
2,武道熊师,55,16.33%,-3.84%,371,74.95%
3,嘟嘟利,44,16.0%,-5.25%,370,76.29%
4,妖火红狐,55,14.87%,-1.48%,326,72.28%
5,冰伊布,43,10.19%,2.26%,242,78.32%
6,勾魂眼,19,9.43%,0.76%,225,78.67%
7,沙奈朵,38,7.35%,2.26%,147,65.92%
8,坚盾剑怪,51,6.73%,-0.73%,137,67.16%
9,路卡利欧,35,6.04%,0.2%,125,68.31%
10,索罗亚克,35,5.97%,0.33%,101,55.8%
11,呆壳兽,32,5.54%,-1.85%,118,70.24%
11,古月鸟,28,5.54%,2.09%,127,75.6%
13,花疗环环,18,5.47%,4.76%,117,70.48%
14,皮可西,24,5.01%,-4.25%,102,67.11%
15,卡比兽,26,4.95%,-0.54%,102,68.0%
16,班基拉斯,27,4.55%,1.92%,99,71.74%
17,胡帕,23,4.45%,-3.18%,99,73.33%
18,怪力,30,3.76%,0.19%,78,68.42%
19,仙子伊布,34,3.27%,1.27%,69,69.7%
20,烈咬陆鲨,15,3.17%,1.1%,71,73.96%
21,玛力露丽,14,3.1%,-0.91%,70,74.47%
22,水箭龟,34,2.77%,-0.21%,66,78.57%
22,甲贺忍蛙,22,2.77%,-0.18%,53,63.1%
24,魔墙人偶,18,2.47%,0.48%,52,69.33%
25,白蓬蓬,21,2.24%,0.37%,44,64.71%
26,巨钳螳螂,25,2.14%,-5.93%,41,63.08%
26,甜冷美后,22,2.14%,-1.5%,43,66.15%
28,烈箭鹰,20,2.04%,0.52%,44,70.97%
29,狙射树枭,20,1.91%,-0.6%,42,72.41%
30,太阳伊布,15,1.58%,-0.39%,35,72.92%
30,幸福蛋,17,1.58%,-2.41%,36,75.0%
32,朽木妖,8,1.45%,0.86%,31,70.45%
33,多龙巴鲁托,16,1.32%,0.09%,32,80.0%
34,象牙猪,14,1.09%,-1.4%,23,69.7%
35,藏饱栗鼠,15,1.06%,-0.32%,21,65.62%
36,爆肌蚊,17,0.86%,-0.72%,19,73.08%
36,闪焰王牌,10,0.86%,-0.08%,16,61.54%
38,耿鬼,11,0.79%,-0.07%,19,79.17%
39,皮卡丘,11,0.76%,-0.99%,13,56.52%
40,妙蛙花,14,0.69%,-0.1%,16,76.19%
41,阿勃梭鲁,14,0.59%,-1.2%,12,66.67%
42,快龙,12,0.56%,0.12%,9,52.94%
43,捷拉奥拉,11,0.53%,0.33%,13,81.25%
44,胖可丁,9,0.49%,-0.05%,11,73.33%
45,铝钢龙,7,0.43%,0.18%,9,69.23%
46,阿罗拉九尾,4,0.13%,-0.39%,3,75.0%
46,喷火龙,3,0.13%,-0.02%,2,50.0%
48,岩殿居蟹,1,0.03%,-0.21%,0,0.0%
