排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍响,58,17.22%,-0.65%,851,79.53%
2,月亮伊布,71,11.81%,3.6%,566,77.11%
3,冰伊布,90,11.67%,-1.84%,535,73.79%
4,索罗亚克,71,10.86%,-1.98%,477,70.67%
5,叶伊布,35,9.9%,0.0%,452,73.5%
6,拉普拉斯,74,9.37%,2.07%,442,75.95%
7,嘟嘟利,52,5.87%,-1.85%,261,71.51%
8,呆壳兽,54,4.6%,0.13%,207,72.38%
9,皮可西,48,4.55%,1.78%,221,78.09%
10,水晶灯火灵,57,4.43%,-1.25%,207,75.27%
11,花疗环环,35,4.18%,2.84%,195,75.0%
12,妖火红狐,49,4.12%,0.06%,203,79.3%
13,梦幻,43,4.06%,-0.44%,179,71.03%
14,胡帕,38,3.35%,-0.29%,154,74.04%
15,武道熊师,47,2.99%,-0.56%,134,72.04%
16,甲贺忍蛙,23,2.7%,1.57%,131,77.98%
17,白蓬蓬,40,2.61%,-5.01%,121,74.69%
18,烈箭鹰,34,2.04%,0.29%,96,75.59%
19,怪力,40,1.92%,0.19%,96,80.67%
20,阿罗拉九尾,38,1.88%,-0.73%,90,76.92%
21,巨钳螳螂,23,1.85%,0.83%,90,78.26%
22,狙射树枭,37,1.69%,0.13%,77,73.33%
23,太阳伊布,29,1.55%,-0.02%,72,75.0%
24,幸福蛋,31,1.46%,0.2%,61,67.03%
24,爆肌蚊,24,1.46%,-0.39%,62,68.13%
26,水箭龟,34,1.42%,-1.01%,61,69.32%
27,魔墙人偶,22,1.35%,-1.72%,49,58.33%
27,沙奈朵,26,1.35%,-0.77%,57,67.86%
29,朽木妖,27,1.16%,-1.43%,43,59.72%
30,卡比兽,24,1.11%,-1.07%,44,63.77%
31,妙蛙花,35,1.06%,-1.01%,41,62.12%
32,仙子伊布,33,0.95%,-0.42%,37,62.71%
33,勾魂眼,16,0.82%,-0.04%,31,60.78%
34,路卡利欧,22,0.76%,-1.05%,29,61.7%
35,闪焰王牌,16,0.72%,-0.03%,36,80.0%
36,皮卡丘,16,0.71%,-0.15%,31,70.45%
37,多龙巴鲁托,12,0.63%,0.52%,27,69.23%
38,古月鸟,19,0.61%,-0.14%,25,65.79%
39,捷拉奥拉,16,0.5%,0.36%,24,77.42%
40,阿勃梭鲁,20,0.45%,-0.87%,21,75.0%
41,玛力露丽,6,0.43%,0.22%,20,74.07%
42,喷火龙,9,0.4%,0.13%,18,72.0%
42,坚盾剑怪,13,0.4%,-0.32%,17,68.0%
42,烈咬陆鲨,13,0.4%,0.05%,15,60.0%
45,胖可丁,15,0.37%,-0.65%,15,65.22%
46,象牙猪,11,0.32%,-0.05%,14,70.0%
47,藏饱栗鼠,8,0.31%,-0.02%,13,68.42%
48,甜冷美后,9,0.26%,-0.58%,12,75.0%
49,耿鬼,8,0.23%,-0.02%,13,92.86%
50,黏美龙,9,0.18%,-0.12%,8,72.73%
50,铝钢龙,5,0.18%,0.0%,9,81.82%
52,岩殿居蟹,6,0.16%,-0.08%,7,70.0%
53,快龙,6,0.14%,0.06%,5,55.56%
54,班基拉斯,5,0.13%,-0.17%,5,62.5%
