排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,冰伊布,82,6.82%,6.07%,359,83.29%
2,火焰鸡,78,6.68%,-0.73%,341,80.81%
3,超级路卡利欧,86,6.06%,-3.11%,294,76.76%
4,超级暴鲤龙,31,5.53%,0.0%,301,86.25%
5,索罗亚克,62,5.0%,1.28%,303,95.89%
6,谜拟丘,81,4.56%,-3.1%,223,77.43%
7,嘟嘟利,69,4.27%,-0.66%,240,88.89%
8,武道熊师,63,4.26%,-0.91%,229,85.13%
9,水伊布,52,3.99%,-0.25%,197,78.17%
10,叶伊布,61,3.77%,-0.96%,197,82.77%
11,巨钳螳螂,67,3.55%,1.82%,199,88.84%
12,花疗环环,45,3.44%,0.95%,201,92.63%
13,耿鬼,52,3.17%,1.51%,160,80.0%
14,超级喷火龙X,65,3.04%,-1.58%,152,79.17%
15,苍响,40,2.91%,-1.64%,149,80.98%
16,超梦Y,59,2.72%,2.48%,125,72.67%
17,甜冷美后,51,2.71%,-1.36%,145,84.8%
18,烈箭鹰,49,2.66%,0.21%,129,76.79%
19,路卡利欧,51,2.6%,-1.82%,140,85.37%
20,梦幻,44,2.55%,-2.31%,130,80.75%
21,甲贺忍蛙,37,2.14%,1.34%,127,94.07%
22,水君,29,2.03%,-2.15%,99,77.34%
23,密勒顿,38,1.82%,-6.08%,93,80.87%
24,阿罗拉雷丘,37,1.8%,-2.61%,95,83.33%
25,闪焰王牌,37,1.73%,-0.34%,78,71.56%
25,幸福蛋,32,1.73%,-1.48%,76,69.72%
27,皮可西,33,1.69%,-0.37%,78,72.9%
28,拉帝欧斯,51,1.65%,-2.39%,89,85.58%
29,超梦X,30,1.61%,1.58%,62,60.78%
30,爆肌蚊,47,1.47%,-1.25%,71,76.34%
31,巴布土拨,27,1.39%,0.01%,64,72.73%
32,破破舵轮,35,1.31%,-5.31%,59,71.08%
33,阿勃梭鲁,30,1.28%,0.77%,63,77.78%
34,狙射树枭,25,1.23%,0.82%,71,91.03%
35,捷拉奥拉,26,1.17%,0.52%,61,82.43%
36,月亮伊布,39,1.09%,-0.25%,55,79.71%
37,达克莱伊,16,1.06%,-4.9%,45,67.16%
38,魔墙人偶,16,1.04%,-1.4%,58,87.88%
39,沙奈朵,23,1.03%,-0.28%,54,83.08%
40,苍炎刃鬼,18,1.0%,0.65%,54,85.71%
41,卡比兽,32,0.93%,-0.86%,41,69.49%
42,帝王拿波,21,0.92%,-0.29%,54,93.1%
43,朽木妖,22,0.9%,0.14%,45,78.95%
44,多龙巴鲁托,13,0.89%,0.61%,45,80.36%
45,妖火红狐,26,0.84%,-0.51%,47,88.68%
46,呆壳兽,26,0.79%,-0.24%,30,60.0%
47,霜奶仙,12,0.76%,-0.21%,41,85.42%
47,太阳伊布,31,0.76%,0.1%,36,75.0%
49,暴鲤龙,23,0.73%,0.45%,32,69.57%
49,千面避役,27,0.73%,-1.34%,38,82.61%
51,白蓬蓬,21,0.7%,-0.89%,37,84.09%
52,可达鸭,16,0.68%,-0.77%,36,83.72%
53,烈咬陆鲨,21,0.62%,-0.24%,38,97.44%
53,班基拉斯,23,0.62%,0.48%,29,74.36%
55,拉帝亚斯,20,0.59%,-7.1%,29,78.38%
55,仙子伊布,15,0.59%,0.41%,37,100.0%
57,妙蛙花,23,0.55%,0.07%,31,88.57%
57,岩殿居蟹,24,0.55%,-0.17%,27,77.14%
57,水箭龟,17,0.55%,-3.07%,27,77.14%
60,快龙,12,0.46%,0.25%,27,93.1%
61,巨锻匠,14,0.44%,0.34%,27,96.43%
62,伽勒尔烈焰马,12,0.43%,-0.3%,23,85.19%
63,胡帕,12,0.41%,-1.07%,17,65.38%
64,坚盾剑怪,17,0.35%,-0.1%,21,95.45%
65,魔幻假面喵,13,0.28%,0.11%,15,83.33%
65,玛力露丽,12,0.28%,0.11%,17,94.44%
67,怪力,15,0.27%,-0.42%,14,82.35%
68,皮卡丘,10,0.22%,-0.05%,13,92.86%
69,藏饱栗鼠,4,0.21%,0.14%,12,92.31%
69,象牙猪,9,0.21%,-0.73%,8,61.54%
71,红莲铠骑,11,0.19%,-0.57%,10,83.33%
71,胖可丁,5,0.19%,0.16%,11,91.67%
73,巨金怪,10,0.17%,0.0%,8,72.73%
73,拉普拉斯,9,0.17%,-0.24%,10,90.91%
73,水晶灯火灵,9,0.17%,0.0%,10,90.91%
76,列阵兵,10,0.16%,-0.01%,10,100.0%
76,阿罗拉九尾,7,0.16%,-0.01%,8,80.0%
78,凤王,8,0.13%,-0.01%,4,50.0%
79,喷火龙,6,0.09%,-0.22%,4,66.67%
79,勾魂眼,5,0.09%,-0.15%,3,50.0%
81,黏美龙,4,0.06%,0.0%,4,100.0%
82,古月鸟,3,0.05%,-0.06%,3,100.0%
83,铝钢龙,2,0.03%,-0.04%,2,100.0%
