排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,暴鲤龙,71,9.84%,1.14%,291,72.57%
2,千面避役,59,9.05%,-1.67%,270,73.17%
3,苍响,58,7.28%,-0.76%,222,74.75%
4,叶伊布,57,7.26%,-0.58%,220,74.32%
4,月亮伊布,56,7.26%,0.87%,215,72.64%
6,甜冷美后,55,6.38%,1.96%,196,75.38%
7,巨金怪,63,5.76%,1.31%,171,72.77%
8,阿勃梭鲁,47,5.4%,0.5%,159,72.27%
8,耿鬼,29,5.4%,1.3%,157,71.36%
10,阿罗拉雷丘,53,5.35%,-0.49%,157,72.02%
11,索罗亚克,45,4.81%,0.25%,132,67.35%
12,超梦Y,52,4.76%,-0.56%,123,63.4%
13,爆肌蚊,50,4.37%,-1.35%,122,68.54%
14,坚盾剑怪,42,4.29%,2.67%,120,68.57%
15,烈箭鹰,50,4.27%,0.99%,130,74.71%
16,胡帕,30,4.17%,0.03%,128,75.29%
17,嘟嘟利,50,4.1%,-0.51%,125,74.85%
17,可达鸭,37,4.1%,-0.13%,123,73.65%
19,卡比兽,39,3.9%,-0.49%,108,67.92%
20,水君,39,3.73%,-0.81%,111,73.03%
21,魔幻假面喵,30,3.65%,0.31%,112,75.17%
22,甲贺忍蛙,42,3.51%,0.27%,100,69.93%
23,武道熊师,42,3.43%,-0.45%,94,67.14%
24,幸福蛋,42,3.31%,-0.68%,96,71.11%
24,谜拟丘,51,3.31%,1.13%,81,60.0%
26,苍炎刃鬼,31,2.8%,1.14%,76,66.67%
27,象牙猪,34,2.6%,0.06%,85,80.19%
27,巨钳螳螂,38,2.6%,-0.72%,80,75.47%
29,火焰鸡,35,2.16%,-0.32%,61,69.32%
30,冰伊布,30,2.11%,0.22%,57,66.28%
31,路卡利欧,33,2.04%,-0.38%,61,73.49%
32,梦幻,28,1.99%,0.33%,57,70.37%
33,妙蛙花,22,1.89%,0.1%,53,68.83%
34,呆壳兽,21,1.82%,0.79%,55,74.32%
34,密勒顿,23,1.82%,0.68%,53,71.62%
36,水箭龟,33,1.72%,0.69%,49,70.0%
37,捷拉奥拉,33,1.67%,-0.2%,44,64.71%
38,烈咬陆鲨,30,1.42%,0.65%,36,62.07%
39,伽勒尔烈焰马,19,1.4%,-0.7%,45,78.95%
40,花疗环环,22,1.37%,0.15%,42,75.0%
41,凤王,21,1.18%,0.13%,32,66.67%
42,魔墙人偶,19,1.13%,-0.57%,33,71.74%
43,怪力,23,1.1%,-0.26%,30,66.67%
44,达克莱伊,25,1.05%,-0.37%,33,76.74%
45,狙射树枭,23,1.03%,-0.23%,28,66.67%
46,白蓬蓬,23,0.98%,-0.3%,29,72.5%
46,朽木妖,19,0.98%,-0.26%,27,67.5%
48,岩殿居蟹,20,0.96%,-0.51%,33,84.62%
48,闪焰王牌,15,0.96%,0.05%,21,53.85%
50,红莲铠骑,21,0.83%,0.18%,28,82.35%
50,勾魂眼,5,0.83%,0.04%,20,58.82%
52,拉普拉斯,14,0.78%,0.18%,24,75.0%
53,班基拉斯,13,0.76%,0.49%,22,70.97%
54,皮可西,15,0.74%,-0.71%,18,60.0%
55,喷火龙,14,0.71%,0.21%,21,72.41%
56,快龙,18,0.69%,-0.34%,19,67.86%
57,沙奈朵,15,0.66%,0.09%,19,70.37%
58,列阵兵,15,0.64%,-0.5%,21,80.77%
58,太阳伊布,18,0.64%,-0.18%,18,69.23%
58,玛力露丽,11,0.64%,-0.03%,18,69.23%
61,皮卡丘,15,0.61%,-0.02%,17,68.0%
62,巨锻匠,12,0.52%,0.01%,16,76.19%
63,古月鸟,15,0.47%,0.17%,13,68.42%
64,超梦X,5,0.42%,0.1%,11,64.71%
65,妖火红狐,10,0.37%,0.01%,13,86.67%
66,阿罗拉九尾,8,0.29%,0.06%,9,75.0%
67,仙子伊布,8,0.27%,-0.05%,5,45.45%
67,水晶灯火灵,9,0.27%,0.12%,7,63.64%
67,胖可丁,6,0.27%,0.02%,9,81.82%
70,多龙巴鲁托,10,0.25%,-0.07%,8,80.0%
71,藏饱栗鼠,3,0.15%,-0.19%,4,66.67%
72,铝钢龙,3,0.07%,-0.05%,2,66.67%
73,黏美龙,2,0.05%,-0.01%,1,50.0%
