排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,武道熊师,68,10.56%,0.29%,341,67.39%
2,红莲铠骑,73,9.52%,0.53%,328,71.93%
3,苍炎刃鬼,78,8.62%,0.6%,287,69.49%
4,密勒顿,62,7.81%,3.17%,256,68.45%
5,火焰鸡,73,7.37%,-1.02%,239,67.71%
6,苍响,56,5.93%,1.74%,195,68.66%
7,嘟嘟利,55,5.89%,2.72%,185,65.6%
8,月亮伊布,64,5.78%,0.67%,184,66.43%
9,暴鲤龙,59,5.2%,0.3%,187,75.1%
10,象牙猪,53,5.05%,-0.06%,165,68.18%
11,喷火龙,67,4.97%,-0.17%,175,73.53%
12,凤王,47,4.88%,3.18%,164,70.09%
13,朽木妖,49,4.34%,0.33%,154,74.04%
14,甜冷美后,49,4.32%,-0.4%,146,70.53%
15,甲贺忍蛙,56,4.17%,-0.41%,133,66.5%
16,谜拟丘,53,3.42%,0.38%,97,59.15%
17,叶伊布,44,3.4%,-0.5%,107,65.64%
18,皮卡丘,46,3.28%,0.16%,106,67.52%
19,白蓬蓬,37,3.24%,-0.41%,106,68.39%
20,幸福蛋,38,2.92%,-0.88%,93,66.43%
21,梦幻,42,2.36%,1.15%,62,54.87%
22,胡帕,28,2.28%,0.13%,74,67.89%
23,魔幻假面喵,10,2.23%,0.14%,78,72.9%
24,路卡利欧,44,2.15%,-0.39%,74,71.84%
25,烈咬陆鲨,26,1.86%,0.31%,55,61.8%
26,沙奈朵,19,1.8%,0.69%,66,76.74%
27,超梦Y,29,1.77%,0.91%,52,61.18%
27,索罗亚克,34,1.77%,-0.53%,53,62.35%
29,阿勃梭鲁,27,1.75%,-0.34%,61,72.62%
30,妙蛙花,23,1.69%,-0.72%,48,59.26%
31,千面避役,26,1.5%,0.04%,49,68.06%
32,快龙,35,1.36%,0.39%,48,73.85%
33,巨钳螳螂,32,1.31%,-1.88%,37,58.73%
33,妖火红狐,21,1.31%,0.4%,39,61.9%
33,耿鬼,15,1.31%,0.16%,42,66.67%
36,仙子伊布,15,1.29%,0.8%,41,66.13%
37,呆壳兽,22,1.17%,-0.48%,30,53.57%
38,水箭龟,24,1.02%,-0.34%,33,67.35%
39,太阳伊布,20,1.0%,0.4%,31,64.58%
40,爆肌蚊,22,0.96%,0.07%,28,60.87%
40,皮可西,17,0.96%,0.2%,31,67.39%
42,卡比兽,20,0.92%,-0.23%,33,75.0%
43,花疗环环,19,0.9%,0.35%,34,79.07%
44,怪力,18,0.88%,0.2%,28,66.67%
45,岩殿居蟹,24,0.86%,-0.66%,30,73.17%
45,捷拉奥拉,21,0.86%,0.15%,27,65.85%
47,烈箭鹰,17,0.83%,-0.11%,24,60.0%
48,超梦X,15,0.81%,0.55%,30,76.92%
49,勾魂眼,10,0.79%,-0.49%,21,55.26%
49,古月鸟,22,0.79%,-0.05%,26,68.42%
51,巨金怪,21,0.77%,-0.35%,24,64.86%
52,魔墙人偶,14,0.63%,0.02%,23,76.67%
53,闪焰王牌,16,0.58%,-0.1%,20,71.43%
54,狙射树枭,19,0.54%,0.1%,22,84.62%
55,冰伊布,9,0.52%,0.26%,19,76.0%
56,坚盾剑怪,10,0.5%,0.0%,17,70.83%
57,水晶灯火灵,8,0.29%,-0.23%,11,78.57%
58,多龙巴鲁托,5,0.27%,-0.25%,12,92.31%
59,黏美龙,8,0.19%,0.03%,9,100.0%
59,班基拉斯,8,0.19%,0.06%,9,100.0%
59,玛力露丽,6,0.19%,-0.15%,7,77.78%
62,胖可丁,7,0.17%,-0.3%,5,62.5%
63,列阵兵,2,0.08%,0.03%,3,75.0%
63,拉普拉斯,4,0.08%,-0.02%,1,25.0%
65,铝钢龙,3,0.06%,0.01%,2,66.67%
66,藏饱栗鼠,2,0.04%,-0.01%,2,100.0%
67,阿罗拉九尾,1,0.02%,-0.06%,1,100.0%
