排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,古月鸟,59,8.62%,7.73%,337,75.56%
2,火焰鸡,69,8.1%,-1.7%,293,69.93%
3,索罗亚克,51,7.02%,2.15%,241,66.39%
4,朽木妖,59,6.65%,-0.61%,242,70.35%
5,巨钳螳螂,58,5.9%,-1.01%,215,70.49%
6,千面避役,50,5.41%,-2.04%,200,71.43%
7,胡帕,40,5.26%,1.12%,188,69.12%
8,嘟嘟利,48,5.18%,1.25%,199,74.25%
9,路卡利欧,48,5.14%,2.1%,193,72.56%
10,列阵兵,40,4.97%,0.83%,193,75.1%
11,月亮伊布,54,4.95%,1.31%,182,71.09%
12,班基拉斯,50,4.58%,4.46%,179,75.53%
13,甜冷美后,43,4.37%,-2.48%,149,65.93%
14,梦幻,52,4.08%,-5.26%,154,72.99%
15,幸福蛋,40,3.96%,0.93%,130,63.41%
16,叶伊布,59,3.77%,-1.02%,138,70.77%
17,仙子伊布,52,3.56%,-0.33%,126,68.48%
18,暴鲤龙,40,3.31%,-1.69%,119,69.59%
19,巨金怪,45,3.27%,3.06%,118,69.82%
20,谜拟丘,43,3.07%,-2.07%,103,64.78%
21,水晶灯火灵,39,2.94%,1.21%,94,61.84%
22,水箭龟,44,2.92%,-1.22%,94,62.25%
23,快龙,36,2.9%,-0.24%,110,73.33%
24,坚盾剑怪,36,2.75%,-0.11%,106,74.65%
25,白蓬蓬,36,2.61%,-0.28%,103,76.3%
26,魔墙人偶,31,2.36%,0.84%,87,71.31%
27,妖火红狐,33,1.86%,0.13%,67,69.79%
28,呆壳兽,35,1.78%,0.68%,64,69.57%
29,岩殿居蟹,28,1.76%,-0.93%,67,73.63%
30,妙蛙花,42,1.68%,0.41%,61,70.11%
31,花疗环环,35,1.66%,0.04%,58,67.44%
32,捷拉奥拉,25,1.62%,0.21%,55,65.48%
33,象牙猪,26,1.55%,0.13%,59,73.75%
34,冰伊布,37,1.53%,-1.3%,53,67.09%
34,皮可西,18,1.53%,1.11%,64,81.01%
36,魔幻假面喵,25,1.45%,0.01%,47,62.67%
36,狙射树枭,38,1.45%,0.28%,50,66.67%
38,太阳伊布,30,1.35%,-0.96%,47,67.14%
39,卡比兽,16,1.28%,0.98%,44,66.67%
40,闪焰王牌,18,1.26%,0.67%,52,80.0%
41,胖可丁,9,1.14%,0.85%,39,66.1%
42,烈咬陆鲨,21,1.12%,0.56%,43,74.14%
43,烈箭鹰,19,1.04%,-1.27%,41,75.93%
44,怪力,24,1.01%,0.15%,37,71.15%
45,阿勃梭鲁,23,0.99%,-0.82%,34,66.67%
46,沙奈朵,24,0.97%,0.38%,27,54.0%
47,爆肌蚊,20,0.89%,0.29%,29,63.04%
48,武道熊师,23,0.87%,-0.34%,29,64.44%
49,皮卡丘,21,0.75%,0.17%,28,71.79%
50,甲贺忍蛙,16,0.66%,-0.11%,20,58.82%
51,多龙巴鲁托,6,0.6%,0.12%,22,70.97%
52,勾魂眼,12,0.52%,0.08%,17,62.96%
53,玛力露丽,11,0.44%,0.03%,18,78.26%
54,喷火龙,16,0.35%,0.16%,13,72.22%
55,耿鬼,11,0.27%,0.06%,11,78.57%
55,黏美龙,10,0.27%,0.06%,8,57.14%
57,阿罗拉九尾,8,0.25%,-0.04%,9,69.23%
58,藏饱栗鼠,10,0.23%,-0.93%,8,66.67%
59,拉普拉斯,5,0.14%,0.11%,6,85.71%
60,铝钢龙,5,0.1%,-0.13%,4,80.0%
