,一共游戏场数,7068
,,猛攻哑铃	能量增幅器	轻石,251,71.51%,11
,,救援屏障	猛攻哑铃	能量增幅器,132,69.11%,6
,,气势头带	猛攻哑铃	能量增幅器,23,60.53%,4
,,能量增幅器	轻石	锐利之爪,48,68.57%,2
,,弱点保险	猛攻哑铃	能量增幅器,33,68.75%,2
,,气势头带	猛攻哑铃	锐利之爪,27,71.05%,2
,,亿奥斯饼干	气势头带	猛攻哑铃,29,72.5%,1
,,亿奥斯饼干	猛攻哑铃	能量增幅器,17,70.83%,1
,,学习装置	猛攻哑铃	轻石,10,55.56%,1
,,学习装置	气势头带	能量增幅器,7,41.18%,1
,,气势头带	能量增幅器	锐利之爪,2,66.67%,1
,,学习装置	焦点镜	猛攻哑铃,1,100.0%,1
,,能量增幅器	贝壳之铃	轻石,0,0.0%,1
,,气势头带	能量增幅器	轻石,0,0.0%,1
,,焦点镜	猛攻哑铃	锐利之爪,0,0.0%,1
3,索罗亚克,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,61,14.12%,715,71.64%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Pirate愛,56,80.0%
,,ざゎぁ,42,76.36%
,,Pistеriо,35,67.31%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗袭要害	居合劈	万灵药,288,73.85%,34
,,出奇一击	暗影爪	万灵药,195,72.22%,19
,,暗袭要害	暗影爪	万灵药,142,69.61%,20
,,暗袭要害	居合劈	伤药	,31,67.39%,1
,,出奇一击	暗影爪	逃脱按键,30,71.43%,2
,,出奇一击	居合劈	万灵药,24,61.54%,10
,,出奇一击	居合劈	逃脱按键,4,66.67%,1
,,暗袭要害	居合劈	逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	连打围巾	锐利之爪,90,69.77%,11
,,弱点保险	猛攻哑铃	锐利之爪,52,75.36%,9
,,亿奥斯饼干	弱点保险	猛攻哑铃,116,69.88%,6
,,气势头带	猛攻哑铃	锐利之爪,17,80.95%,6
,,弱点保险	猛攻哑铃	轻石,41,77.36%,5
,,弱点保险	气势头带	猛攻哑铃,29,67.44%,5
,,力量头带	弱点保险	锐利之爪,85,75.89%,3
,,力量头带	气势头带	锐利之爪,82,72.57%,3
,,猛攻哑铃	轻石	锐利之爪,38,67.86%,2
,,力量头带	焦点镜	锐利之爪,32,64.0%,2
,,亿奥斯饼干	猛攻哑铃	轻石,34,77.27%,1
,,猛攻哑铃	连打围巾	锐利之爪,24,66.67%,1
,,亿奥斯饼干	气势头带	猛攻哑铃,23,88.46%,1
,,气势头带	猛攻哑铃	连打围巾,16,69.57%,1
,,气势头带	轻石	锐利之爪,13,65.0%,1
,,学习装置	能量增幅器	轻石,12,70.59%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,7,53.85%,1
,,猛攻哑铃	能量增幅器	锐利之爪,3,75.0%,1
,,力量头带	能量增幅器	锐利之爪,1,33.33%,1
4,水晶灯火灵,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,60,11.3%,565,70.71%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,れおなくん,68,66.67%
,,ILOVELAPRAS,47,61.84%
,,ttvVinDiesel,40,83.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,过热		封印		逃脱按键,544,70.65%,53
,,过热		封印		速度强化,10,76.92%,3
,,过热		灵骚		逃脱按键,9,81.82%,11
,,喷射火焰	灵骚		逃脱按键,2,66.67%,3
,,过热		封印		万灵药,0,0.0%,1
,,喷射火焰	封印		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,544,70.19%,59
,,穿透汤匙	讲究眼镜	贝壳之铃,21,87.5%,1
5,快龙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,48,7.67%,393,72.51%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,AMaddog,90,68.18%
,,前茶.,87,82.86%
,,美トッポ,42,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,龙之舞	破坏光线	逃脱按键,201,69.31%,22
,,龙之舞	破坏光线	万灵药,164,77.73%,25
,,龙之舞	破坏光线	攻击强化,16,69.57%,4
,,龙之舞	逆鳞		万灵药,6,50.0%,7
,,神速		逆鳞		攻击强化,2,100.0%,2
,,神速		逆鳞		万灵药,2,100.0%,2
,,龙之舞	逆鳞		逃脱按键,1,100.0%,1
,,龙之舞	逆鳞		攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	焦点镜	锐利之爪,219,72.76%,10
,,力量头带	气势头带	连打围巾,20,66.67%,10
,,力量头带	气势头带	锐利之爪,60,67.42%,9
,,力量头带	连打围巾	锐利之爪,37,71.15%,8
,,力量头带	气势头带	焦点镜,29,87.88%,5
,,力量头带	弱点保险	锐利之爪,23,74.19%,3
,,力量头带	焦点镜	连打围巾,2,100.0%,2
,,学习装置	能量增幅器	轻石,3,75.0%,1
6,皮可西,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,56,7.63%,394,73.1%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,RRQㅣPika,62,81.58%
,,kabikiller,38,95.0%
,,伝説の英雄Z,31,67.39%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,月光		重力		速度强化,265,73.61%,44
,,月光		重力		逃脱按键,59,78.67%,8
,,月光		看我嘛	速度强化,32,66.67%,18
,,月光		重力		伤药	,31,67.39%,2
,,月光		看我嘛	逃脱按键,4,66.67%,4
,,月光		看我嘛	伤药	,2,100.0%,1
,,吸取之吻	重力		逃脱按键,1,100.0%,1
,,吸取之吻	看我嘛	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	学习装置	进击眼镜,80,72.07%,13
,,学习装置	救援屏障	进击眼镜,119,77.27%,11
,,学习装置	气势头带	进击眼镜,77,68.75%,11
,,博识眼镜	学习装置	气势头带,29,58.0%,4
,,学习装置	援助头巾	进击眼镜,15,83.33%,3
,,博识眼镜	学习装置	救援屏障,10,58.82%,3
,,学习装置	能量增幅器	进击眼镜,4,80.0%,3
,,学习装置	救援屏障	气势头带,26,89.66%,2
,,救援屏障	气势头带	进击眼镜,25,83.33%,1
,,穿透汤匙	能量增幅器	进击眼镜,3,100.0%,1
,,学习装置	援助头巾	气势头带,2,66.67%,1
,,气势头带	讲究眼镜	进击眼镜,2,50.0%,1
,,学习装置	气势头带	讲究眼镜,1,100.0%,1
,,博识眼镜	讲究眼镜	进击眼镜,1,50.0%,1
7,梦幻,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,55,7.41%,367,70.04%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Romew66,51,83.61%
,,Solonyツ,44,81.48%
,,DdL_shoyou,32,68.09%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,日光束	光墙		逃脱按键,141,66.51%,42
,,冲浪		高速移动	逃脱按键,89,72.36%,34
,,电球		高速移动	逃脱按键,81,75.0%,32
,,电球		指导		逃脱按键,22,81.48%,14
,,电球		光墙		逃脱按键,15,57.69%,15
,,日光束	高速移动	逃脱按键,13,68.42%,8
,,日光束	指导		逃脱按键,2,100.0%,2
,,冲浪		指导		逃脱按键,2,66.67%,2
,,冲浪		高速移动	万灵药,1,100.0%,1
,,冲浪		光墙		逃脱按键,1,33.33%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,293,69.27%,43
,,博识眼镜	穿透汤匙	进击眼镜,7,50.0%,5
,,穿透汤匙	讲究眼镜	进击眼镜,49,79.03%,4
,,博识眼镜	讲究眼镜	贝壳之铃,7,70.0%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,6,85.71%,1
,,能量增幅器	贝壳之铃	轻石,5,62.5%,1
8,拉普拉斯,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,55,7.07%,361,72.2%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,黄瀬鯛焼き,32,86.49%
,,RustyMoon,29,78.38%
,,SEÏRYU,28,71.79%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水之波动	泡沫光线	速度强化,154,75.12%,26
,,终焉之歌	冰冻光束	速度强化,142,75.13%,23
,,终焉之歌	泡沫光线	速度强化,54,63.53%,28
,,水之波动	泡沫光线	伤药	,5,71.43%,4
,,水之波动	冰冻光束	速度强化,3,60.0%,3
,,终焉之歌	泡沫光线	伤药	,1,100.0%,1
,,终焉之歌	泡沫光线	攻击强化,1,100.0%,1
,,终焉之歌	冰冻光束	逃脱按键,1,14.29%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	穿透汤匙,237,76.7%,28
,,气势头带	穿透汤匙	进击眼镜,72,62.61%,18
,,学习装置	气势头带	进击眼镜,16,61.54%,3
,,亿奥斯饼干	气势头带	穿透汤匙,28,75.68%,2
,,亿奥斯饼干	穿透汤匙	进击眼镜,3,75.0%,2
,,博识眼镜	学习装置	气势头带,3,42.86%,1
,,学习装置	能量增幅器	轻石,2,100.0%,1
9,冰伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,47,5.6%,268,67.68%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Todoroki実ツ,42,75.0%
,,LDG・Wafu,32,72.73%
,,kabikiller,26,72.22%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰锥		冰砾		逃脱按键,194,68.07%,31
,,冰冻之风	冷冻干燥	逃脱按键,55,66.27%,20
,,冰锥		冰砾		速度强化,15,68.18%,3
,,冰冻之风	冰砾		逃脱按键,2,100.0%,2
,,冰锥		冰砾		攻击强化,1,100.0%,1
,,冰冻之风	冷冻干燥	速度强化,1,100.0%,1
,,冰冻之风	冷冻干燥	攻击强化,0,0.0%,1
,,冰锥		冷冻干燥	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,155,64.58%,23
,,穿透汤匙	能量增幅器	贝壳之铃,35,68.63%,7
,,博识眼镜	穿透汤匙	贝壳之铃,10,76.92%,5
,,博识眼镜	穿透汤匙	能量增幅器,53,76.81%,4
,,穿透汤匙	讲究眼镜	贝壳之铃,14,77.78%,3
,,博识眼镜	焦点镜	穿透汤匙,1,50.0%,2
,,力量头带	博识眼镜	穿透汤匙,0,0.0%,1
,,力量头带	穿透汤匙	讲究眼镜,0,0.0%,1
,,博识眼镜	焦点镜	贝壳之铃,0,0.0%,1
10,胡帕,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,37,4.67%,246,74.55%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,MYSヤYang,44,68.75%
,,イキリング,39,79.59%
,,INOJI,31,86.11%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜灵奇袭	异次元洞	速度强化,196,72.86%,21
,,潜灵奇袭	异次元洞	逃脱按键,46,88.46%,16
,,暗影球	异次元洞	速度强化,2,33.33%,1
,,暗影球	异次元洞	逃脱按键,1,100.0%,1
,,潜灵奇袭	异次元洞	攻击强化,1,100.0%,1
,,暗影球	戏法		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	学习装置	气势头带,168,71.79%,29
,,学习装置	气势头带	轻石,72,81.82%,4
,,吃剩的东西	学习装置	气势头带,4,100.0%,1
,,学习装置	气势头带	连打围巾,1,100.0%,1
,,学习装置	气势头带	讲究眼镜,1,50.0%,1
,,学习装置	穿透汤匙	能量增幅器,0,0.0%,1
11,武道熊师,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,52,3.9%,197,71.38%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,LDG・Gekoann,31,73.81%
,,Mdhiasbi,21,84.0%
,,OG・Shingdi,17,80.95%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水流连打	水流裂破	万灵药,146,71.57%,38
,,暗冥强击	深渊突刺	逃脱按键,43,69.35%,18
,,暗冥强击	深渊突刺	万灵药,4,100.0%,4
,,水流连打	水流裂破	逃脱按键,4,66.67%,5
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	锐利之爪,29,70.73%,8
,,力量头带	气势头带	锐利之爪,28,73.68%,7
,,力量头带	猛攻哑铃	锐利之爪,9,69.23%,5
,,弱点保险	猛攻哑铃	锐利之爪,16,72.73%,4
,,焦点镜	猛攻哑铃	锐利之爪,4,80.0%,3
,,力量头带	焦点镜	锐利之爪,2,50.0%,3
,,弱点保险	焦点镜	锐利之爪,30,83.33%,2
,,气势头带	焦点镜	猛攻哑铃,9,69.23%,2
,,力量头带	气势头带	猛攻哑铃,3,100.0%,2
,,弱点保险	能量增幅器	锐利之爪,3,75.0%,2
,,弱点保险	气势头带	猛攻哑铃,2,66.67%,2
,,气势头带	猛攻哑铃	锐利之爪,1,50.0%,2
,,力量头带	焦点镜	能量增幅器,31,73.81%,1
,,焦点镜	能量增幅器	锐利之爪,13,72.22%,1
,,力量头带	猛攻哑铃	能量增幅器,8,61.54%,1
,,猛攻哑铃	轻石	锐利之爪,3,60.0%,1
,,弱点保险	焦点镜	猛攻哑铃,2,50.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,1,100.0%,1
,,力量头带	能量增幅器	锐利之爪,1,50.0%,1
,,弱点保险	连打围巾	锐利之爪,1,33.33%,1
,,气势头带	能量增幅器	锐利之爪,1,33.33%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,0,0.0%,1
12,阿罗拉九尾,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,49,3.78%,199,74.53%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,MYSヤFoxy,37,74.0%
,,arcana.,24,88.89%
,,RRQㅣdemon,17,65.38%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,雪崩		暴风雪	逃脱按键,198,74.44%,49
,,魔法闪耀	暴风雪	逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,71,77.17%,21
,,穿透汤匙	能量增幅器	讲究眼镜,24,68.57%,8
,,气势头带	穿透汤匙	讲究眼镜,33,70.21%,7
,,博识眼镜	穿透汤匙	能量增幅器,14,70.0%,5
,,救援屏障	穿透汤匙	讲究眼镜,44,75.86%,3
,,博识眼镜	气势头带	穿透汤匙,5,100.0%,1
,,力量头带	穿透汤匙	讲究眼镜,5,71.43%,1
,,穿透汤匙	能量增幅器	贝壳之铃,1,100.0%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,1,100.0%,1
,,博识眼镜	穿透汤匙	连打围巾,1,100.0%,1
13,妖火红狐,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,45,3.21%,171,75.33%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Razmog,20,90.91%
,,R0juu,16,84.21%
,,SEL・RipPeR,14,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,魔法火焰	蓄能焰袭	逃脱按键,136,74.73%,39
,,大字爆炎	火焰旋涡	逃脱按键,18,72.0%,13
,,魔法火焰	蓄能焰袭	万灵药,15,83.33%,3
,,大字爆炎	火焰旋涡	万灵药,2,100.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,穿透汤匙	能量增幅器	贝壳之铃,84,75.68%,20
,,穿透汤匙	能量增幅器	讲究眼镜,45,75.0%,11
,,穿透汤匙	讲究眼镜	贝壳之铃,11,84.62%,3
,,博识眼镜	穿透汤匙	能量增幅器,4,40.0%,3
,,救援屏障	穿透汤匙	能量增幅器,11,84.62%,2
,,能量增幅器	讲究眼镜	贝壳之铃,7,87.5%,2
,,博识眼镜	穿透汤匙	讲究眼镜,2,66.67%,2
,,能量增幅器	贝壳之铃	轻石,4,80.0%,1
,,气势头带	穿透汤匙	能量增幅器,3,75.0%,1
14,白蓬蓬,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,33,3.13%,161,72.85%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,showmeflame,58,76.32%
,,DoL・多多,20,62.5%
,,MYSヤReßöngs,9,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,花粉团	棉孢子	速度强化,100,74.07%,12
,,花粉团	棉花防守	速度强化,27,64.29%,9
,,花粉团	棉孢子	攻击强化,15,83.33%,6
,,花粉团	棉花防守	逃脱按键,7,63.64%,6
,,花粉团	棉孢子	逃脱按键,5,100.0%,4
,,花粉团	棉花防守	攻击强化,2,66.67%,2
,,花粉团	棉孢子	迟缓烟雾,2,50.0%,1
,,青草搅拌器	棉孢子	攻击强化,1,100.0%,1
,,花粉团	棉孢子	伤药	,1,100.0%,1
,,青草搅拌器	棉孢子	速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	学习装置	救援屏障,69,73.4%,8
,,力量头带	学习装置	连打围巾,35,70.0%,7
,,力量头带	学习装置	气势头带,21,61.76%,3
,,力量头带	博识眼镜	学习装置,9,81.82%,3
,,学习装置	进击眼镜	连打围巾,3,75.0%,2
,,力量头带	气势头带	进击眼镜,8,100.0%,1
,,学习装置	救援屏障	连打围巾,6,85.71%,1
,,力量头带	进击眼镜	连打围巾,4,80.0%,1
,,学习装置	气势头带	连打围巾,1,100.0%,1
,,博识眼镜	穿透汤匙	进击眼镜,1,100.0%,1
,,能量增幅器	贝壳之铃	轻石,1,100.0%,1
,,气势头带	穿透汤匙	进击眼镜,1,100.0%,1
,,博识眼镜	学习装置	连打围巾,1,100.0%,1
,,力量头带	学习装置	穿透汤匙,1,50.0%,1
,,博识眼镜	学习装置	救援屏障,0,0.0%,1
15,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,43,2.5%,122,68.93%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,凪誠士郎v2,17,62.96%
,,ttvVinDiesel,11,91.67%
,,Ðя・Balena,9,90.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,啄钻		飞踢		万灵药,68,76.4%,33
,,三重攻击	高速移动	万灵药,51,60.0%,24
,,啄钻		高速移动	万灵药,2,100.0%,2
,,三重攻击	飞踢		万灵药,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	轻石	锐利之爪,73,70.19%,24
,,亿奥斯饼干	猛攻哑铃	锐利之爪,45,65.22%,17
,,亿奥斯饼干	猛攻哑铃	轻石,4,100.0%,2
16,呆壳兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,35,2.25%,109,68.55%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Intеrnal,20,71.43%
,,RRQㅣPika,16,76.19%
,,Pirate愛,16,72.73%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		瞬间失忆	逃脱按键,67,72.04%,11
,,冲浪		意念移物	逃脱按键,12,63.16%,13
,,热水		瞬间失忆	逃脱按键,9,100.0%,5
,,热水		意念移物	逃脱按键,8,66.67%,5
,,热水		瞬间失忆	伤药	,5,71.43%,4
,,热水		瞬间失忆	速度强化,4,66.67%,1
,,冲浪		瞬间失忆	伤药	,4,44.44%,5
,,冲浪		意念移物	伤药	,0,0.0%,2
,,冲浪		意念移物	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	讲究眼镜,84,70.59%,21
,,学习装置	救援屏障	气势头带,7,58.33%,4
,,学习装置	气势头带	穿透汤匙,1,33.33%,3
,,学习装置	气势头带	突击背心,7,77.78%,2
,,气势头带	穿透汤匙	讲究眼镜,4,57.14%,1
,,亿奥斯饼干	气势头带	进击眼镜,3,75.0%,1
,,气势头带	穿透汤匙	进击眼镜,2,66.67%,1
,,学习装置	得分护盾	气势头带,1,100.0%,1
,,学习装置	气势头带	能量增幅器,0,0.0%,1
17,妙蛙花,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,38,2.18%,110,71.43%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Razmog,31,83.78%
,,Gow_Xiang.,25,64.1%
,,WARメLuvN,5,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,污泥炸弹	日光束	逃脱按键,103,73.57%,34
,,终极吸取	花瓣舞	万灵药,3,75.0%,3
,,终极吸取	日光束	逃脱按键,2,40.0%,2
,,污泥炸弹	花瓣舞	逃脱按键,1,50.0%,2
,,终极吸取	花瓣舞	逃脱按键,1,50.0%,2
,,污泥炸弹	日光束	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,穿透汤匙	能量增幅器	讲究眼镜,47,67.14%,15
,,博识眼镜	穿透汤匙	讲究眼镜,22,78.57%,14
,,博识眼镜	穿透汤匙	能量增幅器,33,76.74%,2
,,气势头带	讲究眼镜	贝壳之铃,4,80.0%,1
,,力量头带	气势头带	连打围巾,2,66.67%,1
,,穿透汤匙	能量增幅器	连打围巾,1,100.0%,1
,,力量头带	气势头带	穿透汤匙,1,100.0%,1
,,穿透汤匙	能量增幅器	贝壳之铃,0,0.0%,1
,,力量头带	救援屏障	气势头带,0,0.0%,1
,,博识眼镜	能量增幅器	讲究眼镜,0,0.0%,1
18,卡比兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,26,2.04%,104,72.22%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Intеrnal,36,67.92%
,,iPandaShow,13,100.0%
,,OMOメTempezT,10,76.92%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,重磅冲撞	哈欠		逃脱按键,44,67.69%,9
,,重磅冲撞	挡路		逃脱按键,35,77.78%,10
,,重磅冲撞	挡路		速度强化,21,77.78%,11
,,抓狂		哈欠		速度强化,2,66.67%,2
,,抓狂		哈欠		逃脱按键,1,100.0%,1
,,重磅冲撞	哈欠		速度强化,1,33.33%,2
