,一共游戏场数,7068
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,97,72.39%,21
,,学习装置	得分护盾	气势头带,4,80.0%,2
,,学习装置	气势头带	轻石,1,33.33%,2
,,力量头带	气势头带	焦点镜,2,100.0%,1
19,巨钳螳螂,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,32,1.92%,105,77.21%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Ceacheí!,39,81.25%
,,Ray艾勒,9,69.23%
,,OG・Shingdi,8,88.89%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,子弹拳	剑舞		攻击强化,38,80.85%,2
,,双翼		二连击	万灵药,33,76.74%,20
,,子弹拳	剑舞		万灵药,10,83.33%,7
,,子弹拳	二连击	万灵药,8,57.14%,5
,,双翼		剑舞		万灵药,7,87.5%,7
,,双翼		剑舞		逃脱按键,4,80.0%,1
,,子弹拳	二连击	攻击强化,2,100.0%,1
,,双翼		二连击	速度强化,2,100.0%,1
,,双翼		二连击	逃脱按键,1,50.0%,2
,,子弹拳	剑舞		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	能量增幅器	锐利之爪,18,69.23%,8
,,弱点保险	猛攻哑铃	锐利之爪,46,80.7%,5
,,气势头带	猛攻哑铃	锐利之爪,8,80.0%,4
,,气势头带	能量增幅器	锐利之爪,2,50.0%,3
,,力量头带	猛攻哑铃	锐利之爪,10,76.92%,2
,,力量头带	能量增幅器	锐利之爪,6,100.0%,2
,,弱点保险	气势头带	猛攻哑铃,4,100.0%,2
,,力量头带	气势头带	锐利之爪,2,50.0%,2
,,弱点保险	能量增幅器	锐利之爪,5,71.43%,1
,,力量头带	气势头带	猛攻哑铃,2,100.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,1,100.0%,1
,,气势头带	猛攻哑铃	能量增幅器,1,50.0%,1
20,狙射树枭,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,29,1.78%,91,72.22%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Z・Marksman,14,70.0%
,,realin,12,85.71%
,,R0juu,10,76.92%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,缝影		影子偷袭	逃脱按键,83,70.94%,26
,,缝影		飞叶风暴	逃脱按键,3,100.0%,2
,,缝影		影子偷袭	速度强化,3,75.0%,3
,,缝影		飞叶风暴	速度强化,2,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	猛攻哑铃	轻石,64,72.73%,25
,,力量头带	猛攻哑铃	连打围巾,13,72.22%,3
,,力量头带	焦点镜	连打围巾,14,70.0%,1
21,苍响,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,15,1.75%,83,66.94%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,JPN_Phi,68,69.39%
,,Machā,3,60.0%
,,前茶.,2,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,圣剑		高速移动	万灵药,72,68.57%,7
,,圣剑		高速移动	逃脱按键,9,60.0%,7
,,金属爪	高速移动	万灵药,1,100.0%,1
,,金属爪	高速移动	逃脱按键,1,33.33%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	腐朽的剑	锐利之爪,78,67.24%,10
,,力量头带	焦点镜	腐朽的剑,2,100.0%,2
,,焦点镜	腐朽的剑	连打围巾,2,50.0%,1
,,力量头带	腐朽的剑	锐利之爪,1,100.0%,1
,,力量头带	气势头带	腐朽的剑,0,0.0%,1
22,玛力露丽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,22,1.57%,78,70.27%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Mari_かげ値,30,68.18%
,,Razmog,18,78.26%
,,MYSヤFoxy,8,80.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水之波动	水流尾	攻击强化,37,67.27%,7
,,水之波动	潮旋		速度强化,21,80.77%,4
,,水之波动	水流尾	速度强化,10,62.5%,5
,,水之波动	水流尾	万灵药,5,83.33%,6
,,水之波动	潮旋		攻击强化,2,66.67%,2
,,嬉闹		水流尾	万灵药,1,100.0%,1
,,嬉闹		潮旋		万灵药,1,100.0%,1
,,嬉闹		潮旋		速度强化,1,50.0%,2
,,水之波动	水流尾	伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	焦点镜	猛攻哑铃,31,77.5%,8
,,焦点镜	猛攻哑铃	能量增幅器,11,61.11%,7
,,力量头带	焦点镜	猛攻哑铃,4,100.0%,3
,,气势头带	焦点镜	猛攻哑铃,2,50.0%,2
,,焦点镜	猛攻哑铃	轻石,30,68.18%,1
,,焦点镜	猛攻哑铃	锐利之爪,0,0.0%,1
23,幸福蛋,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,21,1.49%,77,73.33%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,RRQㅣdemon,25,65.79%
,,Indigo大,22,88.0%
,,YouTubeMikey,7,77.78%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,炸蛋		生蛋		速度强化,63,72.41%,15
,,帮助		神秘守护	速度强化,6,60.0%,5
,,炸蛋		生蛋		逃脱按键,5,100.0%,3
,,炸蛋		生蛋		攻击强化,2,100.0%,1
,,帮助		生蛋		逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,8,66.67%,5
,,学习装置	气势头带	进击眼镜,2,50.0%,3
,,博识眼镜	学习装置	救援屏障,29,85.29%,2
,,博识眼镜	学习装置	进击眼镜,4,100.0%,2
,,博识眼镜	学习装置	气势头带,2,50.0%,2
,,学习装置	救援屏障	进击眼镜,1,33.33%,2
,,亿奥斯饼干	学习装置	进击眼镜,25,65.79%,1
,,学习装置	气势头带	讲究眼镜,3,100.0%,1
,,学习装置	救援屏障	能量增幅器,1,100.0%,1
,,救援屏障	气势头带	进击眼镜,1,100.0%,1
,,学习装置	气势头带	能量增幅器,1,100.0%,1
24,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,27,1.41%,64,64.0%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,・PYAARI,15,68.18%
,,Rëvan,11,57.89%
,,HogriderBack,10,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,神速		骨棒乱打	万灵药,48,66.67%,16
,,增强拳	近身战	速度强化,5,83.33%,2
,,增强拳	近身战	逃脱按键,5,45.45%,7
,,增强拳	近身战	攻击强化,3,100.0%,3
,,神速		骨棒乱打	速度强化,2,66.67%,2
,,神速		近身战	万灵药,1,100.0%,1
,,神速		骨棒乱打	逃脱按键,0,0.0%,1
,,增强拳	近身战	万灵药,0,0.0%,2
,,增强拳	近身战	向尾喵的尾巴,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	猛攻哑铃	锐利之爪,21,55.26%,11
,,力量头带	弱点保险	猛攻哑铃,31,68.89%,9
,,力量头带	猛攻哑铃	锐利之爪,4,80.0%,2
,,弱点保险	气势头带	猛攻哑铃,2,100.0%,2
,,能量增幅器	贝壳之铃	轻石,6,75.0%,1
,,弱点保险	猛攻哑铃	轻石,0,0.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,0,0.0%,1
25,水箭龟,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,39,1.39%,72,73.47%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Pirate愛,6,85.71%
,,MTY・Heavy,6,75.0%
,,ここあった,5,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,喷水		高速旋转	逃脱按键,36,73.47%,26
,,水炮		冲浪		逃脱按键,28,71.79%,18
,,水炮		高速旋转	逃脱按键,8,80.0%,5
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	穿透汤匙	进击眼镜,30,73.17%,18
,,力量头带	气势头带	连打围巾,12,70.59%,5
,,学习装置	气势头带	穿透汤匙,7,77.78%,3
,,学习装置	救援屏障	气势头带,3,60.0%,3
,,力量头带	学习装置	气势头带,5,83.33%,2
,,亿奥斯饼干	穿透汤匙	进击眼镜,3,100.0%,2
,,气势头带	能量增幅器	进击眼镜,3,75.0%,2
,,学习装置	救援屏障	能量增幅器,6,75.0%,1
,,气势头带	穿透汤匙	讲究眼镜,1,100.0%,1
,,学习装置	气势头带	讲究眼镜,1,50.0%,1
,,力量头带	气势头带	能量增幅器,1,50.0%,1
26,古月鸟,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,21,1.32%,62,66.67%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,YouTubeMikey,25,69.44%
,,Kakigoya忍IN,11,73.33%
,,S2_Obuyan,9,69.23%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜水		空气之刃	逃脱按键,57,67.86%,18
,,冲浪		空气之刃	逃脱按键,3,75.0%,1
,,冲浪		暴风		逃脱按键,2,50.0%,3
,,潜水		暴风		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,28,70.0%,4
,,博识眼镜	穿透汤匙	能量增幅器,12,75.0%,2
,,穿透汤匙	能量增幅器	讲究眼镜,11,73.33%,2
,,气势头带	穿透汤匙	能量增幅器,3,100.0%,2
,,气势头带	穿透汤匙	讲究眼镜,2,50.0%,2
,,博识眼镜	气势头带	讲究眼镜,1,33.33%,2
,,博识眼镜	救援屏障	穿透汤匙,2,100.0%,1
,,救援屏障	能量增幅器	进击眼镜,1,100.0%,1
,,穿透汤匙	讲究眼镜	进击眼镜,1,33.33%,1
,,博识眼镜	穿透汤匙	进击眼镜,1,33.33%,1
,,博识眼镜	穿透汤匙	贝壳之铃,0,0.0%,1
,,穿透汤匙	能量增幅器	进击眼镜,0,0.0%,1
,,博识眼镜	讲究眼镜	进击眼镜,0,0.0%,1
27,爆肌蚊,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,34,1.3%,60,65.22%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,XIS・Melha,9,81.82%
,,SEL・RipPeR,8,61.54%
,,Z・Marksman,5,83.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,击落		蛮力		逃脱按键,42,64.62%,28
,,击落		蛮力		速度强化,9,81.82%,1
,,猛扑		蛮力		伤药	,3,75.0%,1
,,猛扑		蛮力		逃脱按键,3,50.0%,1
,,击落		汲取		逃脱按键,1,50.0%,2
,,击落		蛮力		万灵药,1,50.0%,2
,,猛扑		汲取		万灵药,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,28,75.68%,13
,,力量头带	气势头带	猛攻哑铃,5,50.0%,5
,,力量头带	弱点保险	猛攻哑铃,3,42.86%,4
,,亿奥斯饼干	气势头带	猛攻哑铃,6,85.71%,2
,,气势头带	猛攻哑铃	轻石,4,66.67%,2
,,力量头带	弱点保险	气势头带,4,57.14%,2
,,力量头带	猛攻哑铃	轻石,8,61.54%,1
,,亿奥斯饼干	力量头带	猛攻哑铃,1,100.0%,1
,,亿奥斯饼干	弱点保险	猛攻哑铃,1,100.0%,1
,,力量头带	气势头带	焦点镜,0,0.0%,1
,,气势头带	猛攻哑铃	连打围巾,0,0.0%,1
,,气势头带	猛攻哑铃	锐利之爪,0,0.0%,1
28,闪焰王牌,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,26,1.2%,61,71.76%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Z・Marksman,15,78.95%
,,zZ.AsianNC1,7,70.0%
,,Kimiップ,6,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,火焰踢	蓄能焰袭	攻击强化,17,70.83%,5
,,火焰踢	蓄能焰袭	逃脱按键,17,62.96%,15
,,火焰踢	蓄能焰袭	万灵药,12,80.0%,2
,,火焰球	蓄能焰袭	逃脱按键,7,100.0%,4
,,火焰踢	佯攻		逃脱按键,5,71.43%,3
,,火焰球	佯攻		逃脱按键,3,100.0%,2
,,火焰踢	佯攻		攻击强化,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	焦点镜	连打围巾,36,66.67%,19
,,力量头带	焦点镜	猛攻哑铃,16,80.0%,2
,,力量头带	轻石	连打围巾,6,100.0%,1
,,力量头带	猛攻哑铃	锐利之爪,2,100.0%,1
,,力量头带	焦点镜	锐利之爪,1,100.0%,1
,,力量头带	气势头带	连打围巾,0,0.0%,1
,,力量头带	猛攻哑铃	连打围巾,0,0.0%,1
29,怪力,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,24,1.19%,59,70.24%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,YouTubeMikey,15,78.95%
,,Pirate愛,8,100.0%
,,machizzleTTV,8,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,十字劈	爆裂拳	逃脱按键,34,79.07%,14
,,十字劈	深渊翻滚	逃脱按键,12,70.59%,7
,,近身战	爆裂拳	逃脱按键,11,52.38%,7
,,十字劈	爆裂拳	攻击强化,1,100.0%,1
,,近身战	深渊翻滚	逃脱按键,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	猛攻哑铃	锐利之爪,17,68.0%,9
,,气势头带	猛攻哑铃	锐利之爪,21,70.0%,6
,,弱点保险	气势头带	猛攻哑铃,7,53.85%,4
,,力量头带	猛攻哑铃	锐利之爪,11,91.67%,3
,,力量头带	气势头带	猛攻哑铃,2,66.67%,1
,,能量增幅器	贝壳之铃	轻石,1,100.0%,1
30,坚盾剑怪,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,26,1.09%,49,63.64%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,えぬしろぉ,15,75.0%
,,QG・BxLight,5,45.45%
,,HogriderBack,4,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗影爪	广域防守	伤药	,24,64.86%,11
,,圣剑		广域防守	伤药	,14,56.0%,11
,,暗影爪	广域防守	逃脱按键,3,100.0%,2
,,暗影爪	广域防守	攻击强化,3,100.0%,1
,,圣剑		广域防守	万灵药,2,100.0%,1
,,暗影爪	广域防守	万灵药,1,100.0%,1
,,暗影爪	铁头		伤药	,1,50.0%,2
,,圣剑		广域防守	逃脱按键,1,50.0%,1
,,暗影爪	铁头		万灵药,0,0.0%,1
,,圣剑		广域防守	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,7,70.0%,6
,,力量头带	弱点保险	气势头带,5,71.43%,4
,,力量头带	弱点保险	锐利之爪,4,80.0%,4
,,弱点保险	气势头带	锐利之爪,17,65.38%,3
,,焦点镜	猛攻哑铃	锐利之爪,4,66.67%,2
,,力量头带	气势头带	锐利之爪,1,50.0%,2
,,力量头带	弱点保险	猛攻哑铃,5,45.45%,1
,,气势头带	猛攻哑铃	锐利之爪,4,66.67%,1
,,弱点保险	气势头带	治愈王冠,2,100.0%,1
,,弱点保险	猛攻哑铃	锐利之爪,0,0.0%,1
,,力量头带	焦点镜	锐利之爪,0,0.0%,1
31,花疗环环,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,17,1.06%,55,73.33%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,DoL・多多,21,67.74%
,,QG・BxLight,5,100.0%
,,Indigo大,4,80.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,花疗		魔法叶	迟缓烟雾,44,69.84%,13
,,花疗		打草结	迟缓烟雾,6,100.0%,2
,,花疗		魔法叶	逃脱按键,5,83.33%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	学习装置	进击眼镜,6,60.0%,5
,,学习装置	援助头巾	救援屏障,5,71.43%,4
,,博识眼镜	学习装置	援助头巾,9,81.82%,3
,,博识眼镜	学习装置	救援屏障,25,69.44%,2
,,学习装置	援助头巾	进击眼镜,6,100.0%,2
,,学习装置	救援屏障	贝壳之铃,4,80.0%,1
32,勾魂眼,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,11,1.03%,54,73.97%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Cоmi,34,79.07%
,,Trafyyy,5,100.0%
,,OMOメTuzkiZ,4,57.14%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,拍落		奇异之光	速度强化,44,74.58%,7
,,影子偷袭	奇异之光	速度强化,6,85.71%,3
,,拍落		奇异之光	逃脱按键,2,100.0%,2
,,拍落		出奇一击	逃脱按键,1,100.0%,1
,,拍落		出奇一击	速度强化,1,33.33%,1
,,拍落		奇异之光	得分加速装置,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	轻石,10,58.82%,4
,,吃剩的东西	学习装置	轻石,35,77.78%,2
,,学习装置	猛攻哑铃	轻石,5,100.0%,1
,,学习装置	得分护盾	轻石,2,66.67%,1
,,学习装置	轻石	锐利之爪,1,100.0%,1
,,学习装置	能量增幅器	轻石,1,100.0%,1
,,得分护盾	猛攻哑铃	轻石,0,0.0%,1
33,沙奈朵,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,24,1.0%,54,76.06%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,iLegend愛,20,90.91%
,,TRU・Guizin,5,100.0%
,,・PYAARI,4,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,精神强念	精神冲击	逃脱按键,31,86.11%,16
,,月亮之力	预知未来	逃脱按键,8,72.73%,5
,,精神强念	预知未来	逃脱按键,7,87.5%,7
,,月亮之力	精神冲击	逃脱按键,6,42.86%,11
,,月亮之力	预知未来	速度强化,1,100.0%,1
,,精神强念	精神冲击	速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,41,80.39%,15
,,穿透汤匙	能量增幅器	讲究眼镜,7,70.0%,4
,,博识眼镜	能量增幅器	讲究眼镜,4,66.67%,3
,,穿透汤匙	讲究眼镜	贝壳之铃,1,100.0%,1
,,博识眼镜	讲究眼镜	贝壳之铃,1,33.33%,1
34,烈箭鹰,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,22,0.86%,33,54.1%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SPC・Alexis,8,53.33%
,,SaD·星黃包,4,50.0%
,,Pirate愛,2,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,蓄能焰袭	飞翔		逃脱按键,30,51.72%,21
,,燕返		勇鸟猛攻	逃脱按键,2,100.0%,1
,,燕返		飞翔		逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	轻石	锐利之爪,20,51.28%,12
,,力量头带	猛攻哑铃	锐利之爪,7,53.85%,4
,,气势头带	猛攻哑铃	锐利之爪,1,25.0%,3
,,猛攻哑铃	能量增幅器	锐利之爪,2,100.0%,1
,,得分护盾	猛攻哑铃	轻石,2,100.0%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,1,100.0%,1
34,甲贺忍蛙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,23,0.86%,47,77.05%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,・PYAARI,11,84.62%
,,Rëvan,3,100.0%
,,CoCнDeCнeяяy,3,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		烟幕		攻击强化,28,75.68%,15
,,冲浪		烟幕		万灵药,7,87.5%,4
,,飞水手里剑	影子分身	攻击强化,4,80.0%,4
,,冲浪		烟幕		逃脱按键,4,57.14%,3
,,飞水手里剑	影子分身	逃脱按键,3,100.0%,3
,,飞水手里剑	烟幕		攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	焦点镜	猛攻哑铃,29,78.38%,11
,,力量头带	焦点镜	连打围巾,10,76.92%,5
,,力量头带	猛攻哑铃	连打围巾,4,57.14%,5
,,力量头带	弱点保险	猛攻哑铃,2,100.0%,1
,,力量头带	连打围巾	锐利之爪,2,100.0%,1
36,朽木妖,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,21,0.82%,43,74.14%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,最終鬼畜妹M,6,85.71%
,,MTY・Heavy,6,85.71%
,,Intеrnal,5,71.43%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,木槌		木角		伤药	,20,80.0%,9
,,木槌		木角		速度强化,15,75.0%,6
,,木槌		木角		逃脱按键,5,55.56%,4
,,木槌		分担痛楚	伤药	,2,100.0%,1
,,木槌		分担痛楚	速度强化,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,22,84.62%,6
,,学习装置	弱点保险	气势头带,8,66.67%,4
,,亿奥斯饼干	气势头带	猛攻哑铃,2,50.0%,4
,,亿奥斯饼干	学习装置	气势头带,7,77.78%,3
,,学习装置	气势头带	突击背心,2,40.0%,2
,,学习装置	气势头带	猛攻哑铃,1,100.0%,1
,,气势头带	猛攻哑铃	轻石,1,100.0%,1
37,仙子伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,21,0.75%,41,77.36%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,MYSヤYeMu,8,88.89%
,,Todoroki実ツ,5,71.43%
,,Kakigoya忍IN,3,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,魔法火焰	吸取之吻	速度强化,19,86.36%,7
,,魔法火焰	吸取之吻	伤药	,10,76.92%,3
,,巨声		冥想		速度强化,6,54.55%,7
,,巨声		冥想		逃脱按键,5,100.0%,2
,,魔法火焰	吸取之吻	逃脱按键,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	气势头带	穿透汤匙,21,80.77%,6
,,博识眼镜	穿透汤匙	讲究眼镜,3,50.0%,4
,,博识眼镜	讲究眼镜	进击眼镜,4,100.0%,2
,,学习装置	气势头带	贝壳之铃,2,100.0%,1
,,气势头带	讲究眼镜	进击眼镜,2,100.0%,1
,,力量头带	气势头带	进击眼镜,2,100.0%,1
,,博识眼镜	气势头带	讲究眼镜,2,100.0%,1
,,亿奥斯饼干	气势头带	穿透汤匙,2,66.67%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,1,100.0%,1
,,博识眼镜	贝壳之铃	进击眼镜,1,100.0%,1
,,博识眼镜	气势头带	进击眼镜,1,33.33%,1
,,力量头带	气势头带	讲究眼镜,0,0.0%,1
38,捷拉奥拉,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,13,0.71%,32,64.0%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SaD·星黃包,24,68.57%
,,Kimiップ,2,100.0%
,,ダArtist蒙ダ,2,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,电光		疯狂伏特	伤药	,24,66.67%,2
,,电光		疯狂伏特	攻击强化,3,75.0%,3
,,伏特替换	放电		速度强化,1,100.0%,1
,,伏特替换	放电		万灵药,1,50.0%,2
,,电光		疯狂伏特	万灵药,1,50.0%,2
,,伏特替换	放电		逃脱按键,1,50.0%,2
,,电光		疯狂伏特	逃脱按键,1,50.0%,2
,,伏特替换	放电		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	气势头带	猛攻哑铃,1,25.0%,3
,,弱点保险	猛攻哑铃	锐利之爪,3,100.0%,2
,,力量头带	猛攻哑铃	能量增幅器,1,50.0%,2
,,亿奥斯饼干	猛攻哑铃	锐利之爪,24,68.57%,1
,,力量头带	气势头带	连打围巾,2,100.0%,1
,,救援屏障	气势头带	锐利之爪,1,100.0%,1
,,弱点保险	气势头带	锐利之爪,0,0.0%,1
,,力量头带	猛攻哑铃	锐利之爪,0,0.0%,1
,,弱点保险	轻石	锐利之爪,0,0.0%,1
39,太阳伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,22,0.69%,36,73.47%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SEL・RipPeR,7,87.5%
,,RustyMoon,4,100.0%
,,MYSヤFoxy,4,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,辅助力量	幻象光线	逃脱按键,22,78.57%,11
,,辅助力量	预知未来	逃脱按键,7,77.78%,6
,,精神冲击	幻象光线	逃脱按键,7,63.64%,9
,,辅助力量	预知未来	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,35,74.47%,20
,,气势头带	穿透汤匙	讲究眼镜,1,100.0%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,0,0.0%,1
40,耿鬼,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,12,0.66%,30,63.83%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Gow_Xiang.,14,56.0%
,,realin,8,80.0%
,,Razmog,2,100.0%
