排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,61,24.07%,-8.97%,1128,74.41%
2,魔墙人偶,70,22.75%,-7.75%,1067,74.46%
3,嘟嘟利,49,19.99%,2.42%,898,71.33%
4,甜冷美后,39,11.75%,0.19%,540,72.97%
5,索罗亚克,32,10.86%,6.18%,479,70.03%
6,妙蛙花,60,8.91%,4.83%,384,68.45%
7,坚盾剑怪,40,8.0%,-4.03%,366,72.62%
8,玛力露丽,39,5.27%,-0.11%,222,66.87%
9,妖火红狐,29,5.21%,2.54%,236,71.95%
10,路卡利欧,45,4.99%,-0.43%,228,72.61%
11,幸福蛋,27,4.87%,1.8%,217,70.68%
12,冰伊布,21,4.43%,-1.19%,203,72.76%
13,烈咬陆鲨,18,4.37%,3.19%,204,74.18%
14,白蓬蓬,33,4.11%,2.73%,184,71.04%
15,巨钳螳螂,25,3.64%,1.48%,160,69.87%
16,甲贺忍蛙,30,3.56%,0.22%,175,78.12%
17,象牙猪,29,3.51%,1.3%,161,72.85%
18,怪力,16,2.49%,0.66%,101,64.33%
19,卡比兽,23,2.38%,-0.93%,108,72.0%
20,阿罗拉九尾,20,2.29%,2.06%,96,66.67%
21,喷火龙,21,1.75%,-0.75%,82,74.55%
22,皮可西,17,1.4%,0.3%,62,70.45%
23,耿鬼,11,1.37%,-3.56%,59,68.6%
24,班基拉斯,15,1.3%,0.24%,61,74.39%
25,胡帕,16,1.27%,0.45%,51,63.75%
26,皮卡丘,15,1.24%,0.62%,45,57.69%
27,阿勃梭鲁,18,1.22%,-4.14%,53,68.83%
28,呆壳兽,17,0.91%,-0.1%,43,75.44%
29,闪焰王牌,17,0.84%,0.02%,33,62.26%
30,岩殿居蟹,6,0.65%,0.52%,31,75.61%
31,爆肌蚊,9,0.56%,-0.14%,23,65.71%
31,快龙,14,0.56%,-0.4%,27,77.14%
33,沙奈朵,10,0.51%,0.05%,19,59.38%
33,烈箭鹰,12,0.51%,0.04%,22,68.75%
35,朽木妖,12,0.33%,-0.36%,11,52.38%
35,藏饱栗鼠,12,0.33%,-0.89%,15,71.43%
37,仙子伊布,8,0.29%,0.11%,12,66.67%
38,捷拉奥拉,7,0.27%,-0.23%,11,64.71%
38,胖可丁,9,0.27%,-0.82%,10,58.82%
38,古月鸟,10,0.27%,0.0%,9,52.94%
41,狙射树枭,10,0.25%,-0.26%,10,62.5%
41,铝钢龙,8,0.25%,-0.3%,13,81.25%
43,太阳伊布,8,0.19%,0.12%,7,58.33%
44,水箭龟,8,0.17%,-0.05%,8,72.73%
