排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,68,9.1%,0.9%,288,70.07%
2,红莲铠骑,61,8.52%,0.26%,273,70.91%
3,嘟嘟利,61,8.48%,0.28%,273,71.28%
4,苍炎刃鬼,66,7.17%,-0.34%,211,65.12%
5,叶伊布,50,6.64%,3.6%,230,76.67%
6,密勒顿,60,6.44%,-0.72%,193,66.32%
7,武道熊师,58,6.13%,-1.45%,186,67.15%
8,索罗亚克,51,5.31%,3.56%,156,65.0%
9,月亮伊布,50,5.0%,-0.62%,153,67.7%
10,凤王,49,4.83%,-1.0%,146,66.97%
11,甜冷美后,41,4.67%,-0.99%,150,71.09%
12,谜拟丘,56,4.49%,0.12%,140,68.97%
13,水箭龟,48,4.03%,3.26%,123,67.58%
14,苍响,46,3.72%,-1.13%,122,72.62%
15,甲贺忍蛙,41,3.36%,-1.46%,108,71.05%
16,皮卡丘,41,3.25%,0.66%,98,66.67%
17,白蓬蓬,30,3.08%,0.92%,99,71.22%
18,路卡利欧,39,2.99%,1.02%,96,71.11%
19,怪力,49,2.88%,1.92%,92,70.77%
20,象牙猪,35,2.81%,-2.13%,81,63.78%
21,朽木妖,31,2.57%,-1.37%,84,72.41%
22,幸福蛋,30,2.5%,-0.57%,73,64.6%
23,烈咬陆鲨,34,2.24%,0.04%,74,73.27%
24,狙射树枭,17,2.19%,1.11%,74,74.75%
25,喷火龙,41,2.12%,-1.48%,66,68.75%
26,暴鲤龙,32,2.08%,-1.2%,65,69.15%
27,胡帕,27,2.04%,-1.15%,65,70.65%
28,梦幻,32,1.95%,-0.07%,58,65.91%
29,魔幻假面喵,15,1.86%,0.69%,65,77.38%
30,妙蛙花,23,1.7%,0.14%,50,64.94%
31,阿勃梭鲁,25,1.62%,0.52%,50,68.49%
32,皮达克莱伊丘,14,1.59%,0.0%,55,76.39%
33,卡比兽,30,1.44%,0.69%,47,72.31%
34,勾魂眼,15,1.39%,-0.6%,43,68.25%
35,巨钳螳螂,19,1.31%,-1.15%,38,64.41%
35,快龙,29,1.31%,-0.22%,41,69.49%
37,超梦Y,22,1.28%,-0.92%,35,60.34%
38,千面避役,26,1.26%,-0.24%,40,70.18%
39,阿罗拉九尾,20,1.22%,1.05%,37,67.27%
40,岩殿居蟹,22,1.17%,0.24%,39,73.58%
41,花疗环环,26,1.13%,0.47%,27,52.94%
42,皮可西,14,0.89%,-0.14%,32,80.0%
43,烈箭鹰,17,0.86%,-0.45%,24,61.54%
44,呆壳兽,19,0.84%,-0.33%,26,68.42%
45,耿鬼,12,0.82%,-0.61%,23,62.16%
46,仙子伊布,16,0.77%,-0.58%,21,60.0%
47,古月鸟,18,0.71%,-0.25%,22,68.75%
47,沙奈朵,13,0.71%,-0.37%,20,62.5%
49,巨金怪,14,0.69%,-0.37%,20,64.52%
50,坚盾剑怪,15,0.66%,0.29%,22,73.33%
50,闪焰王牌,9,0.66%,-0.23%,19,63.33%
52,爆肌蚊,17,0.62%,-0.36%,20,71.43%
53,超梦X,4,0.6%,0.18%,19,70.37%
54,太阳伊布,13,0.55%,-0.2%,14,56.0%
54,捷拉奥拉,14,0.55%,-0.2%,16,64.0%
56,冰伊布,7,0.53%,0.16%,19,79.17%
56,妖火红狐,17,0.53%,-0.22%,13,54.17%
58,水晶灯火灵,13,0.44%,-0.07%,13,65.0%
58,胖可丁,12,0.44%,-0.24%,12,60.0%
58,魔墙人偶,14,0.44%,-0.28%,12,60.0%
61,黏美龙,11,0.4%,0.12%,9,50.0%
62,多龙巴鲁托,8,0.38%,0.14%,14,82.35%
63,拉普拉斯,8,0.35%,0.0%,10,62.5%
64,班基拉斯,8,0.24%,0.03%,7,63.64%
65,列阵兵,6,0.22%,0.08%,6,60.0%
66,玛力露丽,4,0.13%,-0.05%,5,83.33%
67,藏饱栗鼠,4,0.09%,-0.08%,2,50.0%
68,铝钢龙,2,0.04%,-0.0%,2,100.0%
