排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,40,28.05%,-10.22%,453,72.36%
2,魔墙人偶,36,26.12%,-3.08%,421,72.21%
3,坚盾剑怪,35,16.4%,-2.29%,260,71.04%
4,甜冷美后,25,10.04%,4.48%,163,72.77%
5,阿勃梭鲁,22,8.56%,-6.31%,125,65.45%
6,冰伊布,21,8.29%,-1.15%,138,74.59%
7,玛力露丽,30,8.2%,7.55%,118,64.48%
8,嘟嘟利,15,7.53%,2.41%,124,73.81%
9,卡比兽,17,7.39%,-1.98%,123,74.55%
10,喷火龙,26,6.68%,-1.71%,115,77.18%
11,甲贺忍蛙,16,5.96%,1.78%,97,72.93%
12,耿鬼,16,4.93%,1.31%,74,67.27%
13,烈箭鹰,10,4.3%,0.77%,68,70.83%
14,幸福蛋,11,3.85%,0.84%,62,72.09%
15,快龙,13,3.76%,3.08%,59,70.24%
16,路卡利欧,17,3.41%,-0.13%,46,60.53%
17,巨钳螳螂,9,3.23%,0.0%,42,58.33%
18,古月鸟,11,3.0%,-3.14%,53,79.1%
18,藏饱栗鼠,10,3.0%,-0.33%,53,79.1%
20,胖可丁,15,2.91%,1.19%,54,83.08%
21,爆肌蚊,13,2.51%,2.27%,39,69.64%
22,妖火红狐,15,1.84%,0.54%,29,70.73%
23,呆壳兽,17,1.61%,1.25%,23,63.89%
24,狙射树枭,12,1.52%,0.49%,25,73.53%
25,水箭龟,17,1.3%,1.04%,18,62.07%
26,象牙猪,7,1.25%,-0.91%,17,60.71%
27,闪焰王牌,8,1.21%,0.68%,14,51.85%
28,怪力,6,0.67%,-0.74%,7,46.67%
29,捷拉奥拉,9,0.63%,-0.26%,10,71.43%
29,皮卡丘,5,0.63%,0.14%,12,85.71%
29,班基拉斯,5,0.63%,-0.5%,11,78.57%
32,朽木妖,7,0.54%,-0.45%,8,66.67%
33,太阳伊布,5,0.49%,0.19%,8,72.73%
34,白蓬蓬,3,0.45%,0.14%,6,60.0%
35,阿罗拉九尾,4,0.36%,0.12%,5,62.5%
36,沙奈朵,5,0.31%,-0.23%,6,85.71%
36,仙子伊布,5,0.31%,0.19%,5,71.43%
38,胡帕,1,0.27%,-0.2%,5,83.33%
39,妙蛙花,3,0.13%,-0.03%,2,66.67%
40,铝钢龙,1,0.09%,-0.01%,2,100.0%
41,岩殿居蟹,1,0.04%,-0.08%,1,100.0%
41,烈咬陆鲨,1,0.04%,-0.36%,1,100.0%
