排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,巨金怪,56,15.98%,15.27%,490,71.53%
2,千面避役,56,9.17%,-1.45%,278,70.74%
3,沙奈朵,47,6.25%,2.51%,182,67.91%
4,索罗亚克,51,5.67%,-5.27%,157,64.61%
5,水箭龟,53,5.55%,-1.2%,175,73.53%
6,皮可西,39,5.48%,-1.41%,156,66.38%
7,仙子伊布,59,5.37%,4.87%,163,70.87%
8,冰伊布,48,4.5%,-1.0%,133,68.91%
8,朽木妖,45,4.5%,-0.51%,131,67.88%
10,月亮伊布,46,4.2%,0.41%,117,65.0%
11,火焰鸡,25,3.92%,0.07%,117,69.64%
12,爆肌蚊,42,3.87%,-0.61%,117,70.48%
13,叶伊布,40,3.78%,-0.47%,119,73.46%
14,路卡利欧,39,3.66%,-0.5%,108,68.79%
15,白蓬蓬,31,3.57%,1.38%,120,78.43%
16,胖可丁,30,3.5%,3.12%,109,72.67%
17,花疗环环,34,2.87%,1.37%,89,72.36%
18,烈箭鹰,15,2.85%,1.11%,76,62.3%
19,幸福蛋,32,2.8%,0.28%,87,72.5%
20,梦幻,39,2.68%,-1.93%,84,73.04%
21,闪焰王牌,27,2.64%,0.83%,79,69.91%
22,胡帕,32,2.57%,-0.5%,67,60.91%
23,超梦Y,26,2.29%,-2.27%,70,71.43%
24,苍响,23,2.15%,-6.68%,71,77.17%
25,水晶灯火灵,29,1.98%,-0.04%,58,68.24%
26,嘟嘟利,26,1.96%,-2.2%,62,73.81%
26,捷拉奥拉,20,1.96%,1.18%,68,80.95%
28,呆壳兽,20,1.94%,0.09%,55,66.27%
29,太阳伊布,31,1.84%,-2.75%,53,67.09%
30,谜拟丘,31,1.77%,-1.49%,45,59.21%
31,魔墙人偶,25,1.73%,-0.97%,53,71.62%
31,卡比兽,29,1.73%,-1.34%,42,56.76%
33,快龙,23,1.68%,-2.72%,47,65.28%
33,魔幻假面喵,24,1.68%,0.17%,50,69.44%
35,狙射树枭,33,1.63%,-0.12%,55,78.57%
36,岩殿居蟹,28,1.61%,0.22%,48,69.57%
37,甜冷美后,15,1.56%,0.01%,49,73.13%
38,妙蛙花,29,1.45%,-0.18%,41,66.13%
39,武道熊师,19,1.42%,-0.07%,39,63.93%
40,阿罗拉九尾,25,1.38%,-0.1%,40,67.8%
41,多龙巴鲁托,20,1.21%,-3.07%,35,67.31%
42,古月鸟,22,1.19%,-0.31%,34,66.67%
43,象牙猪,16,0.96%,0.14%,29,70.73%
44,巨钳螳螂,13,0.86%,0.02%,29,78.38%
44,拉普拉斯,15,0.86%,-3.15%,27,72.97%
46,皮卡丘,21,0.82%,-0.44%,27,77.14%
47,妖火红狐,23,0.77%,-0.34%,28,84.85%
48,勾魂眼,13,0.7%,0.32%,18,60.0%
49,怪力,18,0.68%,-0.89%,18,62.07%
50,阿勃梭鲁,17,0.63%,-1.18%,19,70.37%
51,班基拉斯,15,0.58%,0.38%,20,80.0%
51,烈咬陆鲨,13,0.58%,-1.02%,18,72.0%
53,黏美龙,11,0.51%,0.18%,21,95.45%
54,坚盾剑怪,12,0.49%,-0.59%,17,80.95%
55,玛力露丽,12,0.44%,-0.6%,15,78.95%
56,甲贺忍蛙,10,0.4%,-0.64%,13,76.47%
57,藏饱栗鼠,10,0.37%,-0.56%,9,56.25%
57,铝钢龙,6,0.37%,0.15%,12,75.0%
59,喷火龙,7,0.3%,0.05%,7,53.85%
60,耿鬼,10,0.23%,-0.17%,7,70.0%
61,超梦X,6,0.21%,-0.12%,6,66.67%
