排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,65,14.81%,2.39%,276,71.88%
2,叶伊布,37,8.87%,0.4%,171,74.35%
3,超梦Y,44,7.06%,1.81%,127,69.4%
4,千面避役,37,6.75%,-1.04%,131,74.86%
5,甜冷美后,44,5.98%,1.34%,118,76.13%
6,烈咬陆鲨,38,5.44%,0.37%,103,73.05%
7,嘟嘟利,38,5.4%,-3.54%,104,74.29%
8,坚盾剑怪,45,5.36%,0.29%,98,70.5%
9,卡比兽,33,4.9%,0.12%,87,68.5%
10,阿勃梭鲁,31,4.74%,0.51%,92,74.8%
11,索罗亚克,33,4.63%,-0.73%,89,74.17%
12,玛力露丽,11,4.55%,3.61%,93,78.81%
13,水君,28,3.9%,-0.92%,75,74.26%
14,耿鬼,18,3.82%,0.2%,81,81.82%
15,魔幻假面喵,15,3.63%,2.03%,83,88.3%
16,巨金怪,36,3.2%,-0.46%,57,68.67%
16,烈箭鹰,39,3.2%,-1.43%,59,71.08%
18,苍炎刃鬼,25,3.05%,1.53%,67,84.81%
19,苍响,20,3.01%,0.26%,57,73.08%
19,月亮伊布,24,3.01%,0.22%,61,78.21%
21,密勒顿,25,2.93%,1.41%,54,71.05%
22,可达鸭,26,2.89%,0.07%,53,70.67%
23,伽勒尔烈焰马,29,2.7%,0.06%,60,85.71%
24,谜拟丘,27,2.62%,0.09%,44,64.71%
25,水箭龟,26,2.58%,0.23%,54,80.6%
26,爆肌蚊,33,2.28%,-0.66%,45,76.27%
27,胡帕,23,2.24%,-0.26%,41,70.69%
28,岩殿居蟹,13,2.01%,-0.78%,34,65.38%
29,皮可西,18,1.97%,0.77%,43,84.31%
30,甲贺忍蛙,25,1.89%,-0.72%,33,67.35%
31,阿罗拉雷丘,23,1.85%,-0.28%,33,68.75%
32,象牙猪,22,1.81%,0.36%,27,57.45%
33,怪力,22,1.77%,-0.11%,37,80.43%
34,幸福蛋,17,1.7%,-0.26%,36,81.82%
35,妙蛙花,15,1.66%,0.21%,33,76.74%
35,达克莱伊,15,1.66%,0.21%,32,74.42%
37,路卡利欧,21,1.58%,-1.42%,26,63.41%
38,梦幻,20,1.54%,0.02%,28,70.0%
38,武道熊师,20,1.54%,-1.93%,30,75.0%
38,捷拉奥拉,13,1.54%,-1.61%,30,75.0%
41,拉普拉斯,10,1.39%,-0.2%,27,75.0%
42,白蓬蓬,16,1.35%,-0.42%,27,77.14%
43,冰伊布,22,1.27%,-0.39%,24,72.73%
44,闪焰王牌,11,1.12%,0.1%,18,62.07%
45,太阳伊布,16,1.04%,-0.12%,16,59.26%
46,朽木妖,15,0.93%,-0.78%,20,83.33%
46,红莲铠骑,15,0.93%,0.13%,18,75.0%
48,勾魂眼,10,0.89%,-0.96%,15,65.22%
48,花疗环环,13,0.89%,-0.13%,16,69.57%
48,呆壳兽,10,0.89%,0.45%,19,82.61%
51,喷火龙,9,0.73%,0.26%,12,63.16%
51,魔墙人偶,10,0.73%,-0.03%,13,68.42%
53,巨钳螳螂,13,0.69%,-2.64%,12,66.67%
54,凤王,6,0.54%,0.03%,9,64.29%
55,狙射树枭,11,0.5%,-0.44%,10,76.92%
56,巨锻匠,7,0.42%,-0.05%,7,63.64%
56,暴鲤龙,6,0.42%,-0.7%,11,100.0%
58,班基拉斯,6,0.39%,-1.13%,7,70.0%
58,列阵兵,6,0.39%,-0.19%,7,70.0%
60,仙子伊布,4,0.35%,0.24%,6,66.67%
60,快龙,7,0.35%,-0.85%,4,44.44%
62,古月鸟,6,0.31%,0.06%,5,62.5%
63,沙奈朵,6,0.27%,-0.16%,5,71.43%
63,多龙巴鲁托,4,0.27%,0.05%,4,57.14%
63,妖火红狐,5,0.27%,-0.82%,4,57.14%
66,皮卡丘,5,0.23%,-0.28%,3,50.0%
66,阿罗拉九尾,6,0.23%,0.05%,4,66.67%
66,超梦X,4,0.23%,0.2%,6,100.0%
66,水晶灯火灵,6,0.23%,-0.2%,3,50.0%
70,藏饱栗鼠,4,0.15%,-0.53%,2,50.0%
70,胖可丁,3,0.15%,0.08%,3,75.0%
70,黏美龙,4,0.15%,0.0%,2,50.0%
73,铝钢龙,1,0.04%,0.0%,1,100.0%
