排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,武道熊师,56,7.64%,-1.25%,268,79.53%
2,巨锻匠,32,7.12%,1.63%,237,75.48%
3,甜冷美后,53,7.07%,2.04%,225,72.12%
4,密勒顿,64,6.8%,1.19%,238,79.33%
5,烈咬陆鲨,58,6.3%,1.17%,234,84.17%
6,超梦Y,43,5.33%,-0.03%,173,73.62%
7,月亮伊布,55,5.21%,-0.25%,161,70.0%
8,嘟嘟利,58,5.05%,0.43%,164,73.54%
9,苍炎刃鬼,60,5.03%,-4.24%,168,75.68%
10,阿勃梭鲁,33,4.74%,0.47%,161,77.03%
11,爆肌蚊,54,4.6%,-0.15%,149,73.4%
11,索罗亚克,60,4.6%,0.44%,144,70.94%
13,谜拟丘,60,4.42%,-0.63%,142,72.82%
14,叶伊布,37,3.72%,-1.44%,122,74.39%
15,巨钳螳螂,49,3.6%,-0.23%,123,77.36%
16,白蓬蓬,33,3.54%,-0.45%,106,67.95%
17,水箭龟,37,3.49%,-0.88%,113,73.38%
17,甲贺忍蛙,46,3.49%,-0.5%,118,76.62%
19,火焰鸡,50,3.47%,-0.67%,110,71.9%
20,胡帕,27,3.45%,0.7%,106,69.74%
21,幸福蛋,31,3.08%,-1.23%,107,78.68%
21,千面避役,48,3.08%,-2.05%,98,72.06%
23,巨金怪,40,3.01%,1.06%,94,70.68%
24,可达鸭,38,2.99%,-0.18%,96,72.73%
25,达克莱伊,36,2.58%,0.93%,84,73.68%
26,冰伊布,37,2.54%,0.43%,82,73.21%
27,卡比兽,28,2.49%,-0.12%,82,74.55%
28,怪力,37,2.47%,0.03%,84,77.06%
29,朽木妖,29,2.27%,-0.25%,83,83.0%
30,梦幻,37,2.22%,-0.47%,68,69.39%
31,皮可西,26,1.95%,0.65%,62,72.09%
31,魔幻假面喵,15,1.95%,0.78%,62,72.09%
33,耿鬼,18,1.84%,0.9%,59,72.84%
34,象牙猪,25,1.75%,-0.59%,49,63.64%
35,路卡利欧,33,1.7%,-0.41%,61,81.33%
36,妖火红狐,15,1.52%,0.3%,52,77.61%
37,太阳伊布,28,1.38%,-0.47%,44,72.13%
38,沙奈朵,23,1.36%,0.29%,50,83.33%
39,皮卡丘,20,1.34%,0.5%,43,72.88%
40,呆壳兽,22,1.22%,-0.17%,40,74.07%
41,暴鲤龙,15,1.16%,0.09%,37,72.55%
42,烈箭鹰,23,1.09%,-0.97%,36,75.0%
43,妙蛙花,23,1.07%,-0.03%,38,80.85%
44,狙射树枭,28,1.02%,-0.71%,36,80.0%
45,水晶灯火灵,21,1.0%,0.31%,34,77.27%
46,阿罗拉九尾,19,0.97%,0.09%,33,76.74%
46,闪焰王牌,20,0.97%,-0.8%,31,72.09%
48,苍响,19,0.95%,0.24%,36,85.71%
49,红莲铠骑,17,0.93%,-0.01%,26,63.41%
50,岩殿居蟹,16,0.79%,-0.07%,25,71.43%
50,藏饱栗鼠,19,0.79%,-0.2%,26,74.29%
52,捷拉奥拉,15,0.75%,-0.24%,23,69.7%
53,喷火龙,17,0.66%,0.38%,22,75.86%
54,仙子伊布,13,0.63%,0.33%,20,71.43%
54,列阵兵,4,0.63%,0.36%,20,71.43%
56,坚盾剑怪,12,0.57%,0.16%,20,80.0%
57,凤王,9,0.52%,-0.01%,13,56.52%
57,花疗环环,15,0.52%,-0.24%,16,69.57%
59,魔墙人偶,17,0.48%,-0.31%,15,71.43%
59,勾魂眼,8,0.48%,0.17%,14,66.67%
61,班基拉斯,10,0.43%,0.05%,14,73.68%
62,快龙,8,0.27%,-0.08%,9,75.0%
63,古月鸟,7,0.25%,0.12%,9,81.82%
64,超梦X,4,0.2%,0.05%,9,100.0%
64,胖可丁,5,0.2%,-0.15%,6,66.67%
66,拉普拉斯,6,0.18%,0.03%,6,75.0%
67,黏美龙,3,0.11%,0.01%,3,60.0%
67,多龙巴鲁托,5,0.11%,-0.27%,3,60.0%
69,玛力露丽,3,0.07%,-0.01%,2,66.67%
70,铝钢龙,2,0.05%,-0.01%,1,50.0%
