排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,魔幻假面喵,100,19.78%,6.7%,1044,72.8%
2,阿勃梭鲁,105,15.12%,-2.8%,770,70.26%
3,烈箭鹰,105,13.39%,-1.48%,725,74.67%
4,耿鬼,90,12.3%,2.1%,646,72.42%
5,卡比兽,92,12.0%,2.16%,618,71.03%
6,水君,23,7.66%,6.5%,418,75.32%
7,苍响,41,4.26%,-0.14%,224,72.49%
8,捷拉奥拉,49,4.03%,2.87%,182,62.33%
9,坚盾剑怪,61,3.97%,0.04%,194,67.36%
10,火焰鸡,52,3.83%,1.85%,193,69.42%
11,幸福蛋,34,2.55%,-0.19%,139,75.14%
12,可达鸭,37,2.5%,1.01%,144,79.56%
13,月亮伊布,50,1.92%,-1.15%,95,68.35%
14,路卡利欧,35,1.88%,0.27%,87,63.97%
15,索罗亚克,35,1.78%,-0.05%,87,67.44%
16,甜冷美后,34,1.74%,-0.26%,87,69.05%
17,朽木妖,40,1.72%,0.29%,92,73.6%
17,甲贺忍蛙,39,1.72%,-0.62%,82,65.6%
19,千面避役,42,1.67%,-0.85%,84,69.42%
20,怪力,42,1.66%,-0.31%,85,70.83%
21,花疗环环,32,1.57%,-0.49%,79,69.3%
22,皮可西,28,1.56%,-0.29%,82,72.57%
23,水箭龟,30,1.45%,0.31%,77,73.33%
24,闪焰王牌,23,1.35%,-0.27%,62,63.27%
25,苍炎刃鬼,38,1.34%,-0.44%,62,63.92%
26,谜拟丘,45,1.27%,0.21%,53,57.61%
27,爆肌蚊,26,1.1%,-0.06%,50,62.5%
27,叶伊布,34,1.1%,-0.38%,52,65.0%
29,梦幻,26,0.94%,0.46%,44,64.71%
30,皮卡丘,25,0.9%,-0.19%,39,60.0%
31,勾魂眼,15,0.81%,0.04%,46,77.97%
32,冰伊布,24,0.8%,0.05%,38,65.52%
33,凤王,20,0.77%,0.33%,41,73.21%
34,胖可丁,24,0.76%,-1.21%,32,58.18%
35,太阳伊布,24,0.74%,-0.76%,34,62.96%
36,沙奈朵,15,0.73%,-0.15%,38,71.7%
37,烈咬陆鲨,22,0.72%,-0.35%,36,69.23%
38,胡帕,20,0.68%,-0.97%,30,61.22%
38,白蓬蓬,18,0.68%,-0.35%,36,73.47%
40,巨金怪,19,0.61%,-0.01%,32,72.73%
41,呆壳兽,20,0.59%,0.06%,30,69.77%
42,超梦Y,18,0.58%,-0.61%,27,64.29%
43,巨钳螳螂,22,0.57%,-0.19%,28,68.29%
44,象牙猪,15,0.55%,-0.32%,28,70.0%
45,妙蛙花,14,0.47%,0.22%,24,70.59%
46,狙射树枭,18,0.46%,-0.08%,18,54.55%
47,古月鸟,10,0.39%,0.11%,18,64.29%
47,快龙,17,0.39%,-0.27%,19,67.86%
49,武道熊师,16,0.34%,-0.54%,15,60.0%
50,喷火龙,11,0.32%,0.02%,15,65.22%
50,红莲铠骑,12,0.32%,0.0%,19,82.61%
52,妖火红狐,11,0.3%,0.16%,14,63.64%
53,班基拉斯,13,0.29%,0.1%,16,76.19%
54,达克莱伊,14,0.28%,-0.35%,8,40.0%
54,密勒顿,14,0.28%,-0.49%,12,60.0%
56,岩殿居蟹,13,0.26%,-0.31%,11,57.89%
57,嘟嘟利,14,0.25%,-0.23%,14,77.78%
58,暴鲤龙,12,0.22%,-0.08%,10,62.5%
59,巨锻匠,10,0.19%,-0.31%,7,50.0%
60,阿罗拉九尾,10,0.17%,-0.05%,8,66.67%
60,玛力露丽,8,0.17%,-0.27%,8,66.67%
62,魔墙人偶,9,0.15%,-0.16%,8,72.73%
63,多龙巴鲁托,5,0.14%,-0.21%,8,80.0%
64,水晶灯火灵,7,0.12%,0.04%,9,100.0%
65,拉普拉斯,7,0.11%,-0.13%,6,75.0%
65,黏美龙,2,0.11%,-0.56%,4,50.0%
67,列阵兵,6,0.1%,0.09%,3,42.86%
68,仙子伊布,4,0.08%,-0.11%,4,66.67%
69,伽勒尔烈焰马,3,0.06%,-0.04%,2,50.0%
69,超梦X,3,0.06%,-0.33%,3,75.0%
71,藏饱栗鼠,1,0.01%,-0.83%,0,0.0%
