排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,千面避役,74,13.77%,0.5%,470,66.57%
2,索罗亚克,58,8.07%,-0.14%,255,61.59%
3,火焰鸡,48,6.94%,0.22%,229,64.33%
4,梦幻,53,6.84%,1.28%,230,65.53%
5,路卡利欧,59,6.42%,-3.64%,209,63.53%
6,水箭龟,65,5.99%,-0.56%,199,64.82%
7,冰伊布,56,5.42%,-1.95%,200,71.94%
8,岩殿居蟹,49,5.34%,-2.74%,190,69.34%
9,皮可西,44,5.3%,-1.49%,190,69.85%
10,爆肌蚊,49,4.5%,-1.54%,156,67.53%
11,月亮伊布,47,4.0%,1.41%,136,66.34%
12,朽木妖,54,3.98%,-1.43%,140,68.63%
13,沙奈朵,39,3.88%,0.08%,149,74.87%
14,白蓬蓬,35,3.86%,-0.76%,130,65.66%
15,快龙,41,3.78%,-0.71%,129,66.49%
16,多龙巴鲁托,24,3.32%,-0.83%,123,72.35%
17,胡帕,31,3.28%,0.09%,112,66.67%
18,幸福蛋,39,3.26%,1.43%,121,72.46%
19,叶伊布,59,3.16%,-2.48%,106,65.43%
20,嘟嘟利,42,3.06%,-1.24%,109,69.43%
21,甜冷美后,28,2.85%,1.5%,103,70.55%
22,阿勃梭鲁,30,2.69%,-0.53%,89,64.49%
23,妙蛙花,44,2.67%,0.12%,87,63.5%
24,仙子伊布,49,2.65%,0.25%,92,67.65%
25,谜拟丘,44,2.36%,-1.59%,83,68.6%
26,魔幻假面喵,29,2.22%,-1.19%,86,75.44%
27,花疗环环,32,1.97%,1.16%,60,59.41%
28,太阳伊布,44,1.95%,-1.2%,67,67.0%
29,武道熊师,33,1.81%,0.28%,67,72.04%
30,怪力,24,1.79%,0.11%,58,63.04%
30,象牙猪,26,1.79%,0.34%,69,75.0%
32,烈箭鹰,21,1.6%,0.79%,59,71.95%
33,呆壳兽,30,1.56%,0.43%,51,63.75%
34,魔墙人偶,22,1.35%,-0.25%,48,69.57%
35,狙射树枭,32,1.31%,0.0%,40,59.7%
36,拉普拉斯,21,1.29%,0.94%,52,78.79%
37,捷拉奥拉,22,1.15%,0.23%,41,69.49%
38,古月鸟,27,1.13%,0.08%,37,63.79%
39,水晶灯火灵,21,1.07%,-1.13%,42,76.36%
40,烈咬陆鲨,24,1.03%,-0.23%,41,77.36%
40,卡比兽,24,1.03%,0.02%,34,64.15%
42,甲贺忍蛙,18,0.98%,0.4%,26,52.0%
43,巨钳螳螂,25,0.86%,-0.74%,33,75.0%
44,勾魂眼,18,0.84%,-0.37%,30,69.77%
45,黏美龙,20,0.8%,0.19%,23,56.1%
46,妖火红狐,24,0.74%,-0.41%,23,60.53%
47,巨金怪,20,0.72%,-0.74%,28,75.68%
48,坚盾剑怪,15,0.68%,-0.2%,21,60.0%
48,胖可丁,17,0.68%,-0.32%,25,71.43%
50,玛力露丽,10,0.57%,0.01%,23,79.31%
51,皮卡丘,21,0.55%,-0.09%,22,78.57%
52,耿鬼,13,0.49%,0.22%,16,64.0%
53,阿罗拉九尾,14,0.47%,-0.01%,18,75.0%
54,闪焰王牌,14,0.45%,-0.53%,16,69.57%
55,班基拉斯,8,0.41%,-0.05%,17,80.95%
56,藏饱栗鼠,12,0.35%,0.16%,10,55.56%
57,暴鲤龙,7,0.23%,-0.07%,6,50.0%
58,喷火龙,6,0.16%,-0.07%,7,87.5%
59,铝钢龙,2,0.08%,-0.02%,4,100.0%
