排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍响,48,33.62%,12.42%,838,73.57%
2,花疗环环,46,17.83%,5.04%,429,71.03%
3,拉普拉斯,36,14.02%,13.14%,356,74.95%
4,呆壳兽,32,7.62%,-5.5%,203,78.68%
5,索罗亚克,30,7.35%,-0.89%,176,70.68%
6,勾魂眼,19,6.85%,2.92%,174,75.0%
7,太阳伊布,43,6.76%,-3.27%,169,73.8%
8,武道熊师,34,6.14%,-1.8%,153,73.56%
9,嘟嘟利,30,4.96%,-0.29%,133,79.17%
10,古月鸟,16,3.75%,1.28%,93,73.23%
11,沙奈朵,17,3.6%,0.25%,87,71.31%
12,妖火红狐,26,3.42%,-2.02%,92,79.31%
13,梦幻,26,2.86%,-2.91%,69,71.13%
14,怪力,20,2.63%,-2.05%,69,77.53%
15,冰伊布,16,1.45%,-4.68%,38,77.55%
16,水箭龟,18,1.3%,-1.96%,35,79.55%
16,仙子伊布,13,1.3%,0.06%,34,77.27%
18,狙射树枭,18,1.12%,-2.01%,28,73.68%
18,妙蛙花,11,1.12%,-1.96%,24,63.16%
18,巨钳螳螂,17,1.12%,-0.77%,27,71.05%
21,甲贺忍蛙,16,1.09%,-0.1%,22,59.46%
22,多龙巴鲁托,3,1.03%,0.46%,30,85.71%
23,路卡利欧,13,0.83%,-2.13%,17,60.71%
24,烈箭鹰,16,0.8%,-0.92%,16,59.26%
24,白蓬蓬,8,0.8%,-1.1%,14,51.85%
24,爆肌蚊,9,0.8%,-0.72%,21,77.78%
24,阿勃梭鲁,7,0.8%,-0.86%,16,59.26%
28,皮可西,8,0.77%,-1.55%,18,69.23%
29,朽木妖,19,0.68%,-3.86%,16,69.57%
29,幸福蛋,8,0.68%,-0.49%,20,86.96%
31,闪焰王牌,7,0.62%,0.13%,13,61.9%
32,魔墙人偶,13,0.5%,-0.91%,14,82.35%
32,喷火龙,10,0.5%,-3.13%,11,64.71%
34,皮卡丘,6,0.47%,0.03%,15,93.75%
34,胡帕,7,0.47%,-1.45%,12,75.0%
36,卡比兽,8,0.3%,-1.05%,5,50.0%
36,岩殿居蟹,6,0.3%,0.05%,4,40.0%
36,耿鬼,4,0.3%,-0.06%,4,40.0%
39,藏饱栗鼠,6,0.24%,-0.38%,5,62.5%
39,坚盾剑怪,8,0.24%,-0.34%,6,75.0%
41,快龙,5,0.21%,0.01%,5,71.43%
41,胖可丁,6,0.21%,-0.19%,6,85.71%
41,象牙猪,4,0.21%,-0.26%,7,100.0%
44,烈咬陆鲨,4,0.15%,-1.33%,4,80.0%
45,捷拉奥拉,3,0.09%,-0.97%,3,100.0%
45,铝钢龙,3,0.09%,-0.2%,3,100.0%
45,班基拉斯,3,0.09%,-1.3%,1,33.33%
45,黏美龙,1,0.09%,-0.18%,2,66.67%
45,阿罗拉九尾,2,0.09%,-0.15%,3,100.0%
45,甜冷美后,3,0.09%,-0.22%,3,100.0%
51,玛力露丽,1,0.03%,-0.46%,1,100.0%
