排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,月亮伊布,79,25.24%,6.8%,1341,75.17%
2,叶伊布,69,18.65%,4.14%,946,71.78%
3,索罗亚克,61,14.12%,1.99%,715,71.64%
4,水晶灯火灵,60,11.3%,0.8%,565,70.71%
5,快龙,48,7.67%,3.88%,393,72.51%
6,皮可西,56,7.63%,3.21%,394,73.1%
7,梦幻,55,7.41%,2.25%,367,70.04%
8,拉普拉斯,55,7.07%,1.16%,361,72.2%
9,冰伊布,47,5.6%,-2.61%,268,67.68%
10,胡帕,37,4.67%,3.42%,246,74.55%
11,武道熊师,52,3.9%,-0.74%,197,71.38%
12,阿罗拉九尾,49,3.78%,0.76%,199,74.53%
13,妖火红狐,45,3.21%,0.23%,171,75.33%
14,白蓬蓬,33,3.13%,1.06%,161,72.85%
15,嘟嘟利,43,2.5%,-1.72%,122,68.93%
16,呆壳兽,35,2.25%,-0.28%,109,68.55%
17,妙蛙花,38,2.18%,-0.67%,110,71.43%
18,卡比兽,26,2.04%,0.68%,104,72.22%
19,巨钳螳螂,32,1.92%,1.17%,105,77.21%
20,狙射树枭,29,1.78%,0.39%,91,72.22%
21,苍响,15,1.75%,-4.95%,83,66.94%
22,玛力露丽,22,1.57%,-0.21%,78,70.27%
23,幸福蛋,21,1.49%,0.14%,77,73.33%
24,路卡利欧,27,1.41%,0.38%,64,64.0%
25,水箭龟,39,1.39%,-0.99%,72,73.47%
26,古月鸟,21,1.32%,0.71%,62,66.67%
27,爆肌蚊,34,1.3%,-0.62%,60,65.22%
28,闪焰王牌,26,1.2%,-0.49%,61,71.76%
29,怪力,24,1.19%,-0.5%,59,70.24%
30,坚盾剑怪,26,1.09%,-0.14%,49,63.64%
31,花疗环环,17,1.06%,-0.39%,55,73.33%
32,勾魂眼,11,1.03%,-1.3%,54,73.97%
33,沙奈朵,24,1.0%,-0.43%,54,76.06%
34,烈箭鹰,22,0.86%,-0.01%,33,54.1%
34,甲贺忍蛙,23,0.86%,-0.43%,47,77.05%
36,朽木妖,21,0.82%,0.31%,43,74.14%
37,仙子伊布,21,0.75%,-0.15%,41,77.36%
38,捷拉奥拉,13,0.71%,0.33%,32,64.0%
39,太阳伊布,22,0.69%,-1.78%,36,73.47%
40,耿鬼,12,0.66%,0.03%,30,63.83%
41,魔墙人偶,18,0.64%,0.16%,34,75.56%
42,烈咬陆鲨,11,0.58%,0.16%,30,73.17%
43,阿勃梭鲁,19,0.47%,0.1%,27,81.82%
44,皮卡丘,14,0.35%,-0.3%,16,64.0%
44,多龙巴鲁托,13,0.35%,-0.04%,19,76.0%
46,黏美龙,7,0.27%,0.01%,10,52.63%
47,班基拉斯,5,0.25%,-0.0%,12,66.67%
48,喷火龙,9,0.24%,-0.03%,11,64.71%
49,胖可丁,12,0.23%,-0.02%,12,75.0%
50,岩殿居蟹,9,0.18%,0.02%,8,61.54%
50,藏饱栗鼠,10,0.18%,-0.12%,7,53.85%
52,甜冷美后,8,0.17%,-0.21%,5,41.67%
53,象牙猪,7,0.13%,-0.23%,7,77.78%
54,铝钢龙,4,0.06%,-0.1%,4,100.0%
