排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,嘟嘟利,51,19.47%,3.47%,454,72.76%
2,武道熊师,57,18.32%,1.99%,438,74.62%
3,梦幻,56,17.35%,-2.51%,393,70.68%
4,妖火红狐,50,13.04%,-1.83%,296,70.81%
5,呆壳兽,32,11.26%,5.72%,260,72.02%
6,勾魂眼,25,9.67%,0.24%,234,75.48%
7,班基拉斯,27,7.24%,2.69%,173,74.57%
8,皮可西,22,6.46%,1.45%,155,74.88%
9,沙奈朵,34,6.24%,-1.11%,152,76.0%
10,索罗亚克,33,5.93%,-0.04%,131,68.95%
11,冰伊布,36,5.52%,-4.67%,126,71.19%
12,路卡利欧,41,5.46%,-0.58%,117,66.86%
13,烈咬陆鲨,13,4.9%,1.73%,119,75.8%
14,怪力,33,4.87%,1.11%,106,67.95%
15,水箭龟,32,4.74%,1.97%,101,66.45%
16,坚盾剑怪,35,4.68%,-2.05%,100,66.67%
17,卡比兽,23,3.65%,-1.3%,76,64.96%
18,古月鸟,18,3.49%,-2.05%,83,74.11%
19,玛力露丽,16,3.4%,0.3%,76,69.72%
20,烈箭鹰,21,3.06%,1.01%,64,65.31%
20,胡帕,18,3.06%,-1.39%,73,74.49%
22,巨钳螳螂,30,2.96%,0.82%,66,69.47%
23,花疗环环,16,2.93%,-2.54%,63,67.02%
24,太阳伊布,15,2.4%,0.82%,50,64.94%
25,狙射树枭,22,2.34%,0.43%,39,52.0%
26,甜冷美后,18,2.28%,0.13%,52,71.23%
27,甲贺忍蛙,24,2.0%,-0.77%,46,71.88%
28,妙蛙花,15,1.84%,1.15%,40,67.8%
28,魔墙人偶,18,1.84%,-0.63%,46,77.97%
30,仙子伊布,23,1.75%,-1.52%,42,75.0%
31,幸福蛋,21,1.72%,0.13%,41,74.55%
32,阿勃梭鲁,15,1.62%,1.03%,36,69.23%
33,爆肌蚊,22,1.44%,0.58%,29,63.04%
34,象牙猪,15,1.4%,0.32%,33,73.33%
35,白蓬蓬,17,1.31%,-0.93%,24,57.14%
35,铝钢龙,3,1.31%,0.88%,34,80.95%
37,朽木妖,14,0.87%,-0.58%,16,57.14%
38,捷拉奥拉,9,0.72%,0.19%,15,65.22%
39,藏饱栗鼠,12,0.69%,-0.37%,14,63.64%
40,耿鬼,14,0.66%,-0.14%,16,76.19%
41,胖可丁,9,0.59%,0.1%,12,63.16%
41,多龙巴鲁托,9,0.59%,-0.73%,11,57.89%
43,闪焰王牌,14,0.56%,-0.3%,13,72.22%
44,皮卡丘,11,0.44%,-0.32%,8,57.14%
45,快龙,6,0.41%,-0.16%,10,76.92%
46,岩殿居蟹,5,0.25%,0.22%,6,75.0%
46,喷火龙,8,0.25%,0.12%,5,62.5%
48,阿罗拉九尾,4,0.22%,0.09%,5,71.43%
