排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,巨钳螳螂,68,21.46%,-2.74%,1017,75.84%
2,梦幻,75,20.58%,4.98%,984,76.52%
3,嘟嘟利,60,17.55%,4.31%,840,76.57%
4,武道熊师,75,17.38%,3.18%,836,76.98%
5,勾魂眼,50,13.41%,4.18%,634,75.66%
6,妖火红狐,47,10.74%,5.58%,512,76.3%
7,魔墙人偶,61,9.28%,1.18%,447,77.07%
8,呆壳兽,42,6.61%,2.94%,315,76.27%
9,甜冷美后,34,6.19%,2.98%,298,77.0%
10,路卡利欧,50,4.99%,1.19%,207,66.35%
11,幸福蛋,43,4.78%,-0.03%,232,77.59%
12,甲贺忍蛙,37,4.27%,0.03%,174,65.17%
13,怪力,30,3.84%,1.52%,172,71.67%
14,古月鸟,36,3.38%,1.4%,138,65.4%
15,卡比兽,39,3.33%,-0.88%,148,71.15%
16,沙奈朵,31,3.31%,0.79%,169,81.64%
17,象牙猪,32,3.28%,-1.42%,158,77.07%
18,白蓬蓬,33,3.09%,1.25%,139,72.02%
19,索罗亚克,28,2.72%,1.66%,121,71.18%
20,班基拉斯,32,2.7%,0.86%,128,75.74%
21,冰伊布,30,2.11%,-0.37%,100,75.76%
22,水箭龟,34,1.94%,0.67%,87,71.9%
23,藏饱栗鼠,23,1.78%,1.08%,81,72.97%
24,烈咬陆鲨,17,1.71%,-0.92%,79,73.83%
25,胡帕,17,1.63%,1.22%,73,71.57%
26,太阳伊布,24,1.6%,-0.75%,67,67.0%
26,皮卡丘,28,1.6%,0.55%,73,73.0%
28,狙射树枭,23,1.47%,0.82%,67,72.83%
29,闪焰王牌,20,1.38%,-1.01%,59,68.6%
30,玛力露丽,28,1.36%,-0.85%,53,62.35%
31,坚盾剑怪,31,1.25%,0.16%,54,69.23%
32,阿勃梭鲁,21,1.22%,0.06%,51,67.11%
33,烈箭鹰,12,1.17%,0.57%,54,73.97%
34,皮可西,24,1.14%,-0.44%,48,67.61%
35,仙子伊布,24,1.12%,0.06%,52,74.29%
36,妙蛙花,20,1.1%,-0.5%,43,62.32%
37,阿罗拉九尾,17,1.09%,0.22%,48,70.59%
38,多龙巴鲁托,25,0.98%,-0.07%,35,57.38%
39,爆肌蚊,18,0.78%,-0.4%,35,71.43%
40,快龙,21,0.66%,0.07%,32,78.05%
41,耿鬼,13,0.58%,-0.81%,19,52.78%
42,朽木妖,13,0.46%,0.3%,22,75.86%
42,岩殿居蟹,10,0.46%,0.21%,18,62.07%
44,铝钢龙,6,0.38%,-0.26%,17,70.83%
45,胖可丁,7,0.29%,-0.03%,14,77.78%
46,捷拉奥拉,10,0.24%,-0.79%,11,73.33%
47,喷火龙,7,0.16%,-0.26%,8,80.0%
