排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,武道熊师,67,9.73%,0.0%,326,72.77%
2,千面避役,66,7.49%,0.0%,254,73.62%
3,苍炎刃鬼,66,7.45%,0.0%,240,69.97%
4,谜拟丘,61,7.23%,0.0%,237,71.17%
5,密勒顿,61,6.99%,0.0%,233,72.36%
6,烈咬陆鲨,57,6.41%,0.0%,218,73.9%
7,索罗亚克,58,5.93%,0.0%,189,69.23%
8,嘟嘟利,61,5.88%,0.0%,189,69.74%
9,爆肌蚊,50,5.49%,0.0%,191,75.49%
10,超梦Y,33,5.45%,0.0%,194,77.29%
11,月亮伊布,47,5.15%,0.0%,191,80.59%
12,巨锻匠,36,4.97%,0.0%,159,69.43%
13,水箭龟,50,4.43%,0.0%,146,71.57%
14,甜冷美后,46,4.08%,0.0%,144,76.6%
15,火焰鸡,54,3.93%,0.0%,138,76.24%
16,白蓬蓬,33,3.71%,0.0%,126,73.68%
17,巨钳螳螂,43,3.67%,0.0%,124,73.37%
18,胡帕,27,3.58%,0.0%,113,68.48%
19,幸福蛋,35,3.56%,0.0%,107,65.24%
20,梦幻,44,3.06%,0.0%,92,65.25%
21,朽木妖,37,3.02%,0.0%,100,71.94%
22,叶伊布,38,2.95%,0.0%,107,78.68%
23,苍响,44,2.91%,0.0%,89,66.42%
24,甲贺忍蛙,41,2.78%,0.0%,91,71.09%
25,巨金怪,36,2.69%,0.0%,89,71.77%
26,可达鸭,27,2.39%,0.0%,95,86.36%
26,怪力,33,2.39%,0.0%,78,70.91%
26,阿勃梭鲁,24,2.39%,0.0%,72,65.45%
29,冰伊布,30,2.35%,0.0%,83,76.85%
30,象牙猪,27,2.26%,0.0%,85,81.73%
31,达克莱伊,40,2.24%,0.0%,59,57.28%
32,卡比兽,27,2.06%,0.0%,64,67.37%
33,路卡利欧,40,1.85%,0.0%,64,75.29%
34,狙射树枭,20,1.59%,0.0%,56,76.71%
35,妖火红狐,19,1.5%,0.0%,48,69.57%
36,魔幻假面喵,6,1.48%,0.0%,41,60.29%
37,皮可西,24,1.45%,0.0%,45,67.16%
38,捷拉奥拉,20,1.32%,0.0%,37,60.66%
39,耿鬼,20,1.28%,0.0%,43,72.88%
40,呆壳兽,26,1.24%,0.0%,37,64.91%
40,沙奈朵,19,1.24%,0.0%,43,75.44%
42,闪焰王牌,21,1.15%,0.0%,42,79.25%
43,岩殿居蟹,23,1.09%,0.0%,38,76.0%
44,太阳伊布,27,1.04%,0.0%,38,79.17%
45,藏饱栗鼠,19,1.0%,0.0%,30,65.22%
46,妙蛙花,23,0.98%,0.0%,27,60.0%
47,花疗环环,23,0.91%,0.0%,29,69.05%
48,烈箭鹰,15,0.87%,0.0%,30,75.0%
49,暴鲤龙,13,0.8%,0.0%,31,83.78%
49,凤王,9,0.8%,0.0%,26,70.27%
51,红莲铠骑,17,0.78%,0.0%,28,77.78%
52,皮卡丘,20,0.74%,0.0%,25,73.53%
53,阿罗拉九尾,12,0.72%,0.0%,19,57.58%
54,魔墙人偶,16,0.65%,0.0%,17,56.67%
55,坚盾剑怪,12,0.46%,0.0%,13,61.9%
56,班基拉斯,13,0.43%,0.0%,15,75.0%
57,水晶灯火灵,13,0.41%,0.0%,15,78.95%
57,拉普拉斯,12,0.41%,0.0%,12,63.16%
57,快龙,13,0.41%,0.0%,14,73.68%
60,列阵兵,5,0.33%,0.0%,12,80.0%
61,胖可丁,4,0.22%,0.0%,7,70.0%
61,古月鸟,7,0.22%,0.0%,6,60.0%
63,勾魂眼,6,0.2%,0.0%,7,77.78%
64,喷火龙,5,0.17%,0.0%,4,50.0%
65,黏美龙,6,0.15%,0.0%,3,42.86%
66,仙子伊布,5,0.13%,0.0%,5,83.33%
66,多龙巴鲁托,3,0.13%,0.0%,5,83.33%
68,玛力露丽,3,0.11%,0.0%,5,100.0%
69,超梦X,3,0.07%,0.0%,3,100.0%
70,铝钢龙,2,0.04%,0.0%,1,50.0%
