排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,超级路卡利欧,64,9.17%,1.2%,192,72.18%
2,密勒顿,42,7.9%,3.59%,155,67.69%
3,拉帝亚斯,42,7.69%,-1.14%,169,75.78%
4,谜拟丘,54,7.66%,-1.43%,167,75.23%
5,火焰鸡,55,7.41%,1.32%,156,72.56%
6,破破舵轮,41,6.62%,2.57%,145,75.52%
7,达克莱伊,47,5.97%,0.35%,130,75.14%
8,武道熊师,39,5.17%,0.61%,115,76.67%
9,嘟嘟利,42,4.93%,-0.11%,97,67.83%
10,梦幻,43,4.86%,-0.5%,107,75.89%
11,叶伊布,46,4.72%,-0.76%,90,65.69%
12,超级喷火龙X,44,4.62%,0.22%,96,71.64%
13,苍响,42,4.55%,-0.52%,87,65.91%
14,阿罗拉雷丘,35,4.41%,-0.72%,100,78.12%
14,路卡利欧,41,4.41%,-1.49%,89,69.53%
16,水伊布,12,4.24%,-1.63%,97,78.86%
17,水君,31,4.17%,-1.06%,96,79.34%
18,甜冷美后,40,4.07%,-1.0%,85,72.03%
19,拉帝欧斯,33,4.03%,-1.2%,93,79.49%
20,索罗亚克,36,3.72%,-1.44%,93,86.11%
21,水箭龟,37,3.62%,-1.0%,70,66.67%
22,幸福蛋,19,3.21%,0.37%,66,70.97%
23,爆肌蚊,33,2.72%,0.11%,56,70.89%
24,花疗环环,20,2.48%,0.38%,59,81.94%
25,魔墙人偶,26,2.45%,0.28%,52,73.24%
25,烈箭鹰,21,2.45%,1.05%,54,76.06%
27,闪焰王牌,33,2.07%,-0.35%,38,63.33%
27,千面避役,29,2.07%,0.67%,44,73.33%
27,皮可西,17,2.07%,-1.6%,43,71.67%
30,卡比兽,19,1.79%,-0.82%,36,69.23%
31,巨钳螳螂,16,1.72%,-0.25%,30,60.0%
32,耿鬼,17,1.66%,-0.83%,36,75.0%
33,白蓬蓬,13,1.59%,0.22%,28,60.87%
34,胡帕,11,1.48%,0.4%,28,65.12%
35,可达鸭,16,1.45%,-0.62%,34,80.95%
36,巴布土拨,24,1.38%,0.87%,31,77.5%
37,妖火红狐,18,1.34%,-0.09%,22,56.41%
37,月亮伊布,22,1.34%,-0.95%,26,66.67%
39,沙奈朵,11,1.31%,-0.95%,28,73.68%
40,帝王拿波,17,1.21%,-0.1%,21,60.0%
41,呆壳兽,14,1.03%,-1.13%,24,80.0%
42,霜奶仙,8,0.97%,-0.41%,20,71.43%
43,象牙猪,13,0.93%,-1.65%,21,77.78%
44,烈咬陆鲨,9,0.86%,0.45%,19,76.0%
45,甲贺忍蛙,15,0.79%,0.22%,17,73.91%
46,冰伊布,13,0.76%,-0.01%,15,68.18%
46,红莲铠骑,11,0.76%,0.31%,14,63.64%
46,朽木妖,14,0.76%,-0.8%,13,59.09%
49,伽勒尔烈焰马,12,0.72%,0.15%,16,76.19%
49,岩殿居蟹,12,0.72%,0.02%,13,61.9%
51,怪力,15,0.69%,0.02%,14,70.0%
52,捷拉奥拉,12,0.66%,0.3%,14,73.68%
52,太阳伊布,12,0.66%,-0.65%,13,68.42%
54,阿勃梭鲁,8,0.52%,0.01%,10,66.67%
55,妙蛙花,9,0.48%,-0.19%,12,85.71%
56,坚盾剑怪,10,0.45%,-0.25%,8,61.54%
57,狙射树枭,8,0.41%,-0.0%,7,58.33%
57,拉普拉斯,7,0.41%,0.19%,9,75.0%
59,苍炎刃鬼,4,0.34%,-0.26%,7,70.0%
60,喷火龙,2,0.31%,0.21%,7,77.78%
61,多龙巴鲁托,4,0.28%,0.08%,6,75.0%
61,暴鲤龙,4,0.28%,0.24%,6,75.0%
61,皮卡丘,7,0.28%,-0.39%,6,75.0%
64,勾魂眼,3,0.24%,-0.01%,3,42.86%
64,超梦Y,6,0.24%,0.02%,4,57.14%
66,快龙,6,0.21%,-0.02%,5,83.33%
67,列阵兵,5,0.17%,0.14%,4,80.0%
67,仙子伊布,4,0.17%,-0.15%,4,80.0%
67,水晶灯火灵,5,0.17%,0.04%,4,80.0%
67,阿罗拉九尾,5,0.17%,0.01%,4,80.0%
67,巨金怪,4,0.17%,-0.05%,3,60.0%
67,魔幻假面喵,5,0.17%,-0.34%,4,80.0%
67,玛力露丽,3,0.17%,-0.31%,3,60.0%
74,班基拉斯,3,0.14%,-0.21%,3,75.0%
74,凤王,4,0.14%,-0.28%,4,100.0%
76,巨锻匠,3,0.1%,-0.02%,3,100.0%
76,古月鸟,3,0.1%,0.04%,2,66.67%
78,藏饱栗鼠,2,0.07%,-0.12%,1,50.0%
78,铝钢龙,2,0.07%,0.0%,2,100.0%
80,超梦X,1,0.03%,-0.03%,1,100.0%
80,胖可丁,1,0.03%,-0.12%,1,100.0%
