排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,甜冷美后,44,27.16%,9.07%,513,70.37%
2,勾魂眼,29,24.85%,11.61%,463,69.42%
3,魔墙人偶,36,15.28%,0.62%,300,73.17%
4,嘟嘟利,28,10.1%,-13.48%,195,71.96%
5,索罗亚克,25,9.84%,-3.4%,166,62.88%
6,坚盾剑怪,24,8.49%,1.69%,157,68.86%
7,梦幻,32,7.6%,-11.84%,137,67.16%
8,路卡利欧,27,7.15%,2.02%,138,71.88%
9,沙奈朵,25,4.55%,0.18%,84,68.85%
10,巨钳螳螂,17,4.4%,1.35%,80,67.8%
11,水箭龟,18,4.14%,1.57%,73,65.77%
12,玛力露丽,28,4.02%,-1.34%,70,64.81%
13,幸福蛋,17,2.79%,-2.54%,55,73.33%
14,妙蛙花,10,2.76%,-0.62%,55,74.32%
15,冰伊布,15,2.68%,-1.99%,56,77.78%
16,象牙猪,21,2.31%,-0.97%,44,70.97%
16,卡比兽,14,2.31%,-1.78%,42,67.74%
18,妖火红狐,17,2.16%,-0.71%,36,62.07%
19,仙子伊布,18,1.83%,-1.5%,30,61.22%
20,班基拉斯,13,1.79%,0.09%,36,75.0%
20,快龙,10,1.79%,0.42%,34,70.83%
22,甲贺忍蛙,17,1.68%,-0.41%,32,71.11%
23,呆壳兽,12,1.3%,-1.77%,25,71.43%
23,胖可丁,8,1.3%,1.1%,23,65.71%
23,皮可西,8,1.3%,-0.75%,22,62.86%
26,喷火龙,14,1.27%,0.17%,25,73.53%
26,烈咬陆鲨,7,1.27%,-0.89%,22,64.71%
28,怪力,13,1.23%,0.21%,23,69.7%
29,白蓬蓬,5,1.12%,-0.0%,18,60.0%
30,铝钢龙,10,1.04%,0.56%,18,64.29%
31,捷拉奥拉,4,1.01%,0.6%,21,77.78%
32,耿鬼,6,0.97%,0.38%,15,57.69%
33,皮卡丘,13,0.86%,0.35%,12,52.17%
33,爆肌蚊,4,0.86%,0.27%,14,60.87%
35,阿勃梭鲁,7,0.82%,-0.22%,16,72.73%
36,古月鸟,7,0.6%,-0.24%,8,50.0%
37,闪焰王牌,9,0.56%,-0.48%,9,60.0%
38,狙射树枭,8,0.45%,-0.04%,11,91.67%
39,烈箭鹰,5,0.41%,-0.07%,5,45.45%
40,藏饱栗鼠,4,0.34%,-0.55%,3,33.33%
41,胡帕,6,0.3%,0.12%,4,50.0%
42,朽木妖,6,0.26%,0.03%,3,42.86%
43,太阳伊布,3,0.22%,-0.08%,2,33.33%
44,岩殿居蟹,3,0.15%,-0.44%,3,75.0%
45,阿罗拉九尾,3,0.11%,-0.65%,2,66.67%
