排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,魔幻假面喵,48,9.4%,1.37%,298,72.33%
2,梦幻,56,8.92%,-0.67%,270,69.05%
3,火焰鸡,57,8.83%,-1.56%,258,66.67%
4,水箭龟,68,8.14%,1.48%,235,65.83%
5,索罗亚克,55,7.69%,-1.03%,229,67.95%
6,白蓬蓬,42,5.84%,-0.0%,190,74.22%
7,巨钳螳螂,46,5.59%,1.17%,179,73.06%
8,朽木妖,60,5.29%,1.89%,164,70.69%
9,千面避役,55,5.27%,-1.64%,158,68.4%
10,叶伊布,63,5.13%,-0.58%,162,72.0%
11,谜拟丘,43,4.47%,0.47%,131,66.84%
12,岩殿居蟹,56,4.36%,0.06%,138,72.25%
13,爆肌蚊,51,4.01%,-0.75%,108,61.36%
14,幸福蛋,40,3.85%,0.74%,118,69.82%
15,超梦Y,31,3.74%,0.76%,131,79.88%
16,胡帕,31,3.56%,0.99%,126,80.77%
17,太阳伊布,40,3.35%,0.64%,104,70.75%
18,密勒顿,36,3.31%,-1.37%,109,75.17%
19,月亮伊布,42,3.17%,0.82%,93,66.91%
20,冰伊布,41,3.15%,0.2%,101,73.19%
21,嘟嘟利,39,3.12%,0.52%,103,75.18%
22,呆壳兽,48,3.08%,0.2%,93,68.89%
23,暴鲤龙,34,2.78%,0.14%,82,67.21%
24,仙子伊布,42,2.76%,-0.1%,82,67.77%
25,烈箭鹰,23,2.03%,0.54%,69,77.53%
26,苍响,29,1.92%,0.39%,64,76.19%
26,路卡利欧,34,1.92%,-1.18%,51,60.71%
28,妖火红狐,41,1.62%,-0.31%,53,74.65%
29,武道熊师,23,1.6%,0.14%,52,74.29%
29,花疗环环,30,1.6%,0.05%,52,74.29%
31,皮可西,28,1.57%,-0.66%,47,68.12%
32,勾魂眼,17,1.53%,-1.62%,54,80.6%
33,象牙猪,21,1.39%,-0.26%,40,65.57%
34,快龙,11,1.19%,-0.45%,40,76.92%
35,卡比兽,22,1.14%,0.29%,38,76.0%
36,阿勃梭鲁,9,1.07%,0.25%,37,78.72%
37,魔墙人偶,23,1.05%,0.47%,32,69.57%
38,古月鸟,15,1.03%,0.03%,34,75.56%
38,喷火龙,19,1.03%,-0.27%,31,68.89%
40,皮卡丘,19,0.98%,-0.24%,33,76.74%
41,妙蛙花,26,0.94%,-0.39%,27,65.85%
42,狙射树枭,18,0.89%,-0.09%,25,64.1%
43,沙奈朵,17,0.87%,-0.01%,32,84.21%
44,烈咬陆鲨,18,0.84%,-0.34%,24,64.86%
45,闪焰王牌,16,0.8%,-0.33%,27,77.14%
45,怪力,16,0.8%,0.23%,22,62.86%
47,甜冷美后,15,0.66%,0.3%,22,75.86%
48,捷拉奥拉,13,0.59%,-0.32%,20,76.92%
49,拉普拉斯,14,0.52%,-0.17%,18,78.26%
50,坚盾剑怪,6,0.48%,-0.12%,17,80.95%
51,水晶灯火灵,12,0.46%,-0.36%,13,65.0%
52,甲贺忍蛙,13,0.43%,-0.08%,18,94.74%
53,阿罗拉九尾,14,0.41%,0.14%,13,72.22%
54,藏饱栗鼠,11,0.39%,-0.36%,16,94.12%
54,巨金怪,13,0.39%,-0.01%,12,70.59%
56,黏美龙,11,0.36%,0.13%,9,56.25%
57,班基拉斯,7,0.34%,-0.02%,13,86.67%
57,多龙巴鲁托,7,0.34%,-0.37%,11,73.33%
59,超梦X,12,0.32%,-0.1%,10,71.43%
60,胖可丁,8,0.27%,-0.25%,10,83.33%
60,玛力露丽,7,0.27%,-0.04%,5,41.67%
62,耿鬼,6,0.23%,-0.23%,8,80.0%
63,铝钢龙,3,0.14%,-0.08%,4,66.67%
