排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,红莲铠骑,61,8.26%,-1.25%,254,71.95%
2,火焰鸡,66,8.19%,0.82%,258,73.71%
2,嘟嘟利,54,8.19%,2.31%,258,73.71%
4,武道熊师,62,7.58%,-2.98%,222,68.52%
5,苍炎刃鬼,70,7.51%,-1.11%,207,64.49%
6,密勒顿,56,7.16%,-0.64%,222,72.55%
7,凤王,49,5.83%,0.94%,172,69.08%
8,甜冷美后,52,5.66%,1.34%,177,73.14%
9,月亮伊布,48,5.62%,-0.16%,165,68.75%
10,象牙猪,46,4.94%,-0.11%,141,66.82%
11,苍响,54,4.85%,-1.08%,149,71.98%
12,甲贺忍蛙,50,4.82%,0.65%,142,68.93%
13,谜拟丘,56,4.38%,0.95%,120,64.17%
14,朽木妖,47,3.93%,-0.41%,111,66.07%
15,喷火龙,64,3.6%,-1.36%,106,68.83%
16,暴鲤龙,45,3.28%,-1.92%,101,72.14%
17,胡帕,33,3.18%,0.91%,101,74.26%
18,幸福蛋,30,3.07%,0.14%,99,75.57%
19,叶伊布,42,3.04%,-0.36%,83,63.85%
20,皮卡丘,45,2.6%,-0.68%,72,64.86%
21,巨钳螳螂,31,2.46%,1.14%,71,67.62%
22,烈咬陆鲨,30,2.2%,0.34%,71,75.53%
22,超梦Y,23,2.2%,0.43%,63,67.02%
24,白蓬蓬,31,2.15%,-1.08%,66,71.74%
25,梦幻,27,2.01%,-0.35%,60,69.77%
26,勾魂眼,14,1.99%,1.2%,62,72.94%
27,路卡利欧,39,1.97%,-0.18%,56,66.67%
28,索罗亚克,24,1.76%,-0.02%,50,66.67%
29,妙蛙花,20,1.57%,-0.12%,51,76.12%
30,快龙,33,1.52%,0.16%,45,69.23%
31,千面避役,35,1.5%,-0.0%,44,68.75%
32,耿鬼,9,1.43%,0.11%,52,85.25%
33,仙子伊布,18,1.36%,0.06%,43,74.14%
34,烈箭鹰,24,1.31%,0.48%,32,57.14%
35,呆壳兽,26,1.17%,0.0%,34,68.0%
35,魔幻假面喵,10,1.17%,-1.06%,33,66.0%
37,阿勃梭鲁,22,1.1%,-0.65%,28,59.57%
38,狙射树枭,23,1.08%,0.53%,32,69.57%
38,沙奈朵,17,1.08%,-0.72%,29,63.04%
40,巨金怪,17,1.05%,0.28%,32,71.11%
41,皮可西,19,1.03%,0.07%,27,61.36%
42,爆肌蚊,20,0.98%,0.02%,25,59.52%
43,古月鸟,17,0.96%,0.17%,35,85.37%
43,怪力,17,0.96%,0.08%,25,60.98%
45,岩殿居蟹,18,0.94%,0.08%,29,72.5%
46,闪焰王牌,13,0.89%,0.31%,28,73.68%
47,水箭龟,20,0.77%,-0.25%,25,75.76%
48,太阳伊布,17,0.75%,-0.25%,22,68.75%
48,卡比兽,16,0.75%,-0.17%,21,65.62%
48,捷拉奥拉,17,0.75%,-0.11%,20,62.5%
48,妖火红狐,19,0.75%,-0.57%,24,75.0%
52,魔墙人偶,16,0.73%,0.1%,22,70.97%
53,胖可丁,15,0.68%,0.51%,19,65.52%
54,花疗环环,16,0.66%,-0.24%,16,57.14%
55,水晶灯火灵,16,0.51%,0.22%,13,59.09%
56,超梦X,7,0.42%,-0.39%,13,72.22%
57,冰伊布,9,0.37%,-0.15%,11,68.75%
57,坚盾剑怪,12,0.37%,-0.13%,11,68.75%
59,拉普拉斯,11,0.35%,0.27%,10,66.67%
60,黏美龙,10,0.28%,0.09%,9,75.0%
61,多龙巴鲁托,3,0.23%,-0.04%,8,80.0%
62,班基拉斯,7,0.21%,0.02%,4,44.44%
63,玛力露丽,7,0.19%,-0.0%,6,75.0%
64,阿罗拉九尾,6,0.16%,0.14%,6,85.71%
64,藏饱栗鼠,3,0.16%,0.12%,4,57.14%
66,列阵兵,6,0.14%,0.06%,6,100.0%
67,铝钢龙,2,0.05%,-0.02%,2,100.0%
