排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,66,11.14%,3.04%,327,71.4%
2,古月鸟,56,10.22%,1.6%,304,72.38%
3,朽木妖,54,7.32%,0.67%,223,74.09%
4,月亮伊布,49,6.89%,1.94%,204,72.08%
5,巨钳螳螂,49,6.33%,0.43%,190,73.08%
6,列阵兵,38,6.28%,1.31%,210,81.4%
7,索罗亚克,48,5.94%,-1.08%,155,63.52%
8,嘟嘟利,42,5.35%,0.17%,164,74.55%
9,路卡利欧,61,5.16%,0.02%,146,68.87%
10,叶伊布,48,5.09%,1.31%,134,64.11%
11,仙子伊布,54,4.77%,1.21%,114,58.16%
12,幸福蛋,37,4.74%,0.78%,138,70.77%
13,胡帕,34,4.36%,-0.9%,121,67.6%
14,白蓬蓬,38,4.06%,1.45%,111,66.47%
15,谜拟丘,45,4.01%,0.94%,109,66.06%
16,快龙,31,3.7%,0.8%,107,70.39%
17,甜冷美后,34,3.58%,-0.79%,104,70.75%
18,巨金怪,34,3.36%,0.09%,91,65.94%
19,千面避役,34,3.28%,-2.13%,91,67.41%
20,魔墙人偶,23,3.09%,0.73%,93,73.23%
21,梦幻,35,2.75%,-1.33%,79,69.91%
22,暴鲤龙,37,2.6%,-0.7%,78,72.9%
22,坚盾剑怪,34,2.6%,-0.14%,62,57.94%
24,班基拉斯,30,2.31%,-2.27%,69,72.63%
25,水箭龟,35,2.17%,-0.75%,68,76.4%
26,太阳伊布,23,2.14%,0.79%,62,70.45%
27,岩殿居蟹,30,1.78%,0.02%,45,61.64%
28,呆壳兽,21,1.7%,-0.08%,48,68.57%
29,象牙猪,25,1.68%,0.13%,49,71.01%
30,沙奈朵,18,1.65%,0.69%,51,75.0%
31,武道熊师,26,1.63%,0.76%,42,62.69%
32,卡比兽,14,1.61%,0.33%,54,81.82%
32,捷拉奥拉,27,1.61%,-0.02%,36,54.55%
34,魔幻假面喵,23,1.58%,0.13%,53,81.54%
35,阿勃梭鲁,12,1.56%,0.57%,40,62.5%
36,藏饱栗鼠,12,1.48%,1.25%,39,63.93%
37,花疗环环,31,1.31%,-0.35%,35,64.81%
38,烈咬陆鲨,19,1.29%,0.17%,38,71.7%
39,冰伊布,25,1.22%,-0.31%,38,76.0%
40,妖火红狐,26,1.19%,-0.66%,34,69.39%
41,怪力,18,1.14%,0.14%,32,68.09%
42,水晶灯火灵,22,1.07%,-1.87%,23,52.27%
43,甲贺忍蛙,22,1.05%,0.39%,27,62.79%
44,爆肌蚊,20,1.02%,0.13%,30,71.43%
45,妙蛙花,27,0.97%,-0.71%,25,62.5%
46,皮可西,15,0.88%,-0.65%,29,80.56%
47,闪焰王牌,14,0.83%,-0.43%,24,70.59%
47,烈箭鹰,13,0.83%,-0.22%,24,70.59%
49,狙射树枭,18,0.71%,-0.74%,23,79.31%
49,黏美龙,18,0.71%,0.43%,22,75.86%
51,多龙巴鲁托,3,0.56%,-0.04%,16,69.57%
52,皮卡丘,14,0.49%,-0.27%,12,60.0%
53,喷火龙,11,0.36%,0.02%,10,66.67%
53,拉普拉斯,12,0.36%,0.23%,12,80.0%
55,玛力露丽,9,0.32%,-0.13%,7,53.85%
55,阿罗拉九尾,11,0.32%,0.06%,7,53.85%
57,胖可丁,6,0.29%,-0.85%,7,58.33%
58,勾魂眼,6,0.24%,-0.28%,4,40.0%
59,铝钢龙,4,0.17%,0.07%,4,57.14%
60,耿鬼,5,0.12%,-0.15%,3,60.0%
