排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,71,9.81%,2.98%,573,73.46%
2,路卡利欧,68,9.33%,2.39%,488,65.77%
3,甜冷美后,51,9.08%,-0.04%,526,72.85%
4,魔墙人偶,57,8.87%,1.92%,535,75.89%
5,武道熊师,42,8.83%,1.77%,535,76.21%
6,卡比兽,59,7.94%,-7.79%,478,75.75%
7,巨钳螳螂,51,7.84%,4.03%,457,73.35%
8,甲贺忍蛙,59,7.45%,-0.8%,437,73.82%
9,嘟嘟利,47,7.35%,3.58%,441,75.51%
10,闪焰王牌,56,6.58%,-3.51%,371,70.94%
11,妖火红狐,60,6.23%,1.33%,361,72.93%
12,勾魂眼,31,5.87%,-2.36%,354,75.8%
13,沙奈朵,51,5.58%,2.72%,327,73.65%
14,阿罗拉九尾,62,5.32%,1.49%,297,70.21%
15,坚盾剑怪,47,5.14%,1.48%,291,71.15%
16,白蓬蓬,45,5.12%,2.61%,309,75.92%
17,象牙猪,50,4.34%,1.49%,242,70.14%
18,索罗亚克,41,4.26%,-1.64%,232,68.44%
19,玛力露丽,57,4.21%,0.46%,253,75.52%
20,冰伊布,29,3.96%,1.31%,231,73.33%
21,铝钢龙,38,3.07%,0.26%,183,75.0%
22,怪力,35,2.96%,1.44%,187,79.57%
23,幸福蛋,43,2.3%,-1.49%,131,71.58%
24,妙蛙花,40,2.24%,-0.2%,126,70.79%
25,仙子伊布,19,1.97%,-0.12%,117,74.52%
26,古月鸟,31,1.9%,-0.04%,106,70.2%
27,快龙,24,1.72%,0.08%,104,75.91%
28,班基拉斯,22,1.61%,-0.89%,88,68.75%
29,狙射树枭,45,1.51%,-0.49%,84,70.0%
30,捷拉奥拉,30,1.5%,-0.09%,81,68.07%
31,水箭龟,32,1.43%,0.34%,89,78.07%
32,烈箭鹰,22,1.3%,0.38%,77,74.76%
33,呆壳兽,27,1.27%,-0.27%,77,76.24%
34,藏饱栗鼠,22,1.21%,-0.2%,70,72.92%
35,太阳伊布,24,1.11%,0.02%,62,70.45%
36,烈咬陆鲨,20,0.98%,-0.33%,56,71.79%
37,阿勃梭鲁,31,0.94%,-0.3%,46,61.33%
38,胖可丁,15,0.87%,0.39%,55,79.71%
39,喷火龙,23,0.84%,-0.53%,53,79.1%
40,皮可西,10,0.81%,0.03%,38,59.38%
41,耿鬼,18,0.67%,-1.62%,35,66.04%
42,爆肌蚊,19,0.58%,0.28%,24,52.17%
43,胡帕,13,0.47%,0.28%,27,72.97%
44,皮卡丘,18,0.42%,-0.47%,29,87.88%
45,朽木妖,14,0.3%,-0.04%,16,66.67%
46,岩殿居蟹,11,0.29%,-0.0%,17,73.91%
