排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,甜冷美后,60,10.52%,0.0%,349,77.38%
2,千面避役,57,9.4%,0.0%,285,70.72%
3,坚盾剑怪,67,8.47%,0.0%,253,69.7%
4,伽勒尔烈焰马,38,6.53%,0.0%,232,82.86%
5,索罗亚克,50,5.55%,0.0%,179,75.21%
6,武道熊师,48,5.53%,0.0%,163,68.78%
7,苍炎刃鬼,42,4.83%,0.0%,149,71.98%
8,烈咬陆鲨,45,4.78%,0.0%,148,72.2%
9,密勒顿,38,4.38%,0.0%,133,70.74%
10,超梦Y,33,4.29%,0.0%,135,73.37%
11,月亮伊布,32,4.22%,0.0%,127,70.17%
12,甲贺忍蛙,49,3.71%,0.0%,113,71.07%
13,幸福蛋,28,3.61%,0.0%,118,76.13%
14,叶伊布,38,3.54%,0.0%,114,75.0%
15,谜拟丘,35,3.47%,0.0%,102,68.46%
16,怪力,37,3.31%,0.0%,101,71.13%
17,火焰鸡,47,3.17%,0.0%,96,70.59%
18,嘟嘟利,34,3.01%,0.0%,89,68.99%
19,爆肌蚊,38,2.38%,0.0%,70,68.63%
20,苍响,27,2.36%,0.0%,76,75.25%
21,路卡利欧,31,2.31%,0.0%,72,72.73%
22,象牙猪,23,2.19%,0.0%,67,71.28%
23,巨钳螳螂,27,2.17%,0.0%,62,66.67%
24,呆壳兽,22,2.12%,0.0%,64,70.33%
25,冰伊布,37,2.1%,0.0%,64,71.11%
26,凤王,33,1.91%,0.0%,60,73.17%
27,可达鸭,26,1.82%,0.0%,65,83.33%
27,阿勃梭鲁,32,1.82%,0.0%,49,62.82%
29,巨金怪,24,1.75%,0.0%,53,70.67%
30,朽木妖,27,1.73%,0.0%,54,72.97%
30,花疗环环,23,1.73%,0.0%,50,67.57%
32,巨锻匠,22,1.54%,0.0%,53,80.3%
32,太阳伊布,30,1.54%,0.0%,41,62.12%
34,胡帕,18,1.47%,0.0%,47,74.6%
34,岩殿居蟹,12,1.47%,0.0%,55,87.3%
36,耿鬼,14,1.42%,0.0%,48,78.69%
36,妙蛙花,10,1.42%,0.0%,45,73.77%
38,捷拉奥拉,16,1.14%,0.0%,34,69.39%
38,白蓬蓬,16,1.14%,0.0%,35,71.43%
38,梦幻,21,1.14%,0.0%,40,81.63%
41,闪焰王牌,16,1.05%,0.0%,37,82.22%
42,卡比兽,13,0.96%,0.0%,34,82.93%
42,达克莱伊,19,0.96%,0.0%,28,68.29%
42,皮可西,14,0.96%,0.0%,26,63.41%
45,沙奈朵,16,0.77%,0.0%,23,69.7%
46,阿罗拉九尾,13,0.75%,0.0%,21,65.62%
47,喷火龙,16,0.72%,0.0%,23,74.19%
48,暴鲤龙,16,0.7%,0.0%,18,60.0%
49,水箭龟,16,0.65%,0.0%,15,53.57%
50,烈箭鹰,14,0.63%,0.0%,21,77.78%
51,狙射树枭,17,0.54%,0.0%,17,73.91%
51,皮卡丘,14,0.54%,0.0%,17,73.91%
53,胖可丁,9,0.47%,0.0%,17,85.0%
53,红莲铠骑,9,0.47%,0.0%,16,80.0%
55,古月鸟,12,0.4%,0.0%,11,64.71%
56,仙子伊布,6,0.37%,0.0%,14,87.5%
57,妖火红狐,11,0.35%,0.0%,8,53.33%
57,魔墙人偶,9,0.35%,0.0%,10,66.67%
59,黏美龙,7,0.33%,0.0%,11,78.57%
60,列阵兵,3,0.3%,0.0%,11,84.62%
61,水晶灯火灵,11,0.28%,0.0%,10,83.33%
62,魔幻假面喵,8,0.26%,0.0%,7,63.64%
63,快龙,7,0.21%,0.0%,9,100.0%
64,勾魂眼,7,0.19%,0.0%,5,62.5%
65,超梦X,4,0.16%,0.0%,7,100.0%
66,玛力露丽,4,0.12%,0.0%,5,100.0%
67,藏饱栗鼠,3,0.09%,0.0%,3,75.0%
67,班基拉斯,4,0.09%,0.0%,3,75.0%
67,多龙巴鲁托,4,0.09%,0.0%,3,75.0%
67,拉普拉斯,4,0.09%,0.0%,2,50.0%
71,铝钢龙,2,0.05%,0.0%,2,100.0%
