排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,谜拟丘,54,9.09%,3.15%,203,71.23%
2,拉帝亚斯,45,8.83%,3.06%,213,76.9%
3,超级路卡利欧,62,7.97%,2.66%,174,69.6%
4,火焰鸡,51,6.09%,0.49%,135,70.68%
5,路卡利欧,47,5.9%,0.76%,125,67.57%
6,水伊布,11,5.87%,0.0%,145,78.8%
7,达克莱伊,54,5.61%,0.93%,133,75.57%
8,叶伊布,50,5.48%,1.35%,108,62.79%
9,梦幻,39,5.36%,-0.08%,121,72.02%
10,拉帝欧斯,42,5.23%,-5.43%,107,65.24%
10,水君,37,5.23%,0.55%,106,64.63%
12,索罗亚克,39,5.17%,1.25%,114,70.37%
13,阿罗拉雷丘,38,5.13%,0.67%,118,73.29%
14,甜冷美后,48,5.07%,0.27%,122,76.73%
14,苍响,44,5.07%,-1.29%,112,70.44%
16,嘟嘟利,41,5.04%,0.28%,114,72.15%
17,水箭龟,47,4.62%,0.79%,95,65.52%
18,武道熊师,41,4.56%,2.37%,109,76.22%
19,超级喷火龙X,42,4.4%,-2.0%,99,71.74%
20,密勒顿,42,4.3%,0.93%,92,68.15%
21,破破舵轮,38,4.05%,-0.04%,86,67.72%
22,皮可西,29,3.67%,0.76%,80,69.57%
23,幸福蛋,26,2.84%,-0.41%,55,61.8%
24,爆肌蚊,37,2.61%,0.42%,59,71.95%
24,卡比兽,29,2.61%,0.8%,61,74.39%
26,象牙猪,20,2.58%,-0.54%,65,80.25%
27,耿鬼,22,2.49%,0.3%,61,78.21%
28,闪焰王牌,32,2.42%,0.74%,52,68.42%
29,月亮伊布,35,2.3%,-1.16%,43,59.72%
30,沙奈朵,13,2.26%,-0.35%,53,74.65%
31,魔墙人偶,25,2.17%,0.74%,52,76.47%
31,呆壳兽,30,2.17%,0.95%,48,70.59%
33,花疗环环,24,2.1%,1.09%,51,77.27%
34,可达鸭,21,2.07%,0.3%,43,66.15%
35,巨钳螳螂,21,1.98%,-0.09%,45,72.58%
36,朽木妖,16,1.56%,0.13%,35,71.43%
37,妖火红狐,15,1.43%,0.72%,27,60.0%
38,千面避役,19,1.4%,-0.32%,29,65.91%
38,烈箭鹰,20,1.4%,0.6%,29,65.91%
40,白蓬蓬,19,1.37%,0.53%,30,69.77%
40,霜奶仙,15,1.37%,0.06%,29,67.44%
42,帝王拿波,20,1.31%,-0.21%,27,65.85%
42,太阳伊布,20,1.31%,-0.34%,29,70.73%
44,胡帕,14,1.08%,-0.43%,21,61.76%
45,冰伊布,10,0.77%,0.09%,20,83.33%
46,岩殿居蟹,13,0.7%,-0.94%,14,63.64%
46,坚盾剑怪,15,0.7%,0.11%,10,45.45%
48,皮卡丘,14,0.67%,0.5%,14,66.67%
48,怪力,12,0.67%,-0.13%,13,61.9%
48,妙蛙花,12,0.67%,0.08%,14,66.67%
51,苍炎刃鬼,9,0.61%,-0.07%,15,78.95%
52,伽勒尔烈焰马,11,0.57%,0.03%,10,55.56%
52,甲贺忍蛙,13,0.57%,-0.27%,11,61.11%
54,阿勃梭鲁,7,0.51%,0.3%,13,81.25%
54,巴布土拨,10,0.51%,0.13%,15,93.75%
54,魔幻假面喵,7,0.51%,0.13%,12,75.0%
57,玛力露丽,5,0.48%,0.31%,11,73.33%
58,红莲铠骑,7,0.45%,-0.1%,11,78.57%
59,狙射树枭,9,0.41%,-0.51%,11,84.62%
59,凤王,7,0.41%,0.08%,7,53.85%
59,烈咬陆鲨,11,0.41%,-0.01%,8,61.54%
62,班基拉斯,5,0.35%,0.31%,7,63.64%
62,捷拉奥拉,10,0.35%,-0.41%,6,54.55%
64,仙子伊布,6,0.32%,-0.48%,9,90.0%
65,勾魂眼,7,0.26%,0.17%,7,87.5%
66,超梦Y,3,0.22%,-0.03%,6,85.71%
66,巨金怪,6,0.22%,-0.24%,6,85.71%
66,快龙,4,0.22%,-0.11%,6,85.71%
66,拉普拉斯,4,0.22%,-0.2%,4,57.14%
70,藏饱栗鼠,5,0.19%,-0.1%,4,66.67%
70,多龙巴鲁托,5,0.19%,-0.31%,4,66.67%
72,阿罗拉九尾,4,0.16%,-0.01%,5,100.0%
72,胖可丁,5,0.16%,-0.18%,3,60.0%
74,巨锻匠,4,0.13%,-0.13%,3,75.0%
74,水晶灯火灵,4,0.13%,-0.08%,4,100.0%
76,喷火龙,3,0.1%,-0.16%,2,66.67%
77,超梦X,2,0.06%,0.02%,1,50.0%
77,古月鸟,1,0.06%,-0.02%,1,50.0%
79,暴鲤龙,1,0.03%,-0.01%,1,100.0%
79,黏美龙,1,0.03%,0.0%,0,0.0%
79,列阵兵,1,0.03%,-0.01%,1,100.0%
