,一共游戏场数,6298
1,梦幻,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,61,24.07%,1128,74.41%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,T2_Supercell,83,75.45%
,,RNSヤWafu,75,85.23%
,,NightmewFoxy,67,84.81%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		高速移动	逃脱按键,364,73.09%,44
,,日光束	光墙		逃脱按键,284,70.65%,48
,,电球		高速移动	逃脱按键,209,77.12%,33
,,日光束	高速移动	逃脱按键,106,80.3%,34
,,日光束	光墙		速度强化,38,80.85%,7
,,电球		高速移动	速度强化,24,75.0%,3
,,电球		指导		逃脱按键,22,88.0%,11
,,冲浪		高速移动	速度强化,12,63.16%,5
,,冲浪		技能未定	逃脱按键,11,91.67%,8
,,冲浪		光墙		逃脱按键,11,55.0%,9
,,技能未定	技能未定	逃脱按键,10,100.0%,9
,,电球		光墙		逃脱按键,8,88.89%,4
,,冲浪		指导		逃脱按键,6,85.71%,4
,,电球		技能未定	逃脱按键,6,85.71%,5
,,冲浪		高速移动	攻击强化,4,100.0%,2
,,日光束	指导		逃脱按键,3,100.0%,3
,,日光束	技能未定	逃脱按键,3,75.0%,4
,,电球		高速移动	攻击强化,2,100.0%,1
,,电球		指导		攻击强化,2,50.0%,1
,,冲浪		光墙		速度强化,1,100.0%,1
,,电球		技能未定	速度强化,1,100.0%,1
,,日光束	技能未定	速度强化,1,50.0%,2
,,日光束	高速移动	速度强化,0,0.0%,1
,,日光束	光墙		攻击强化,0,0.0%,1
,,电球		高速移动	得分加速装置,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	贝壳之铃	博识眼镜,627,73.85%,32
,,讲究眼镜	进击眼镜	博识眼镜,441,74.62%,22
,,讲究眼镜	进击眼镜	贝壳之铃,14,77.78%,1
,,讲究眼镜	学习装置	轻石	,6,100.0%,1
,,讲究眼镜	能量增幅器	贝壳之铃,1,100.0%,1
,,讲究眼镜	气势头带	博识眼镜,1,33.33%,1
2,魔墙人偶,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,70,22.75%,1067,74.46%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,MoneyMaxTV,71,78.02%
,,MYSヤFroggy,70,82.35%
,,TILTED×Saz,58,73.42%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,念力		力量互换	速度强化,805,75.16%,59
,,念力		屏障		速度强化,133,71.12%,28
,,念力		屏障		伤药	,62,77.5%,3
,,念力		力量互换	伤药	,36,65.45%,3
,,念力		力量互换	逃脱按键,18,72.0%,4
,,念力		屏障		逃脱按键,9,81.82%,5
,,精神强念	力量互换	速度强化,3,100.0%,2
,,念力		力量互换	得分加速装置,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	进击眼镜	气势头带,934,74.6%,51
,,进击眼镜	气势头带	博识眼镜,83,78.3%,5
,,讲究眼镜	进击眼镜	博识眼镜,14,58.33%,5
,,能量增幅器	进击眼镜	气势头带,16,94.12%,2
,,得分护盾	进击眼镜	气势头带,11,57.89%,1
,,亿奥斯饼干	进击眼镜	气势头带,2,66.67%,1
,,救援屏障	进击眼镜	博识眼镜,1,100.0%,1
,,救援屏障	进击眼镜	气势头带,0,0.0%,1
3,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,49,19.99%,898,71.33%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,モモンガ@39,91,66.42%
,,ChocoboTTVヅ,75,67.57%
,,-月光闇-,68,74.73%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三重攻击	高速移动	万灵药,707,72.96%,43
,,三重攻击	高速移动	逃脱按键,94,62.25%,4
,,三重攻击	高速移动	攻击强化,41,73.21%,2
,,啄钻		飞踢		万灵药,24,64.86%,3
,,三重攻击	高速移动	得分加速装置,15,88.24%,2
,,三重攻击	飞踢		万灵药,11,78.57%,4
,,三重攻击	高速移动	速度强化,5,45.45%,3
,,三重攻击	高速移动	伤药	,1,100.0%,1
,,啄钻		高速移动	万灵药,0,0.0%,2
,,技能未定	技能未定	万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	轻石		锐利之爪,430,73.5%,17
,,得分护盾	猛攻哑铃	锐利之爪,159,64.9%,10
,,猛攻哑铃	气势头带	锐利之爪,70,72.92%,10
,,亿奥斯饼干	猛攻哑铃	锐利之爪,142,68.93%,4
,,猛攻哑铃	力量头带	锐利之爪,64,83.12%,3
,,得分护盾	亿奥斯饼干	锐利之爪,10,83.33%,2
,,能量增幅器	得分护盾	猛攻哑铃,22,62.86%,1
,,得分护盾	猛攻哑铃	焦点镜,1,50.0%,1
,,猛攻哑铃	轻石		力量头带,0,0.0%,1
4,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,39,11.75%,540,72.97%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ラティアス,122,80.26%
,,ろんろん,70,67.31%
,,ほばち,41,82.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三旋击	青草滑梯	攻击强化,190,77.87%,15
,,踩踏		青草滑梯	攻击强化,105,66.46%,16
,,踩踏		青草滑梯	万灵药,53,82.81%,10
,,踩踏		热带踢	攻击强化,46,66.67%,10
,,三旋击	青草滑梯	伤药	,40,88.89%,1
,,踩踏		青草滑梯	速度强化,32,62.75%,6
,,踩踏		热带踢	万灵药,23,74.19%,7
,,三旋击	青草滑梯	万灵药,21,75.0%,6
,,踩踏		青草滑梯	伤药	,11,45.83%,4
,,踩踏		热带踢	速度强化,5,55.56%,3
,,三旋击	热带踢	万灵药,3,100.0%,3
,,三旋击	热带踢	伤药	,3,100.0%,2
,,三旋击	青草滑梯	速度强化,3,75.0%,2
,,三旋击	热带踢	攻击强化,2,100.0%,2
,,踩踏		热带踢	伤药	,2,50.0%,3
,,三旋击	热带踢	逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	弱点保险,445,73.43%,33
,,猛攻哑铃	锐利之爪	弱点保险,11,78.57%,2
,,亿奥斯饼干	猛攻哑铃	弱点保险,70,67.31%,1
,,能量增幅器	猛攻哑铃	弱点保险,2,66.67%,1
5,索罗亚克,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,32,10.86%,479,70.03%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,S4L-,68,65.38%
,,ㅤㅤㅤ|,54,83.08%
,,sスライム,53,75.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗袭要害	暗影爪	万灵药,259,69.07%,22
,,出奇一击	暗影爪	万灵药,130,73.45%,12
