排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍响,37,25.32%,-8.18%,935,74.56%
2,冰伊布,68,19.77%,7.4%,684,69.87%
3,索罗亚克,51,11.67%,-1.12%,386,66.78%
4,嘟嘟利,46,10.1%,2.34%,367,73.4%
5,拉普拉斯,54,9.75%,-1.73%,342,70.81%
6,花疗环环,26,9.43%,-1.1%,337,72.16%
7,呆壳兽,43,8.08%,-1.65%,280,70.0%
8,阿罗拉九尾,41,4.89%,1.42%,168,69.42%
9,勾魂眼,27,4.66%,2.11%,180,77.92%
10,胡帕,24,4.26%,1.61%,156,73.93%
11,水晶灯火灵,35,4.12%,-0.29%,138,67.65%
12,梦幻,35,3.96%,1.32%,135,68.88%
13,皮可西,30,3.55%,0.83%,125,71.02%
14,水箭龟,41,3.27%,1.33%,122,75.31%
14,幸福蛋,22,3.27%,1.4%,107,66.05%
16,白蓬蓬,25,2.89%,0.93%,111,77.62%
17,妖火红狐,28,2.69%,0.63%,82,61.65%
18,卡比兽,21,2.5%,1.11%,90,72.58%
19,古月鸟,21,2.46%,-0.09%,104,85.25%
20,武道熊师,37,2.44%,-0.32%,89,73.55%
21,巨钳螳螂,23,2.42%,-0.73%,82,68.33%
22,朽木妖,22,1.98%,0.31%,72,73.47%
23,沙奈朵,19,1.92%,-0.98%,64,67.37%
24,烈箭鹰,22,1.84%,0.8%,67,73.63%
25,捷拉奥拉,5,1.68%,-0.36%,63,75.9%
26,妙蛙花,20,1.47%,0.66%,41,56.16%
27,仙子伊布,25,1.41%,0.5%,47,67.14%
27,闪焰王牌,21,1.41%,-0.13%,49,70.0%
29,路卡利欧,23,1.31%,-0.01%,46,70.77%
30,怪力,29,1.27%,-0.44%,43,68.25%
31,魔墙人偶,14,1.19%,0.15%,42,71.19%
32,狙射树枭,15,1.05%,-0.28%,32,61.54%
33,太阳伊布,16,0.97%,-3.69%,31,64.58%
33,爆肌蚊,20,0.97%,-0.0%,36,75.0%
35,甲贺忍蛙,18,0.81%,0.14%,26,65.0%
36,喷火龙,10,0.61%,0.14%,20,66.67%
37,黏美龙,6,0.59%,-0.46%,23,79.31%
38,阿勃梭鲁,16,0.57%,-0.09%,17,60.71%
39,皮卡丘,9,0.55%,-0.17%,17,62.96%
40,胖可丁,7,0.5%,0.09%,19,76.0%
40,象牙猪,10,0.5%,0.05%,15,60.0%
42,藏饱栗鼠,9,0.4%,-0.02%,12,60.0%
43,甜冷美后,8,0.36%,0.25%,11,61.11%
44,坚盾剑怪,10,0.32%,0.02%,12,75.0%
44,岩殿居蟹,10,0.32%,0.15%,9,56.25%
46,多龙巴鲁托,8,0.3%,-0.04%,9,60.0%
47,铝钢龙,4,0.18%,0.12%,3,33.33%
48,烈咬陆鲨,6,0.14%,-0.19%,6,85.71%
48,玛力露丽,7,0.14%,0.1%,5,71.43%
50,班基拉斯,3,0.12%,-0.56%,3,50.0%
50,耿鬼,3,0.12%,0.01%,5,83.33%
52,快龙,3,0.06%,-0.08%,2,66.67%
