排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,76,9.03%,0.65%,350,66.41%
2,武道熊师,73,9.01%,1.08%,361,68.63%
3,叶伊布,65,6.38%,-0.35%,269,72.31%
4,谜拟丘,69,6.17%,0.14%,217,60.28%
5,索罗亚克,67,6.0%,-0.22%,232,66.29%
6,密勒顿,64,5.93%,1.65%,228,65.9%
7,达克莱伊,59,5.78%,0.66%,239,70.92%
8,月亮伊布,59,5.24%,-0.22%,213,69.61%
9,超梦Y,51,4.49%,0.95%,176,67.18%
10,梦幻,53,4.22%,-0.38%,174,70.73%
11,路卡利欧,57,4.18%,1.4%,173,70.9%
12,烈咬陆鲨,56,3.84%,0.7%,159,70.98%
13,苍响,34,3.82%,0.33%,160,71.75%
14,嘟嘟利,60,3.8%,-0.59%,160,72.07%
15,可达鸭,24,3.79%,1.05%,180,81.45%
16,幸福蛋,38,3.74%,-0.43%,154,70.64%
17,阿勃梭鲁,33,3.68%,0.16%,158,73.49%
18,甲贺忍蛙,55,3.34%,-0.83%,140,71.79%
19,苍炎刃鬼,52,3.24%,-0.0%,130,68.78%
20,甜冷美后,45,2.98%,0.98%,127,72.99%
21,朽木妖,47,2.67%,-0.11%,103,66.03%
22,冰伊布,49,2.43%,0.47%,97,68.31%
23,怪力,47,2.35%,-0.56%,93,67.88%
24,捷拉奥拉,44,2.26%,1.09%,93,70.45%
25,太阳伊布,30,2.09%,-0.22%,85,69.67%
26,呆壳兽,33,1.97%,-0.1%,81,70.43%
27,藏饱栗鼠,34,1.9%,-0.11%,78,70.27%
28,千面避役,35,1.75%,-0.74%,58,56.86%
29,卡比兽,28,1.68%,0.42%,59,60.2%
30,胡帕,27,1.61%,-0.0%,72,76.6%
31,妙蛙花,32,1.58%,0.44%,68,73.91%
32,白蓬蓬,29,1.51%,-0.05%,56,63.64%
33,阿罗拉九尾,29,1.37%,0.6%,55,68.75%
34,沙奈朵,21,1.32%,-0.5%,59,76.62%
35,象牙猪,26,1.06%,-0.5%,35,56.45%
35,仙子伊布,27,1.06%,0.24%,42,67.74%
37,拉普拉斯,26,1.03%,-0.23%,36,60.0%
38,皮卡丘,22,1.01%,-0.46%,34,57.63%
39,岩殿居蟹,22,0.84%,-0.05%,35,71.43%
39,花疗环环,26,0.84%,0.02%,31,63.27%
39,暴鲤龙,18,0.84%,-0.16%,30,61.22%
39,烈箭鹰,15,0.84%,-0.21%,29,59.18%
39,班基拉斯,13,0.84%,-0.0%,28,57.14%
44,巨金怪,22,0.82%,0.21%,31,64.58%
45,巨钳螳螂,18,0.77%,-0.4%,30,66.67%
46,魔幻假面喵,10,0.75%,-0.7%,35,79.55%
46,水箭龟,25,0.75%,-0.12%,28,63.64%
46,红莲铠骑,17,0.75%,-0.23%,32,72.73%
46,爆肌蚊,25,0.75%,0.02%,29,65.91%
46,列阵兵,8,0.75%,-0.33%,33,75.0%
51,凤王,24,0.7%,-0.42%,26,63.41%
52,喷火龙,10,0.58%,0.16%,22,64.71%
53,皮可西,15,0.55%,-0.54%,19,59.38%
53,黏美龙,18,0.55%,0.23%,18,56.25%
55,闪焰王牌,19,0.53%,-0.91%,19,61.29%
56,耿鬼,16,0.51%,-1.85%,20,66.67%
56,玛力露丽,13,0.51%,-0.05%,20,66.67%
58,快龙,17,0.5%,-0.27%,17,58.62%
59,坚盾剑怪,17,0.48%,-0.27%,19,67.86%
59,魔墙人偶,15,0.48%,-0.24%,19,67.86%
61,狙射树枭,17,0.45%,-0.19%,23,88.46%
62,勾魂眼,12,0.43%,0.08%,18,72.0%
63,胖可丁,5,0.33%,-0.38%,10,52.63%
64,妖火红狐,7,0.21%,-0.32%,7,58.33%
65,水晶灯火灵,9,0.19%,0.05%,6,54.55%
66,古月鸟,5,0.09%,-0.12%,3,60.0%
66,超梦X,2,0.09%,-0.21%,4,80.0%
68,多龙巴鲁托,3,0.07%,-0.07%,3,75.0%
69,铝钢龙,1,0.03%,-0.0%,1,50.0%
