排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,超级路卡利欧,122,26.54%,20.38%,1545,77.68%
2,达克莱伊,95,10.15%,9.16%,578,75.95%
3,超级喷火龙X,19,9.3%,0.0%,566,81.21%
4,火焰鸡,96,7.2%,2.74%,409,75.74%
5,路卡利欧,66,4.86%,-2.55%,284,78.02%
6,耿鬼,50,4.47%,3.03%,252,75.22%
7,幸福蛋,48,3.96%,1.42%,222,74.75%
8,水君,46,3.2%,-0.49%,180,75.0%
9,叶伊布,62,3.03%,-2.13%,169,74.45%
10,闪焰王牌,49,2.99%,1.18%,167,74.55%
11,花疗环环,41,2.98%,1.17%,173,77.58%
12,索罗亚克,61,2.92%,-2.94%,167,76.26%
13,皮可西,45,2.75%,-1.31%,157,76.21%
13,阿罗拉雷丘,52,2.75%,-4.26%,160,77.67%
15,烈箭鹰,36,2.74%,1.15%,161,78.54%
16,梦幻,60,2.72%,-3.8%,147,72.06%
17,苍响,43,2.67%,-2.86%,145,72.5%
18,月亮伊布,61,2.66%,-0.15%,145,72.86%
19,嘟嘟利,57,2.6%,-4.04%,155,79.49%
20,卡比兽,39,2.43%,-0.6%,137,75.27%
21,拉帝亚斯,32,2.36%,1.96%,136,76.84%
22,密勒顿,40,2.15%,-2.9%,129,80.12%
23,甜冷美后,55,2.01%,-8.16%,116,76.82%
24,妖火红狐,32,1.95%,0.03%,113,77.4%
25,甲贺忍蛙,45,1.76%,-1.11%,97,73.48%
26,朽木妖,38,1.73%,-0.99%,99,76.15%
27,水箭龟,36,1.53%,-3.19%,94,81.74%
28,拉帝欧斯,46,1.37%,-2.68%,72,69.9%
29,冰伊布,19,1.31%,-0.02%,79,80.61%
30,爆肌蚊,35,1.27%,-0.83%,60,63.16%
31,帝王拿波,33,1.24%,-4.73%,61,65.59%
32,胡帕,19,1.21%,-1.66%,73,80.22%
33,沙奈朵,19,1.15%,0.67%,74,86.05%
33,快龙,8,1.15%,-0.14%,64,74.42%
35,岩殿居蟹,23,1.12%,-1.05%,65,77.38%
35,阿勃梭鲁,22,1.12%,-0.98%,68,80.95%
37,巴布土拨,34,1.04%,-3.09%,58,74.36%
38,白蓬蓬,27,1.01%,-2.19%,60,78.95%
39,捷拉奥拉,27,0.96%,0.11%,48,66.67%
39,妙蛙花,28,0.96%,-4.64%,56,77.78%
41,武道熊师,39,0.88%,-4.13%,52,78.79%
42,藏饱栗鼠,8,0.85%,0.74%,53,82.81%
43,太阳伊布,23,0.75%,-1.32%,43,76.79%
44,谜拟丘,30,0.73%,-1.44%,39,70.91%
45,可达鸭,23,0.72%,-0.05%,44,81.48%
45,呆壳兽,23,0.72%,0.39%,36,66.67%
47,巨钳螳螂,21,0.68%,-1.46%,37,72.55%
48,魔幻假面喵,14,0.63%,0.04%,35,74.47%
49,伽勒尔烈焰马,14,0.6%,-0.17%,36,80.0%
49,象牙猪,23,0.6%,-0.51%,36,80.0%
51,千面避役,22,0.49%,-0.91%,29,78.38%
52,霜奶仙,12,0.48%,-0.96%,26,72.22%
53,皮卡丘,16,0.45%,0.16%,26,76.47%
54,苍炎刃鬼,17,0.41%,0.23%,20,64.52%
54,喷火龙,18,0.41%,0.01%,22,70.97%
56,魔墙人偶,16,0.37%,0.0%,18,64.29%
57,坚盾剑怪,18,0.36%,-0.56%,19,70.37%
58,怪力,19,0.35%,-0.21%,14,53.85%
58,狙射树枭,18,0.35%,-0.46%,20,76.92%
60,拉普拉斯,19,0.33%,-0.74%,17,68.0%
61,阿罗拉九尾,6,0.32%,0.25%,16,66.67%
62,烈咬陆鲨,9,0.29%,-0.85%,16,72.73%
62,凤王,9,0.29%,-0.52%,14,63.64%
64,红莲铠骑,17,0.27%,-1.24%,16,80.0%
65,多龙巴鲁托,9,0.25%,-0.12%,14,73.68%
65,巨金怪,11,0.25%,-0.08%,15,78.95%
67,巨锻匠,8,0.17%,0.06%,8,61.54%
68,水晶灯火灵,5,0.12%,-0.06%,8,88.89%
68,仙子伊布,8,0.12%,-0.65%,7,77.78%
70,玛力露丽,8,0.11%,0.07%,7,87.5%
70,班基拉斯,3,0.11%,-0.04%,5,62.5%
72,暴鲤龙,7,0.09%,-0.16%,5,71.43%
72,勾魂眼,6,0.09%,-0.05%,7,100.0%
72,胖可丁,7,0.09%,-0.05%,6,85.71%
72,超梦Y,6,0.09%,-0.24%,6,85.71%
76,黏美龙,6,0.08%,-0.25%,3,50.0%
77,超梦X,3,0.04%,-0.22%,1,33.33%
77,列阵兵,2,0.04%,-0.07%,3,100.0%
79,铝钢龙,2,0.03%,-0.01%,2,100.0%
80,古月鸟,1,0.01%,-0.24%,0,0.0%
