排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,索罗亚克,57,10.99%,0.0%,341,66.86%
2,苍响,48,8.62%,0.0%,298,74.5%
3,冰伊布,54,6.87%,0.0%,216,67.71%
4,千面避役,50,5.9%,0.0%,191,69.71%
5,嘟嘟利,37,5.62%,0.0%,186,71.26%
6,水箭龟,55,5.36%,0.0%,185,74.3%
7,叶伊布,53,4.98%,0.0%,171,74.03%
8,皮可西,50,4.61%,0.0%,150,70.09%
9,多龙巴鲁托,32,4.5%,0.0%,150,71.77%
10,超梦Y,40,4.16%,0.0%,148,76.68%
11,月亮伊布,49,3.55%,0.0%,114,69.09%
12,梦幻,40,3.4%,0.0%,111,70.25%
13,朽木妖,36,3.23%,0.0%,121,80.67%
14,爆肌蚊,48,3.15%,0.0%,105,71.92%
15,拉普拉斯,44,2.97%,0.0%,103,74.64%
16,太阳伊布,39,2.69%,0.0%,89,71.2%
17,沙奈朵,24,2.67%,0.0%,83,66.94%
18,火焰鸡,33,2.63%,0.0%,79,64.75%
19,武道熊师,33,2.56%,0.0%,77,64.71%
20,妙蛙花,40,2.5%,0.0%,71,61.21%
20,魔墙人偶,35,2.5%,0.0%,76,65.52%
22,路卡利欧,38,2.22%,0.0%,71,68.93%
23,阿勃梭鲁,31,2.18%,0.0%,67,66.34%
24,幸福蛋,37,2.15%,0.0%,70,70.0%
25,古月鸟,34,2.09%,0.0%,80,82.47%
25,闪焰王牌,11,2.09%,0.0%,71,73.2%
27,狙射树枭,34,2.0%,0.0%,73,78.49%
28,水晶灯火灵,30,1.9%,0.0%,61,69.32%
29,胡帕,30,1.81%,0.0%,65,77.38%
30,白蓬蓬,30,1.74%,0.0%,58,71.6%
31,皮卡丘,32,1.7%,0.0%,55,69.62%
32,快龙,23,1.66%,0.0%,58,75.32%
33,象牙猪,21,1.62%,0.0%,49,65.33%
34,阿罗拉九尾,29,1.57%,0.0%,55,75.34%
35,花疗环环,34,1.55%,0.0%,47,65.28%
36,卡比兽,37,1.53%,0.0%,51,71.83%
37,妖火红狐,31,1.44%,0.0%,39,58.21%
38,岩殿居蟹,25,1.4%,0.0%,52,80.0%
38,呆壳兽,26,1.4%,0.0%,41,63.08%
40,坚盾剑怪,16,1.29%,0.0%,41,68.33%
41,巨钳螳螂,22,1.21%,0.0%,33,58.93%
42,谜拟丘,27,1.18%,0.0%,37,67.27%
43,甜冷美后,21,1.16%,0.0%,33,61.11%
44,魔幻假面喵,9,1.08%,0.0%,33,66.0%
45,烈咬陆鲨,16,1.03%,0.0%,34,70.83%
46,捷拉奥拉,17,1.01%,0.0%,36,76.6%
47,甲贺忍蛙,23,0.99%,0.0%,32,69.57%
48,黏美龙,14,0.75%,0.0%,24,68.57%
48,玛力露丽,11,0.75%,0.0%,28,80.0%
50,烈箭鹰,14,0.52%,0.0%,15,62.5%
51,怪力,16,0.47%,0.0%,10,45.45%
52,班基拉斯,9,0.37%,0.0%,11,64.71%
53,勾魂眼,7,0.32%,0.0%,9,60.0%
54,喷火龙,9,0.3%,0.0%,10,71.43%
54,超梦X,9,0.3%,0.0%,10,71.43%
54,胖可丁,10,0.3%,0.0%,11,78.57%
57,仙子伊布,9,0.19%,0.0%,5,55.56%
58,耿鬼,4,0.17%,0.0%,5,62.5%
59,藏饱栗鼠,5,0.15%,0.0%,5,71.43%
60,铝钢龙,2,0.13%,0.0%,3,50.0%
