排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍响,60,33.5%,-4.59%,1761,74.97%
2,索罗亚克,60,12.79%,1.74%,621,69.23%
3,冰伊布,74,12.37%,9.01%,603,69.55%
4,拉普拉斯,73,11.48%,-2.08%,576,71.55%
5,花疗环环,50,10.53%,-7.46%,531,71.95%
6,呆壳兽,61,9.73%,1.65%,474,69.5%
7,嘟嘟利,52,7.76%,0.09%,403,74.08%
8,太阳伊布,63,4.66%,-3.7%,217,66.36%
9,水晶灯火灵,46,4.41%,0.63%,205,66.34%
10,阿罗拉九尾,47,3.47%,3.35%,173,71.19%
11,巨钳螳螂,48,3.15%,1.72%,149,67.42%
12,沙奈朵,33,2.9%,-0.02%,142,69.95%
13,武道熊师,48,2.77%,-1.77%,139,71.65%
14,皮可西,33,2.72%,1.06%,133,69.63%
15,胡帕,20,2.65%,1.97%,136,73.12%
16,梦幻,40,2.64%,0.34%,126,68.11%
17,勾魂眼,30,2.55%,-2.27%,118,65.92%
17,古月鸟,33,2.55%,0.34%,126,70.39%
19,妖火红狐,48,2.05%,-0.21%,87,60.42%
20,捷拉奥拉,8,2.04%,0.06%,89,62.24%
21,白蓬蓬,29,1.95%,1.44%,96,70.07%
22,水箭龟,37,1.94%,0.31%,90,66.18%
23,幸福蛋,27,1.87%,1.33%,94,71.76%
24,怪力,41,1.71%,0.75%,72,60.0%
25,朽木妖,41,1.67%,-0.47%,77,65.81%
26,闪焰王牌,27,1.54%,0.86%,68,62.96%
27,卡比兽,21,1.4%,0.58%,75,76.53%
28,狙射树枭,35,1.33%,-0.12%,61,65.59%
28,路卡利欧,30,1.33%,0.26%,66,70.97%
30,黏美龙,14,1.04%,0.71%,45,61.64%
30,烈箭鹰,30,1.04%,-0.18%,44,60.27%
30,魔墙人偶,21,1.04%,0.25%,39,53.42%
33,爆肌蚊,25,0.97%,0.2%,42,61.76%
34,仙子伊布,31,0.91%,-0.34%,41,64.06%
35,妙蛙花,26,0.81%,-0.34%,40,70.18%
36,皮卡丘,26,0.71%,0.25%,35,70.0%
37,班基拉斯,19,0.68%,0.38%,32,66.67%
38,甲贺忍蛙,18,0.67%,-1.09%,34,72.34%
39,阿勃梭鲁,17,0.66%,0.29%,27,58.7%
40,喷火龙,16,0.47%,0.03%,19,57.58%
41,象牙猪,15,0.46%,0.34%,23,71.88%
42,藏饱栗鼠,15,0.43%,0.21%,24,80.0%
43,胖可丁,10,0.41%,0.22%,23,79.31%
44,多龙巴鲁托,16,0.34%,0.18%,16,66.67%
45,烈咬陆鲨,12,0.33%,0.2%,19,82.61%
46,坚盾剑怪,17,0.3%,-0.04%,14,66.67%
47,岩殿居蟹,5,0.17%,0.01%,7,58.33%
48,快龙,6,0.14%,-0.16%,6,60.0%
49,甜冷美后,7,0.11%,-0.0%,5,62.5%
49,耿鬼,6,0.11%,-0.19%,4,50.0%
51,铝钢龙,2,0.06%,-0.09%,4,100.0%
52,玛力露丽,3,0.04%,-0.09%,2,66.67%
