排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,甜冷美后,76,11.2%,-0.79%,448,75.29%
2,坚盾剑怪,75,8.41%,2.16%,311,69.57%
3,千面避役,58,8.09%,5.76%,304,70.7%
4,武道熊师,53,5.65%,0.92%,211,70.33%
5,伽勒尔烈焰马,40,5.55%,-1.61%,243,82.37%
6,索罗亚克,55,5.33%,1.0%,206,72.79%
7,超梦Y,44,5.03%,-0.33%,199,74.53%
8,密勒顿,45,4.91%,-0.69%,184,70.5%
9,苍炎刃鬼,46,4.67%,-0.08%,179,72.18%
10,烈咬陆鲨,51,4.59%,0.8%,170,69.67%
11,月亮伊布,37,4.05%,-0.32%,155,72.09%
12,甲贺忍蛙,54,3.59%,0.67%,138,72.25%
13,幸福蛋,36,3.54%,-1.92%,140,74.47%
14,叶伊布,39,3.41%,1.48%,135,74.59%
15,谜拟丘,45,3.39%,0.38%,122,67.78%
16,火焰鸡,54,3.22%,-1.59%,121,70.76%
17,怪力,42,3.03%,0.55%,113,70.19%
18,嘟嘟利,42,3.01%,-0.48%,113,70.62%
19,爆肌蚊,42,2.45%,0.13%,88,67.69%
20,巨钳螳螂,35,2.24%,-0.03%,79,66.39%
21,冰伊布,41,2.16%,0.26%,83,72.17%
21,路卡利欧,32,2.16%,0.44%,86,74.78%
23,苍响,32,2.11%,-2.42%,86,76.79%
24,象牙猪,29,1.98%,0.9%,75,71.43%
24,阿勃梭鲁,34,1.98%,-0.48%,67,63.81%
26,呆壳兽,27,1.92%,0.05%,71,69.61%
27,可达鸭,30,1.9%,-0.57%,83,82.18%
28,巨金怪,29,1.73%,0.27%,66,71.74%
29,凤王,37,1.66%,1.45%,66,75.0%
30,花疗环环,29,1.64%,0.18%,56,64.37%
31,朽木妖,30,1.62%,0.2%,65,75.58%
32,巨锻匠,26,1.58%,0.04%,66,78.57%
33,耿鬼,15,1.52%,0.06%,62,76.54%
34,岩殿居蟹,14,1.43%,0.64%,67,88.16%
35,妙蛙花,13,1.41%,0.3%,55,73.33%
36,胡帕,20,1.39%,-0.84%,55,74.32%
37,太阳伊布,33,1.37%,-0.43%,48,65.75%
38,白蓬蓬,19,1.19%,-0.32%,45,71.43%
39,皮可西,16,1.09%,0.56%,38,65.52%
40,捷拉奥拉,19,1.04%,0.1%,37,67.27%
40,梦幻,22,1.04%,-0.59%,42,76.36%
42,闪焰王牌,22,1.0%,0.51%,39,73.58%
43,沙奈朵,18,0.9%,0.05%,36,75.0%
43,达克莱伊,23,0.9%,0.01%,33,68.75%
45,卡比兽,17,0.88%,-0.17%,38,80.85%
46,水箭龟,28,0.83%,-0.43%,28,63.64%
47,阿罗拉九尾,16,0.73%,0.27%,27,69.23%
48,喷火龙,21,0.7%,-0.01%,28,75.68%
49,暴鲤龙,21,0.68%,-0.01%,22,61.11%
50,烈箭鹰,18,0.64%,-0.09%,25,73.53%
51,狙射树枭,21,0.55%,-0.16%,21,72.41%
52,皮卡丘,16,0.49%,-0.4%,20,76.92%
53,魔幻假面喵,11,0.47%,-0.69%,18,72.0%
54,妖火红狐,15,0.41%,0.13%,14,63.64%
54,红莲铠骑,11,0.41%,0.11%,18,81.82%
56,胖可丁,9,0.38%,0.11%,17,85.0%
56,仙子伊布,8,0.38%,-0.31%,16,80.0%
58,魔墙人偶,11,0.36%,-0.09%,13,68.42%
59,古月鸟,13,0.34%,0.16%,12,66.67%
59,列阵兵,4,0.34%,0.05%,16,88.89%
61,黏美龙,9,0.3%,0.08%,13,81.25%
61,水晶灯火灵,13,0.3%,-0.12%,14,87.5%
63,快龙,7,0.19%,0.11%,10,100.0%
63,勾魂眼,9,0.19%,0.05%,7,70.0%
65,超梦X,5,0.17%,-0.05%,9,100.0%
66,班基拉斯,6,0.13%,-0.09%,5,71.43%
67,玛力露丽,4,0.11%,0.01%,6,100.0%
68,多龙巴鲁托,5,0.09%,-0.27%,4,80.0%
68,拉普拉斯,5,0.09%,0.03%,3,60.0%
70,藏饱栗鼠,3,0.08%,-0.21%,3,75.0%
71,铝钢龙,2,0.04%,-0.0%,2,100.0%
