排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,拉帝欧斯,47,10.66%,2.97%,190,75.1%
2,超级喷火龙X,43,6.41%,-1.96%,115,75.66%
3,苍响,27,6.36%,1.02%,113,74.83%
4,谜拟丘,45,5.94%,3.59%,100,70.92%
5,拉帝亚斯,35,5.77%,-1.67%,101,73.72%
6,火焰鸡,45,5.6%,-1.12%,98,73.68%
7,梦幻,30,5.44%,1.33%,90,69.77%
8,超级路卡利欧,45,5.31%,-3.43%,90,71.43%
9,路卡利欧,41,5.14%,-0.93%,89,72.95%
10,甜冷美后,32,4.8%,-0.08%,84,73.68%
11,嘟嘟利,36,4.76%,0.09%,77,68.14%
12,达克莱伊,41,4.68%,0.54%,84,75.68%
12,水君,31,4.68%,1.05%,81,72.97%
14,阿罗拉雷丘,36,4.47%,-2.31%,71,66.98%
15,叶伊布,37,4.13%,-0.24%,69,70.41%
16,破破舵轮,7,4.09%,0.0%,77,79.38%
17,索罗亚克,31,3.92%,0.4%,71,76.34%
18,水箭龟,30,3.83%,1.06%,63,69.23%
19,月亮伊布,30,3.46%,1.19%,61,74.39%
20,密勒顿,26,3.37%,0.15%,59,73.75%
21,幸福蛋,20,3.24%,0.64%,53,68.83%
22,象牙猪,8,3.12%,1.28%,51,68.92%
23,皮可西,22,2.91%,0.7%,56,81.16%
24,沙奈朵,13,2.61%,0.93%,44,70.97%
25,耿鬼,14,2.19%,-1.24%,41,78.85%
25,武道熊师,21,2.19%,-0.25%,35,67.31%
25,爆肌蚊,28,2.19%,-0.27%,39,75.0%
28,巨钳螳螂,9,2.06%,0.6%,35,71.43%
29,卡比兽,17,1.81%,-0.4%,30,69.77%
30,可达鸭,13,1.77%,0.64%,36,85.71%
31,千面避役,17,1.73%,0.47%,33,80.49%
32,闪焰王牌,20,1.69%,-0.54%,26,65.0%
33,太阳伊布,23,1.64%,1.04%,31,79.49%
33,岩殿居蟹,17,1.64%,0.62%,25,64.1%
35,胡帕,11,1.52%,0.26%,19,52.78%
35,帝王拿波,13,1.52%,0.14%,24,66.67%
37,魔墙人偶,18,1.43%,0.81%,25,73.53%
37,朽木妖,18,1.43%,-0.14%,25,73.53%
39,霜奶仙,13,1.31%,-0.57%,21,67.74%
40,呆壳兽,13,1.22%,-0.56%,23,79.31%
41,花疗环环,14,1.01%,-0.24%,20,83.33%
42,狙射树枭,14,0.93%,0.11%,17,77.27%
43,白蓬蓬,13,0.84%,-0.47%,15,75.0%
43,甲贺忍蛙,15,0.84%,-0.41%,13,65.0%
45,烈箭鹰,12,0.8%,-1.61%,9,47.37%
45,仙子伊布,12,0.8%,0.52%,11,57.89%
45,怪力,15,0.8%,-0.08%,13,68.42%
48,捷拉奥拉,13,0.76%,-0.71%,12,66.67%
49,妖火红狐,13,0.72%,-0.29%,11,64.71%
50,苍炎刃鬼,7,0.67%,0.39%,12,75.0%
50,冰伊布,11,0.67%,-0.07%,13,81.25%
52,妙蛙花,11,0.59%,-0.14%,7,50.0%
52,坚盾剑怪,11,0.59%,-0.01%,7,50.0%
54,红莲铠骑,6,0.55%,0.19%,7,53.85%
54,伽勒尔烈焰马,6,0.55%,-0.67%,12,92.31%
56,多龙巴鲁托,6,0.51%,-0.22%,9,75.0%
57,巨金怪,4,0.46%,-0.17%,9,81.82%
58,烈咬陆鲨,9,0.42%,-0.04%,8,80.0%
58,拉普拉斯,8,0.42%,0.01%,8,80.0%
60,魔幻假面喵,7,0.38%,-0.2%,6,66.67%
60,巴布土拨,5,0.38%,-0.66%,7,77.78%
62,凤王,4,0.34%,0.09%,5,62.5%
62,快龙,6,0.34%,-1.06%,7,87.5%
62,胖可丁,3,0.34%,0.21%,7,87.5%
65,藏饱栗鼠,3,0.29%,0.22%,4,57.14%
66,喷火龙,5,0.25%,-0.63%,4,66.67%
66,超梦Y,5,0.25%,-0.35%,5,83.33%
66,巨锻匠,6,0.25%,0.13%,4,66.67%
69,阿勃梭鲁,5,0.21%,-0.74%,4,80.0%
69,水晶灯火灵,4,0.21%,-0.04%,4,80.0%
71,阿罗拉九尾,4,0.17%,0.01%,3,75.0%
71,皮卡丘,3,0.17%,-0.29%,2,50.0%
71,玛力露丽,1,0.17%,0.04%,2,50.0%
74,古月鸟,2,0.08%,-0.02%,1,50.0%
74,勾魂眼,2,0.08%,-0.11%,1,50.0%
76,铝钢龙,1,0.04%,-0.03%,1,100.0%
76,列阵兵,1,0.04%,-0.13%,0,0.0%
76,暴鲤龙,1,0.04%,-0.21%,1,100.0%
76,班基拉斯,1,0.04%,-0.15%,1,100.0%
76,超梦X,1,0.04%,-0.03%,1,100.0%
