排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,阿罗拉雷丘,73,27.67%,0.0%,2196,75.49%
2,捷拉奥拉,127,10.48%,0.43%,824,74.77%
3,幸福蛋,72,7.28%,4.54%,584,76.24%
4,水君,98,7.16%,4.14%,574,76.23%
5,叶伊布,98,6.31%,0.32%,510,76.81%
6,魔幻假面喵,84,6.26%,-4.19%,500,75.99%
7,阿勃梭鲁,117,5.97%,-5.47%,461,73.41%
8,烈箭鹰,124,5.62%,-4.33%,457,77.33%
9,苍响,65,4.34%,-2.72%,344,75.44%
10,花疗环环,43,3.11%,2.27%,243,74.31%
11,朽木妖,67,2.49%,-2.78%,195,74.43%
11,千面避役,72,2.49%,-4.74%,183,69.85%
13,耿鬼,57,2.41%,-1.21%,192,75.89%
14,甜冷美后,73,2.39%,-2.32%,199,79.28%
15,巨金怪,60,2.25%,-3.39%,173,73.0%
16,暴鲤龙,67,2.15%,-6.0%,159,70.35%
17,月亮伊布,81,2.08%,-2.72%,155,70.78%
18,超梦Y,82,2.02%,-5.83%,150,70.75%
19,甲贺忍蛙,44,1.84%,-0.06%,146,75.26%
20,闪焰王牌,30,1.69%,0.06%,141,79.21%
21,索罗亚克,63,1.67%,-1.6%,122,69.32%
22,卡比兽,51,1.5%,-1.27%,115,72.78%
23,象牙猪,42,1.43%,0.49%,116,77.33%
23,可达鸭,56,1.43%,-1.32%,104,69.33%
25,胡帕,51,1.4%,-2.32%,99,67.35%
26,巨钳螳螂,48,1.29%,-1.18%,101,74.26%
27,达克莱伊,62,1.27%,-4.12%,95,70.9%
28,苍炎刃鬼,39,1.23%,-0.75%,99,76.74%
29,呆壳兽,37,1.22%,0.23%,94,73.44%
30,皮卡丘,45,1.05%,0.4%,77,70.0%
31,怪力,40,0.98%,-1.1%,72,69.9%
31,坚盾剑怪,50,0.98%,-2.34%,73,70.87%
33,嘟嘟利,39,0.94%,-0.99%,78,78.79%
34,路卡利欧,36,0.91%,-0.5%,73,76.04%
35,狙射树枭,29,0.87%,0.35%,71,77.17%
36,火焰鸡,49,0.87%,-1.04%,69,75.82%
37,梦幻,40,0.81%,-2.04%,67,78.82%
37,谜拟丘,40,0.81%,-1.47%,60,70.59%
39,冰伊布,27,0.75%,-1.53%,58,73.42%
40,武道熊师,27,0.65%,-1.26%,52,76.47%
41,烈咬陆鲨,30,0.63%,-1.06%,48,72.73%
42,爆肌蚊,35,0.57%,-1.19%,40,66.67%
43,水箭龟,29,0.52%,-0.47%,41,74.55%
43,白蓬蓬,27,0.52%,-0.17%,47,85.45%
43,皮可西,19,0.52%,-0.2%,41,74.55%
46,藏饱栗鼠,12,0.44%,0.14%,31,67.39%
47,列阵兵,20,0.39%,-0.38%,31,75.61%
48,胖可丁,15,0.34%,0.12%,27,75.0%
49,喷火龙,14,0.32%,-0.27%,30,88.24%
50,玛力露丽,6,0.27%,-0.23%,17,60.71%
51,魔墙人偶,16,0.26%,-0.34%,21,77.78%
52,巨锻匠,14,0.25%,-0.27%,15,57.69%
53,密勒顿,17,0.23%,-0.56%,19,79.17%
54,勾魂眼,15,0.22%,-0.18%,14,60.87%
54,岩殿居蟹,19,0.22%,-0.18%,17,73.91%
56,拉普拉斯,15,0.21%,-0.01%,15,68.18%
56,红莲铠骑,17,0.21%,0.06%,12,54.55%
58,太阳伊布,14,0.2%,-0.96%,18,85.71%
58,妖火红狐,13,0.2%,-0.25%,19,90.48%
58,黏美龙,8,0.2%,-0.15%,19,90.48%
58,凤王,15,0.2%,-0.69%,16,76.19%
58,超梦X,11,0.2%,-0.1%,15,71.43%
58,水晶灯火灵,12,0.2%,0.08%,13,61.9%
64,古月鸟,12,0.19%,-0.08%,11,55.0%
65,妙蛙花,8,0.18%,-0.61%,18,94.74%
66,多龙巴鲁托,10,0.17%,-0.03%,10,55.56%
67,阿罗拉九尾,13,0.15%,-0.59%,9,56.25%
67,沙奈朵,8,0.15%,-0.39%,11,68.75%
69,快龙,11,0.13%,-0.83%,11,78.57%
70,伽勒尔烈焰马,4,0.12%,-0.07%,11,84.62%
71,班基拉斯,9,0.1%,-0.33%,8,80.0%
72,仙子伊布,8,0.09%,-0.09%,5,55.56%
73,铝钢龙,3,0.03%,-0.05%,2,66.67%
