排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,密勒顿,79,23.77%,0.0%,2219,75.27%
2,魔幻假面喵,91,9.09%,6.87%,867,76.86%
3,索罗亚克,88,7.67%,-0.41%,725,76.24%
4,苍响,101,6.96%,0.0%,670,77.64%
5,皮可西,85,6.64%,1.33%,635,77.16%
6,叶伊布,107,6.19%,3.03%,550,71.61%
7,月亮伊布,89,5.58%,1.58%,525,75.87%
8,千面避役,84,5.56%,-8.21%,500,72.57%
9,火焰鸡,71,4.72%,-2.23%,460,78.63%
10,超梦Y,74,4.17%,0.0%,373,72.15%
11,朽木妖,88,4.06%,0.09%,380,75.4%
12,爆肌蚊,77,3.76%,-0.75%,347,74.46%
13,冰伊布,70,3.42%,-2.0%,309,72.88%
14,水箭龟,93,3.16%,-2.83%,304,77.55%
15,谜拟丘,64,2.79%,0.43%,243,70.23%
16,嘟嘟利,53,2.52%,-0.55%,236,75.64%
17,梦幻,63,2.44%,-4.4%,235,77.56%
18,呆壳兽,55,2.43%,0.87%,221,73.18%
19,花疗环环,50,2.24%,0.27%,221,79.5%
20,路卡利欧,63,2.14%,-4.28%,194,73.21%
21,岩殿居蟹,56,2.1%,-3.25%,192,73.85%
22,暴鲤龙,43,2.06%,1.83%,202,78.91%
23,幸福蛋,58,2.06%,-1.2%,186,72.94%
24,妖火红狐,56,2.0%,1.26%,183,73.79%
25,沙奈朵,42,1.58%,-2.3%,137,69.9%
26,勾魂眼,34,1.45%,0.61%,130,72.22%
27,妙蛙花,54,1.36%,-1.31%,120,71.01%
28,胡帕,42,1.29%,-1.99%,115,71.88%
29,白蓬蓬,56,1.27%,-2.59%,127,80.38%
30,烈箭鹰,37,1.23%,-0.37%,110,71.9%
31,太阳伊布,51,1.16%,-0.79%,108,75.0%
32,快龙,39,1.14%,-2.64%,115,80.99%
33,阿勃梭鲁,42,1.12%,-1.57%,101,72.66%
34,皮卡丘,43,1.07%,0.53%,97,72.93%
35,仙子伊布,49,1.03%,-1.62%,91,71.09%
36,象牙猪,41,1.01%,-0.79%,90,72.0%
37,多龙巴鲁托,17,0.99%,-2.32%,92,74.8%
38,怪力,30,0.98%,-0.82%,88,72.73%
39,超梦X,40,0.95%,0.0%,95,80.51%
40,耿鬼,13,0.94%,0.46%,83,70.94%
41,捷拉奥拉,26,0.92%,-0.23%,85,74.56%
42,武道熊师,34,0.85%,-0.96%,86,81.13%
43,魔墙人偶,37,0.77%,-0.57%,68,70.83%
44,坚盾剑怪,17,0.76%,0.08%,72,76.6%
45,狙射树枭,40,0.74%,-0.56%,68,73.91%
46,卡比兽,28,0.69%,-0.35%,66,77.65%
47,黏美龙,17,0.61%,-0.19%,59,77.63%
48,烈咬陆鲨,34,0.55%,-0.49%,55,80.88%
49,甲贺忍蛙,22,0.53%,-0.44%,52,78.79%
50,巨钳螳螂,29,0.52%,-0.33%,48,73.85%
51,巨金怪,19,0.49%,-0.23%,45,73.77%
51,玛力露丽,23,0.49%,-0.07%,49,80.33%
53,闪焰王牌,21,0.45%,0.0%,37,66.07%
54,水晶灯火灵,25,0.4%,-0.68%,39,79.59%
55,拉普拉斯,32,0.39%,-0.9%,42,87.5%
56,胖可丁,24,0.38%,-0.3%,40,85.11%
57,古月鸟,20,0.37%,-0.76%,37,80.43%
58,喷火龙,13,0.34%,0.18%,29,69.05%
59,甜冷美后,24,0.28%,-2.56%,25,71.43%
60,班基拉斯,8,0.22%,-0.19%,20,74.07%
61,阿罗拉九尾,16,0.19%,-0.28%,17,73.91%
62,藏饱栗鼠,8,0.13%,-0.22%,10,62.5%
63,铝钢龙,4,0.06%,-0.02%,4,57.14%
