排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,谜拟丘,50,9.27%,0.0%,200,74.63%
2,拉帝亚斯,42,8.89%,0.0%,197,76.65%
3,拉帝欧斯,44,7.37%,0.0%,144,67.61%
4,超级路卡利欧,59,6.78%,0.0%,135,68.88%
5,梦幻,37,6.71%,0.0%,143,73.71%
6,路卡利欧,43,6.23%,0.0%,118,65.56%
7,火焰鸡,49,6.02%,0.0%,126,72.41%
8,索罗亚克,40,5.78%,0.0%,113,67.66%
9,达克莱伊,53,5.47%,0.0%,117,74.05%
10,水箭龟,39,5.4%,0.0%,106,67.95%
11,甜冷美后,44,5.33%,0.0%,118,76.62%
12,苍响,37,5.15%,0.0%,108,72.48%
13,叶伊布,42,4.98%,0.0%,90,62.5%
14,水君,33,4.91%,0.0%,97,68.31%
15,阿罗拉雷丘,37,4.7%,0.0%,106,77.94%
16,嘟嘟利,43,4.39%,0.0%,91,71.65%
17,破破舵轮,26,3.67%,0.0%,83,78.3%
17,武道熊师,36,3.67%,0.0%,78,73.58%
19,超级喷火龙X,39,3.53%,0.0%,70,68.63%
20,密勒顿,34,3.42%,0.0%,68,68.69%
21,水伊布,8,3.25%,0.0%,81,86.17%
22,卡比兽,29,3.04%,0.0%,60,68.18%
23,皮可西,27,2.84%,0.0%,63,76.83%
24,象牙猪,18,2.73%,0.0%,67,84.81%
24,巨钳螳螂,22,2.73%,0.0%,60,75.95%
26,幸福蛋,23,2.42%,0.0%,38,54.29%
27,月亮伊布,30,2.25%,0.0%,46,70.77%
28,爆肌蚊,33,2.21%,0.0%,40,62.5%
29,帝王拿波,18,2.18%,0.0%,48,76.19%
30,魔墙人偶,20,2.11%,0.0%,45,73.77%
31,耿鬼,17,2.08%,0.0%,49,81.67%
32,沙奈朵,13,2.01%,0.0%,42,72.41%
33,太阳伊布,27,1.94%,0.0%,43,76.79%
34,闪焰王牌,25,1.9%,0.0%,40,72.73%
35,呆壳兽,27,1.83%,0.0%,32,60.38%
36,可达鸭,16,1.76%,0.0%,35,68.63%
37,花疗环环,22,1.73%,0.0%,40,80.0%
38,霜奶仙,11,1.45%,0.0%,25,59.52%
39,朽木妖,16,1.35%,0.0%,31,79.49%
40,白蓬蓬,16,1.31%,0.0%,28,73.68%
41,烈箭鹰,19,1.18%,0.0%,23,67.65%
42,千面避役,15,1.07%,0.0%,17,54.84%
42,冰伊布,13,1.07%,0.0%,25,80.65%
44,胡帕,14,1.04%,0.0%,21,70.0%
45,妖火红狐,15,0.8%,0.0%,19,82.61%
46,怪力,13,0.69%,0.0%,12,60.0%
47,苍炎刃鬼,11,0.66%,0.0%,14,73.68%
48,甲贺忍蛙,13,0.59%,0.0%,12,70.59%
48,魔幻假面喵,6,0.59%,0.0%,13,76.47%
48,岩殿居蟹,11,0.59%,0.0%,11,64.71%
51,坚盾剑怪,11,0.55%,0.0%,7,43.75%
51,妙蛙花,11,0.55%,0.0%,12,75.0%
53,红莲铠骑,6,0.52%,0.0%,12,80.0%
53,玛力露丽,5,0.52%,0.0%,10,66.67%
53,狙射树枭,10,0.52%,0.0%,13,86.67%
56,伽勒尔烈焰马,8,0.48%,0.0%,7,50.0%
56,捷拉奥拉,8,0.48%,0.0%,11,78.57%
58,仙子伊布,9,0.42%,0.0%,8,66.67%
59,快龙,6,0.38%,0.0%,7,63.64%
59,阿勃梭鲁,4,0.38%,0.0%,9,81.82%
59,凤王,6,0.38%,0.0%,6,54.55%
59,拉普拉斯,7,0.38%,0.0%,7,63.64%
59,巨金怪,5,0.38%,0.0%,5,45.45%
64,巴布土拨,6,0.35%,0.0%,8,80.0%
65,皮卡丘,7,0.28%,0.0%,6,75.0%
65,烈咬陆鲨,8,0.28%,0.0%,5,62.5%
65,勾魂眼,5,0.28%,0.0%,4,50.0%
68,超梦Y,3,0.21%,0.0%,6,100.0%
68,喷火龙,5,0.21%,0.0%,4,66.67%
68,胖可丁,5,0.21%,0.0%,4,66.67%
68,古月鸟,4,0.21%,0.0%,3,50.0%
72,班基拉斯,5,0.17%,0.0%,4,80.0%
73,多龙巴鲁托,3,0.14%,0.0%,2,50.0%
74,藏饱栗鼠,3,0.1%,0.0%,2,66.67%
74,阿罗拉九尾,3,0.1%,0.0%,3,100.0%
74,水晶灯火灵,3,0.1%,0.0%,2,66.67%
77,超梦X,2,0.07%,0.0%,1,50.0%
77,巨锻匠,2,0.07%,0.0%,2,100.0%
77,黏美龙,2,0.07%,0.0%,0,0.0%
77,列阵兵,2,0.07%,0.0%,2,100.0%
81,暴鲤龙,1,0.03%,0.0%,1,100.0%
81,铝钢龙,1,0.03%,0.0%,1,100.0%
