排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,千面避役,100,19.33%,0.0%,1072,68.85%
2,苍响,76,17.07%,0.0%,1003,72.95%
3,梦幻,84,11.77%,0.0%,666,70.25%
4,索罗亚克,71,8.41%,0.0%,444,65.58%
5,武道熊师,52,7.19%,0.0%,429,74.09%
6,火焰鸡,43,5.66%,0.0%,308,67.54%
7,超梦X,48,5.27%,0.0%,317,74.76%
8,卡比兽,43,4.76%,0.0%,279,72.85%
9,皮可西,38,4.59%,0.0%,261,70.54%
10,花疗环环,48,4.31%,0.0%,244,70.32%
11,呆壳兽,47,4.1%,0.0%,229,69.39%
12,胡帕,47,3.94%,0.0%,229,72.24%
13,月亮伊布,46,3.9%,0.0%,213,67.83%
14,嘟嘟利,53,3.14%,0.0%,172,67.98%
15,幸福蛋,35,2.67%,0.0%,143,66.51%
15,叶伊布,43,2.67%,0.0%,151,70.23%
17,朽木妖,50,2.56%,0.0%,156,75.73%
18,水箭龟,49,2.47%,0.0%,127,63.82%
19,妖火红狐,36,2.41%,0.0%,138,71.13%
20,冰伊布,26,2.14%,0.0%,120,69.77%
21,白蓬蓬,34,2.01%,0.0%,116,71.6%
22,谜拟丘,42,1.99%,0.0%,117,73.12%
23,超梦Y,15,1.74%,0.0%,103,73.57%
24,闪焰王牌,27,1.7%,0.0%,108,78.83%
25,阿勃梭鲁,41,1.69%,0.0%,92,67.65%
26,爆肌蚊,35,1.53%,0.0%,76,61.79%
27,拉普拉斯,40,1.51%,0.0%,90,73.77%
28,太阳伊布,31,1.48%,0.0%,80,67.23%
29,妙蛙花,37,1.45%,0.0%,79,67.52%
30,快龙,19,1.3%,0.0%,73,69.52%
31,路卡利欧,37,1.29%,0.0%,70,67.31%
32,狙射树枭,35,1.24%,0.0%,70,70.0%
33,沙奈朵,28,1.19%,0.0%,74,77.08%
34,水晶灯火灵,19,1.08%,0.0%,65,74.71%
35,魔墙人偶,16,1.01%,0.0%,60,74.07%
36,岩殿居蟹,23,0.99%,0.0%,54,67.5%
37,皮卡丘,27,0.96%,0.0%,53,68.83%
38,勾魂眼,14,0.94%,0.0%,55,72.37%
39,藏饱栗鼠,7,0.83%,0.0%,49,73.13%
40,甜冷美后,15,0.75%,0.0%,39,65.0%
41,象牙猪,21,0.7%,0.0%,40,71.43%
42,捷拉奥拉,17,0.67%,0.0%,40,74.07%
42,巨钳螳螂,16,0.67%,0.0%,32,59.26%
44,甲贺忍蛙,23,0.63%,0.0%,36,70.59%
45,怪力,23,0.6%,0.0%,32,66.67%
46,烈咬陆鲨,19,0.57%,0.0%,31,67.39%
47,古月鸟,23,0.52%,0.0%,31,73.81%
48,坚盾剑怪,16,0.5%,0.0%,29,72.5%
49,仙子伊布,16,0.48%,0.0%,25,64.1%
50,耿鬼,12,0.42%,0.0%,25,73.53%
50,黏美龙,16,0.42%,0.0%,24,70.59%
52,阿罗拉九尾,15,0.4%,0.0%,24,75.0%
53,多龙巴鲁托,7,0.31%,0.0%,22,88.0%
54,喷火龙,17,0.29%,0.0%,17,73.91%
55,烈箭鹰,10,0.27%,0.0%,14,63.64%
56,玛力露丽,16,0.25%,0.0%,14,70.0%
57,班基拉斯,10,0.24%,0.0%,16,84.21%
58,胖可丁,4,0.12%,0.0%,7,70.0%
59,铝钢龙,4,0.05%,0.0%,3,75.0%
