排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,阿勃梭鲁,69,14.07%,2.14%,439,71.97%
2,烈箭鹰,81,13.86%,2.21%,398,66.22%
3,捷拉奥拉,66,9.52%,-1.17%,288,69.73%
4,叶伊布,70,9.13%,-0.33%,289,72.98%
5,甜冷美后,42,7.72%,0.71%,236,70.45%
6,魔幻假面喵,49,6.36%,0.55%,196,71.01%
7,千面避役,57,5.65%,-0.61%,160,65.31%
8,幸福蛋,30,4.38%,-0.84%,143,75.26%
9,坚盾剑怪,42,4.15%,-0.25%,111,61.67%
10,月亮伊布,44,4.01%,-1.35%,112,64.37%
11,闪焰王牌,39,3.97%,0.98%,122,70.93%
12,耿鬼,44,3.85%,-1.25%,121,72.46%
13,水君,42,3.67%,-0.09%,112,70.44%
14,暴鲤龙,42,3.37%,-1.05%,103,70.55%
15,超梦Y,40,3.32%,0.1%,90,62.5%
16,索罗亚克,40,3.18%,0.68%,94,68.12%
17,胡帕,28,3.0%,0.39%,91,70.0%
18,皮卡丘,32,2.91%,0.45%,95,75.4%
19,苍炎刃鬼,23,2.86%,1.61%,92,74.19%
20,火焰鸡,40,2.77%,-0.86%,71,59.17%
21,可达鸭,33,2.74%,-0.21%,89,74.79%
21,花疗环环,31,2.74%,0.99%,90,75.63%
23,谜拟丘,38,2.7%,0.5%,78,66.67%
24,怪力,31,2.61%,-0.2%,82,72.57%
25,卡比兽,35,2.49%,0.13%,74,68.52%
26,苍响,28,2.26%,-0.55%,69,70.41%
26,朽木妖,24,2.26%,0.74%,78,79.59%
28,甲贺忍蛙,40,2.08%,-1.0%,66,73.33%
29,巨金怪,30,1.71%,0.56%,52,70.27%
30,梦幻,27,1.57%,-0.54%,54,79.41%
31,武道熊师,23,1.54%,0.1%,47,70.15%
32,嘟嘟利,30,1.52%,-0.46%,42,63.64%
32,凤王,26,1.52%,0.29%,48,72.73%
34,水箭龟,25,1.43%,-0.16%,48,77.42%
35,皮可西,16,1.34%,0.16%,34,58.62%
35,达克莱伊,20,1.34%,0.62%,37,63.79%
37,烈咬陆鲨,24,1.27%,-2.77%,38,69.09%
38,象牙猪,19,1.22%,-0.17%,30,56.6%
39,爆肌蚊,16,1.15%,-0.05%,31,62.0%
39,路卡利欧,30,1.15%,-0.51%,36,72.0%
41,冰伊布,22,1.11%,0.16%,30,62.5%
41,呆壳兽,20,1.11%,-0.09%,35,72.92%
43,太阳伊布,19,0.81%,0.18%,26,74.29%
43,密勒顿,16,0.81%,-0.73%,24,68.57%
45,巨钳螳螂,16,0.78%,-0.34%,22,64.71%
45,勾魂眼,9,0.78%,0.59%,26,76.47%
47,妙蛙花,10,0.76%,0.26%,25,75.76%
48,白蓬蓬,12,0.67%,-0.32%,20,68.97%
49,古月鸟,8,0.51%,0.2%,15,68.18%
49,沙奈朵,13,0.51%,-0.1%,14,63.64%
51,巨锻匠,13,0.46%,-0.08%,16,80.0%
52,班基拉斯,10,0.44%,0.04%,11,57.89%
53,喷火龙,12,0.39%,-0.4%,10,58.82%
54,红莲铠骑,13,0.37%,-0.01%,12,75.0%
55,列阵兵,5,0.35%,0.26%,9,60.0%
55,水晶灯火灵,12,0.35%,0.06%,12,80.0%
57,岩殿居蟹,8,0.3%,-0.02%,10,76.92%
57,狙射树枭,11,0.3%,-0.06%,11,84.62%
59,妖火红狐,9,0.28%,-0.06%,9,75.0%
59,快龙,7,0.28%,-0.06%,7,58.33%
61,魔墙人偶,10,0.25%,0.0%,8,72.73%
62,阿罗拉九尾,7,0.23%,-0.11%,8,80.0%
63,拉普拉斯,6,0.18%,0.06%,5,62.5%
63,玛力露丽,7,0.18%,-0.07%,5,62.5%
65,伽勒尔烈焰马,2,0.16%,0.07%,4,57.14%
65,超梦X,5,0.16%,0.11%,5,71.43%
67,胖可丁,5,0.14%,-0.26%,3,50.0%
68,多龙巴鲁托,4,0.12%,0.04%,2,40.0%
68,黏美龙,4,0.12%,0.03%,2,40.0%
70,仙子伊布,2,0.09%,-0.12%,3,75.0%
71,藏饱栗鼠,2,0.05%,0.01%,1,50.0%
72,铝钢龙,1,0.02%,-0.03%,1,100.0%
