排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,阿勃梭鲁,73,11.44%,0.04%,336,72.73%
2,魔幻假面喵,52,10.45%,5.14%,294,69.67%
3,捷拉奥拉,67,10.05%,-1.72%,291,71.67%
4,烈箭鹰,71,9.96%,0.91%,277,68.91%
5,暴鲤龙,46,8.15%,3.27%,241,73.25%
6,超梦Y,56,7.85%,2.26%,226,71.29%
7,千面避役,48,7.23%,0.75%,206,70.55%
8,苍响,45,7.06%,4.49%,203,71.23%
9,叶伊布,67,5.99%,-4.2%,173,71.49%
10,巨金怪,51,5.65%,3.1%,169,74.12%
11,达克莱伊,46,5.4%,2.05%,153,70.18%
12,朽木妖,36,5.27%,1.62%,150,70.42%
13,月亮伊布,41,4.8%,0.38%,143,73.71%
14,甜冷美后,53,4.71%,-0.44%,138,72.63%
15,胡帕,26,3.71%,1.04%,115,76.67%
16,耿鬼,45,3.62%,0.1%,101,69.18%
17,坚盾剑怪,31,3.32%,-0.12%,88,65.67%
18,索罗亚克,37,3.27%,-0.23%,93,70.45%
19,水君,26,3.02%,-1.38%,97,79.51%
20,梦幻,38,2.85%,-0.56%,68,59.13%
21,卡比兽,26,2.77%,0.7%,82,73.21%
22,幸福蛋,30,2.75%,-0.32%,80,72.07%
22,可达鸭,30,2.75%,-0.3%,77,69.37%
24,巨钳螳螂,37,2.48%,-0.7%,69,69.0%
25,谜拟丘,40,2.28%,-0.25%,59,64.13%
25,冰伊布,26,2.28%,0.57%,69,75.0%
27,怪力,28,2.08%,0.31%,54,64.29%
28,苍炎刃鬼,21,1.98%,-1.09%,64,80.0%
29,嘟嘟利,32,1.93%,-0.14%,53,67.95%
30,甲贺忍蛙,32,1.91%,-0.08%,52,67.53%
30,火焰鸡,37,1.91%,-0.51%,52,67.53%
30,武道熊师,28,1.91%,-1.27%,57,74.03%
33,爆肌蚊,29,1.76%,0.44%,51,71.83%
34,烈咬陆鲨,27,1.68%,0.52%,43,63.24%
35,闪焰王牌,25,1.63%,-1.09%,42,63.64%
36,路卡利欧,35,1.41%,-0.17%,42,73.68%
37,太阳伊布,18,1.16%,0.39%,33,70.21%
38,水箭龟,20,0.99%,-0.18%,26,65.0%
38,呆壳兽,15,0.99%,-0.48%,29,72.5%
40,快龙,9,0.97%,0.71%,26,66.67%
41,象牙猪,18,0.94%,-0.61%,26,68.42%
42,凤王,18,0.89%,-0.36%,23,63.89%
43,花疗环环,19,0.84%,-1.06%,22,64.71%
44,密勒顿,17,0.79%,0.23%,20,62.5%
44,妙蛙花,10,0.79%,-0.87%,23,71.88%
46,列阵兵,19,0.77%,-0.12%,21,67.74%
47,阿罗拉九尾,11,0.74%,0.46%,23,76.67%
48,皮可西,12,0.72%,0.11%,22,75.86%
49,白蓬蓬,9,0.69%,0.02%,20,71.43%
50,皮卡丘,12,0.64%,-0.98%,18,69.23%
51,魔墙人偶,11,0.59%,0.12%,16,66.67%
51,喷火龙,10,0.59%,0.03%,19,79.17%
53,沙奈朵,12,0.54%,-0.15%,17,77.27%
54,巨锻匠,7,0.52%,0.0%,15,71.43%
54,狙射树枭,17,0.52%,-0.13%,14,66.67%
56,玛力露丽,10,0.5%,0.26%,14,70.0%
57,妖火红狐,11,0.45%,-0.2%,15,83.33%
58,班基拉斯,10,0.42%,-0.29%,14,82.35%
59,勾魂眼,7,0.4%,-0.01%,11,68.75%
59,岩殿居蟹,7,0.4%,-0.04%,11,68.75%
61,黏美龙,9,0.35%,0.28%,11,78.57%
62,超梦X,7,0.3%,0.17%,8,66.67%
62,藏饱栗鼠,8,0.3%,0.15%,10,83.33%
64,古月鸟,8,0.27%,0.08%,9,81.82%
65,胖可丁,9,0.22%,0.03%,8,88.89%
65,拉普拉斯,8,0.22%,-0.01%,7,77.78%
67,多龙巴鲁托,7,0.2%,-0.06%,8,100.0%
67,伽勒尔烈焰马,6,0.2%,0.03%,8,100.0%
69,仙子伊布,4,0.17%,-0.04%,5,71.43%
70,红莲铠骑,5,0.15%,-0.39%,6,100.0%
71,水晶灯火灵,4,0.12%,-0.03%,4,80.0%
72,铝钢龙,3,0.07%,0.03%,3,100.0%
