排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,89,16.37%,4.48%,1034,73.28%
2,密勒顿,61,7.88%,0.52%,504,74.23%
3,列阵兵,62,7.19%,2.96%,464,74.84%
4,朽木妖,79,7.18%,0.04%,442,71.41%
5,索罗亚克,68,6.96%,2.9%,408,68.0%
6,古月鸟,73,6.75%,2.02%,416,71.48%
7,班基拉斯,51,5.68%,-5.55%,362,73.88%
8,嘟嘟利,67,5.59%,0.26%,338,70.12%
9,胡帕,51,4.62%,1.72%,294,73.87%
10,巨钳螳螂,64,4.34%,1.08%,251,67.11%
11,苍炎刃鬼,17,4.29%,0.0%,253,68.38%
12,叶伊布,72,3.72%,-0.57%,215,66.98%
13,月亮伊布,56,3.27%,-1.17%,195,69.15%
14,超梦Y,36,3.17%,-1.24%,196,71.79%
15,苍响,41,2.99%,-0.13%,171,66.28%
16,花疗环环,41,2.77%,1.02%,159,66.53%
17,仙子伊布,66,2.75%,-0.51%,154,64.98%
18,甜冷美后,46,2.44%,0.18%,153,72.86%
19,千面避役,43,2.37%,0.84%,146,71.57%
20,路卡利欧,52,2.26%,0.13%,139,71.28%
21,白蓬蓬,38,2.05%,-0.14%,133,75.14%
22,幸福蛋,40,1.95%,-1.07%,116,69.05%
23,太阳伊布,43,1.77%,0.14%,100,65.36%
24,象牙猪,32,1.66%,1.02%,105,73.43%
25,沙奈朵,38,1.64%,-0.19%,102,72.34%
26,岩殿居蟹,31,1.55%,0.36%,98,73.13%
27,梦幻,45,1.48%,0.48%,92,71.88%
28,烈箭鹰,22,1.39%,0.21%,85,70.83%
29,魔幻假面喵,26,1.35%,0.06%,78,67.24%
30,捷拉奥拉,25,1.21%,-0.54%,70,67.31%
31,谜拟丘,41,1.19%,-0.18%,65,63.11%
32,呆壳兽,37,1.14%,0.31%,71,72.45%
33,坚盾剑怪,30,1.1%,0.58%,67,70.53%
34,闪焰王牌,25,1.04%,0.42%,66,73.33%
34,玛力露丽,14,1.04%,-0.91%,61,67.78%
36,甲贺忍蛙,33,1.02%,-0.06%,54,61.36%
37,妖火红狐,28,0.96%,-0.19%,57,68.67%
37,暴鲤龙,35,0.96%,-0.18%,58,69.88%
39,巨金怪,33,0.94%,-0.07%,54,66.67%
40,快龙,38,0.9%,-0.4%,60,76.92%
40,妙蛙花,30,0.9%,0.2%,53,67.95%
40,魔墙人偶,24,0.9%,-1.16%,61,78.21%
43,怪力,31,0.87%,0.17%,57,76.0%
44,皮卡丘,29,0.75%,0.01%,44,67.69%
45,水晶灯火灵,29,0.74%,0.02%,44,68.75%
46,冰伊布,23,0.72%,0.04%,48,77.42%
47,阿勃梭鲁,26,0.68%,-0.83%,39,66.1%
48,水箭龟,21,0.66%,-0.06%,39,68.42%
48,狙射树枭,29,0.66%,-0.21%,38,66.67%
50,卡比兽,21,0.55%,0.03%,32,68.09%
51,烈咬陆鲨,23,0.5%,0.17%,37,86.05%
52,多龙巴鲁托,16,0.48%,-1.58%,24,58.54%
53,耿鬼,11,0.39%,-0.11%,26,76.47%
54,胖可丁,12,0.36%,0.08%,24,77.42%
55,喷火龙,13,0.32%,-0.05%,24,85.71%
56,武道熊师,15,0.29%,0.08%,19,76.0%
56,阿罗拉九尾,12,0.29%,-0.1%,22,88.0%
58,超梦X,14,0.27%,-0.64%,15,65.22%
59,皮可西,13,0.24%,-0.09%,12,57.14%
60,爆肌蚊,14,0.21%,-0.27%,13,72.22%
61,藏饱栗鼠,10,0.13%,-0.03%,7,63.64%
62,黏美龙,8,0.1%,-0.17%,5,55.56%
63,拉普拉斯,7,0.09%,-0.03%,5,62.5%
63,勾魂眼,8,0.09%,-1.02%,8,100.0%
65,铝钢龙,3,0.05%,-0.07%,3,75.0%
