排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍响,65,38.1%,-1.03%,1895,72.52%
2,花疗环环,63,17.99%,-0.14%,903,73.18%
3,拉普拉斯,66,13.56%,-0.76%,673,72.37%
4,索罗亚克,58,11.05%,3.3%,512,67.55%
5,太阳伊布,65,8.37%,2.85%,410,71.43%
6,呆壳兽,55,8.08%,-0.17%,391,70.58%
7,嘟嘟利,52,7.67%,0.84%,369,70.15%
8,勾魂眼,30,4.83%,-1.5%,226,68.28%
9,武道熊师,48,4.53%,-1.43%,217,69.77%
10,水晶灯火灵,30,3.78%,1.0%,179,69.11%
11,冰伊布,31,3.35%,0.19%,167,72.61%
12,沙奈朵,36,2.92%,0.64%,150,75.0%
13,梦幻,39,2.3%,-0.14%,111,70.25%
14,妖火红狐,45,2.26%,-1.13%,109,70.32%
15,古月鸟,30,2.22%,-0.15%,106,69.74%
16,朽木妖,33,2.14%,0.75%,106,72.11%
17,捷拉奥拉,8,1.98%,-0.57%,96,70.59%
18,甲贺忍蛙,22,1.76%,1.1%,84,69.42%
19,皮可西,27,1.66%,0.51%,77,67.54%
20,水箭龟,32,1.63%,-0.73%,84,75.0%
21,狙射树枭,21,1.44%,-0.07%,66,66.67%
22,巨钳螳螂,25,1.43%,0.27%,67,68.37%
23,仙子伊布,35,1.25%,0.11%,59,68.6%
24,烈箭鹰,24,1.22%,0.92%,59,70.24%
25,妙蛙花,30,1.15%,0.08%,64,81.01%
26,路卡利欧,32,1.06%,-0.14%,53,72.6%
27,怪力,27,0.96%,-0.94%,47,71.21%
28,卡比兽,13,0.82%,0.13%,40,71.43%
29,魔墙人偶,14,0.79%,0.37%,39,72.22%
30,爆肌蚊,18,0.77%,-0.26%,29,54.72%
31,闪焰王牌,12,0.69%,0.27%,29,61.7%
31,胡帕,20,0.69%,0.14%,28,59.57%
33,幸福蛋,18,0.54%,0.25%,24,64.86%
34,白蓬蓬,16,0.51%,0.13%,24,68.57%
35,皮卡丘,18,0.47%,0.16%,25,78.12%
36,喷火龙,13,0.44%,-0.16%,23,76.67%
37,阿勃梭鲁,13,0.36%,-0.02%,12,48.0%
38,黏美龙,5,0.34%,0.08%,14,60.87%
38,坚盾剑怪,15,0.34%,0.06%,13,56.52%
40,班基拉斯,8,0.31%,0.19%,17,80.95%
40,耿鬼,13,0.31%,0.03%,12,57.14%
40,快龙,7,0.31%,0.15%,14,66.67%
43,藏饱栗鼠,10,0.22%,-0.1%,11,73.33%
44,胖可丁,8,0.19%,0.12%,10,76.92%
45,岩殿居蟹,3,0.16%,0.08%,8,72.73%
45,多龙巴鲁托,9,0.16%,-0.2%,3,27.27%
47,铝钢龙,7,0.15%,-0.15%,8,80.0%
48,烈咬陆鲨,8,0.13%,-0.12%,7,77.78%
48,玛力露丽,8,0.13%,0.05%,5,55.56%
50,象牙猪,6,0.12%,0.05%,7,87.5%
50,甜冷美后,6,0.12%,-0.09%,5,62.5%
50,阿罗拉九尾,4,0.12%,0.08%,6,75.0%
