排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,甜冷美后,72,11.99%,3.05%,434,73.43%
2,伽勒尔烈焰马,21,7.16%,-0.76%,285,80.74%
3,坚盾剑怪,67,6.25%,-0.14%,223,72.4%
4,密勒顿,49,5.6%,2.2%,198,71.74%
5,幸福蛋,46,5.46%,0.19%,210,78.07%
6,超梦Y,50,5.36%,1.42%,198,75.0%
7,火焰鸡,53,4.81%,-0.28%,153,64.56%
8,苍炎刃鬼,59,4.75%,1.38%,159,67.95%
9,武道熊师,60,4.73%,-2.4%,157,67.38%
10,苍响,45,4.53%,-0.03%,154,69.06%
11,月亮伊布,48,4.36%,0.8%,145,67.44%
12,索罗亚克,52,4.32%,-1.82%,144,67.61%
13,烈咬陆鲨,55,3.79%,-0.76%,134,71.66%
14,嘟嘟利,37,3.49%,0.57%,123,71.51%
15,谜拟丘,49,3.0%,-0.6%,103,69.59%
16,甲贺忍蛙,48,2.92%,-3.73%,100,69.44%
17,怪力,40,2.48%,-0.55%,82,67.21%
17,可达鸭,29,2.48%,-0.36%,89,72.95%
19,阿勃梭鲁,39,2.46%,-0.16%,90,74.38%
20,千面避役,39,2.33%,-0.09%,81,70.43%
21,爆肌蚊,39,2.31%,0.37%,70,61.4%
22,巨钳螳螂,26,2.27%,-0.51%,77,68.75%
23,胡帕,18,2.23%,0.53%,76,69.09%
24,叶伊布,34,1.93%,0.34%,73,76.84%
25,冰伊布,30,1.91%,-0.01%,69,73.4%
26,呆壳兽,25,1.87%,0.76%,70,76.09%
27,太阳伊布,28,1.81%,0.22%,62,69.66%
28,路卡利欧,34,1.72%,-0.73%,57,67.06%
29,梦幻,29,1.62%,0.06%,61,76.25%
30,巨锻匠,33,1.54%,-2.08%,54,71.05%
31,白蓬蓬,24,1.5%,0.29%,53,71.62%
32,耿鬼,16,1.46%,0.32%,54,75.0%
32,巨金怪,29,1.46%,0.24%,44,61.11%
32,花疗环环,26,1.46%,-0.25%,48,66.67%
35,朽木妖,36,1.42%,-0.62%,45,64.29%
36,水箭龟,25,1.26%,-1.09%,43,69.35%
37,魔幻假面喵,12,1.16%,0.77%,38,66.67%
38,妙蛙花,17,1.12%,0.43%,44,80.0%
39,象牙猪,18,1.08%,0.17%,45,84.91%
40,卡比兽,21,1.06%,-0.12%,40,76.92%
41,捷拉奥拉,19,0.93%,-0.22%,28,60.87%
42,达克莱伊,22,0.89%,-0.23%,28,63.64%
42,皮卡丘,16,0.89%,0.4%,33,75.0%
44,沙奈朵,20,0.85%,-0.19%,30,71.43%
45,岩殿居蟹,18,0.79%,0.02%,26,66.67%
46,烈箭鹰,22,0.73%,-0.52%,26,72.22%
47,狙射树枭,17,0.71%,-0.06%,25,71.43%
47,喷火龙,12,0.71%,0.16%,25,71.43%
49,暴鲤龙,16,0.69%,0.22%,22,64.71%
49,仙子伊布,11,0.69%,0.32%,27,79.41%
51,皮可西,14,0.53%,0.08%,18,69.23%
52,闪焰王牌,14,0.49%,-0.47%,16,66.67%
53,阿罗拉九尾,13,0.47%,-0.44%,17,73.91%
54,魔墙人偶,11,0.45%,0.01%,16,72.73%
55,水晶灯火灵,15,0.43%,0.03%,16,76.19%
56,多龙巴鲁托,8,0.37%,-0.24%,13,72.22%
57,红莲铠骑,8,0.3%,-0.11%,9,60.0%
58,妖火红狐,11,0.28%,-0.25%,6,42.86%
58,藏饱栗鼠,7,0.28%,0.01%,10,71.43%
58,列阵兵,2,0.28%,-0.18%,7,50.0%
61,胖可丁,8,0.26%,-0.11%,12,92.31%
62,超梦X,8,0.22%,-0.05%,7,63.64%
62,黏美龙,9,0.22%,-0.04%,6,54.55%
62,班基拉斯,5,0.22%,0.06%,7,63.64%
65,凤王,8,0.2%,-0.1%,5,50.0%
66,古月鸟,4,0.18%,0.06%,5,55.56%
67,勾魂眼,5,0.14%,-0.09%,7,100.0%
68,玛力露丽,3,0.1%,-0.09%,5,100.0%
69,快龙,4,0.08%,-0.14%,3,75.0%
70,拉普拉斯,3,0.06%,-0.13%,2,66.67%
71,铝钢龙,2,0.04%,-0.01%,2,100.0%
