排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,月亮伊布,65,26.85%,3.33%,879,75.26%
2,叶伊布,52,17.95%,1.27%,580,74.26%
3,索罗亚克,52,13.36%,-3.27%,407,70.05%
4,千面避役,44,11.15%,-2.64%,335,69.07%
5,皮可西,41,8.3%,-0.19%,262,72.58%
6,快龙,20,7.7%,0.83%,268,80.0%
7,拉普拉斯,50,7.2%,1.4%,216,69.01%
8,胡帕,30,6.16%,1.72%,177,66.04%
9,水晶灯火灵,41,5.95%,-0.48%,188,72.59%
10,阿罗拉九尾,32,5.82%,-0.03%,185,73.12%
11,武道熊师,36,5.66%,1.2%,179,72.76%
12,苍响,26,4.76%,3.01%,153,73.91%
13,嘟嘟利,31,4.34%,0.68%,130,68.78%
14,妖火红狐,30,4.25%,0.03%,137,74.05%
15,梦幻,35,4.14%,-1.39%,121,67.22%
16,呆壳兽,26,3.77%,0.76%,119,72.56%
17,白蓬蓬,23,2.48%,-0.25%,79,73.15%
18,冰伊布,26,2.21%,-0.66%,65,67.71%
19,妙蛙花,29,2.14%,0.01%,67,72.04%
20,水箭龟,26,2.09%,0.17%,56,61.54%
21,卡比兽,11,2.07%,0.08%,63,70.0%
22,爆肌蚊,22,1.86%,-0.52%,54,66.67%
23,朽木妖,16,1.61%,-0.1%,55,78.57%
24,沙奈朵,19,1.26%,-0.25%,39,70.91%
25,幸福蛋,22,1.24%,-0.47%,36,66.67%
26,路卡利欧,16,1.22%,-0.42%,31,58.49%
27,怪力,22,1.17%,-0.27%,38,74.51%
28,巨钳螳螂,17,1.13%,-1.37%,37,75.51%
29,勾魂眼,5,1.06%,0.32%,34,73.91%
30,太阳伊布,17,1.03%,0.19%,31,68.89%
31,狙射树枭,18,0.87%,-0.84%,23,60.53%
31,古月鸟,12,0.87%,-0.47%,27,71.05%
33,花疗环环,14,0.8%,0.15%,19,54.29%
34,甲贺忍蛙,14,0.74%,-0.0%,19,59.38%
35,闪焰王牌,17,0.67%,-0.3%,22,75.86%
36,仙子伊布,11,0.6%,0.23%,19,73.08%
36,玛力露丽,12,0.6%,-0.35%,19,73.08%
38,烈咬陆鲨,8,0.55%,-0.26%,18,75.0%
38,烈箭鹰,17,0.55%,-0.31%,12,50.0%
40,坚盾剑怪,8,0.51%,-0.2%,14,63.64%
41,魔墙人偶,13,0.39%,-0.33%,11,64.71%
42,耿鬼,11,0.34%,0.08%,10,66.67%
43,喷火龙,6,0.3%,-1.23%,9,69.23%
44,班基拉斯,8,0.28%,0.08%,8,66.67%
45,皮卡丘,8,0.23%,-0.46%,8,80.0%
45,象牙猪,8,0.23%,0.09%,6,60.0%
47,铝钢龙,5,0.21%,0.08%,8,88.89%
47,阿勃梭鲁,8,0.21%,-0.04%,7,77.78%
47,胖可丁,8,0.21%,0.03%,7,77.78%
47,岩殿居蟹,7,0.21%,0.0%,5,55.56%
51,多龙巴鲁托,6,0.18%,-0.15%,3,37.5%
52,捷拉奥拉,4,0.11%,-1.28%,4,80.0%
52,藏饱栗鼠,4,0.11%,-0.29%,3,60.0%
52,甜冷美后,3,0.11%,-0.25%,4,80.0%
55,黏美龙,3,0.07%,-0.12%,2,66.67%
