排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,巨钳螳螂,112,24.19%,4.84%,1768,73.85%
2,梦幻,90,15.59%,-1.75%,1154,74.79%
3,武道熊师,89,14.2%,-7.85%,1061,75.52%
4,嘟嘟利,78,13.24%,-1.68%,994,75.88%
5,勾魂眼,59,9.23%,-4.5%,718,78.64%
6,魔墙人偶,83,8.1%,0.58%,595,74.19%
7,妖火红狐,66,5.15%,-1.7%,386,75.69%
8,幸福蛋,60,4.81%,-0.08%,338,71.01%
9,象牙猪,47,4.7%,1.0%,349,75.05%
10,甲贺忍蛙,49,4.24%,-3.67%,299,71.19%
11,卡比兽,58,4.2%,-1.18%,306,73.56%
12,路卡利欧,61,3.8%,-0.88%,275,73.14%
13,呆壳兽,46,3.67%,0.57%,275,75.76%
14,甜冷美后,48,3.21%,0.22%,206,64.78%
15,烈咬陆鲨,22,2.63%,1.84%,184,70.77%
16,沙奈朵,38,2.53%,-1.36%,190,76.0%
17,冰伊布,39,2.49%,-0.99%,178,72.36%
18,闪焰王牌,42,2.38%,1.11%,169,71.61%
19,太阳伊布,37,2.35%,0.29%,160,68.67%
20,怪力,46,2.32%,0.2%,170,73.91%
21,玛力露丽,40,2.21%,0.36%,170,77.63%
22,古月鸟,34,1.98%,-0.06%,136,69.39%
23,白蓬蓬,44,1.84%,-1.67%,135,74.18%
23,班基拉斯,27,1.84%,-0.55%,129,70.88%
25,妙蛙花,37,1.61%,0.36%,111,69.81%
26,皮可西,24,1.58%,-1.01%,114,73.08%
27,耿鬼,20,1.38%,0.98%,90,65.69%
28,水箭龟,31,1.26%,-0.23%,88,70.4%
29,爆肌蚊,30,1.18%,-0.04%,71,60.68%
30,阿勃梭鲁,28,1.15%,-0.29%,85,74.56%
31,坚盾剑怪,32,1.09%,-1.06%,80,74.07%
32,索罗亚克,23,1.06%,0.38%,71,67.62%
32,仙子伊布,34,1.06%,-0.03%,69,65.71%
34,多龙巴鲁托,32,1.05%,-2.05%,71,68.27%
34,皮卡丘,27,1.05%,-0.42%,76,73.08%
36,捷拉奥拉,27,1.03%,0.32%,75,73.53%
37,阿罗拉九尾,32,0.87%,-2.69%,64,74.42%
38,藏饱栗鼠,15,0.7%,-1.53%,47,68.12%
39,狙射树枭,23,0.66%,-1.33%,51,78.46%
40,铝钢龙,8,0.65%,-0.66%,38,59.38%
41,烈箭鹰,16,0.6%,-0.44%,40,67.8%
42,快龙,23,0.59%,-0.23%,43,74.14%
43,喷火龙,10,0.42%,-0.12%,27,64.29%
44,胡帕,13,0.41%,-1.03%,29,70.73%
45,胖可丁,8,0.31%,-0.53%,23,74.19%
46,岩殿居蟹,7,0.25%,-0.78%,13,52.0%
47,朽木妖,10,0.16%,-0.22%,10,62.5%
