排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,70,9.82%,7.67%,285,71.07%
2,千面避役,60,7.79%,-1.26%,225,70.75%
3,月亮伊布,54,7.25%,-0.01%,208,70.27%
3,烈咬陆鲨,65,7.25%,5.83%,200,67.57%
5,叶伊布,49,7.03%,-0.23%,205,71.43%
6,超梦Y,51,6.49%,1.73%,187,70.57%
7,卡比兽,42,6.0%,2.1%,164,66.94%
8,巨金怪,52,5.54%,-0.23%,169,74.78%
9,甜冷美后,49,5.46%,-0.91%,151,67.71%
10,可达鸭,42,5.41%,1.32%,158,71.49%
11,坚盾剑怪,47,5.19%,0.9%,150,70.75%
12,索罗亚克,45,5.12%,0.31%,145,69.38%
13,暴鲤龙,49,4.92%,-4.91%,134,66.67%
14,爆肌蚊,48,4.9%,0.53%,131,65.5%
15,嘟嘟利,48,4.29%,0.19%,127,72.57%
15,水箭龟,42,4.29%,2.57%,124,70.86%
17,阿勃梭鲁,43,4.26%,-1.13%,122,70.11%
18,胡帕,29,4.12%,-0.05%,110,65.48%
18,水君,42,4.12%,0.39%,127,75.6%
20,苍响,40,4.04%,-3.24%,114,69.09%
21,烈箭鹰,45,3.55%,-0.72%,103,71.03%
22,皮可西,30,3.33%,2.6%,96,70.59%
23,巨钳螳螂,35,3.09%,0.49%,83,65.87%
23,梦幻,30,3.09%,1.1%,90,71.43%
23,阿罗拉雷丘,36,3.09%,-2.26%,94,74.6%
26,甲贺忍蛙,32,2.87%,-0.64%,78,66.67%
27,幸福蛋,30,2.69%,-0.62%,72,65.45%
28,象牙猪,32,2.65%,0.05%,69,63.89%
29,拉普拉斯,21,2.35%,1.57%,67,69.79%
30,密勒顿,26,2.33%,0.51%,65,68.42%
31,谜拟丘,31,2.2%,-1.11%,55,61.11%
31,伽勒尔烈焰马,20,2.2%,0.81%,61,67.78%
33,武道熊师,32,2.03%,-1.4%,63,75.9%
34,冰伊布,31,2.01%,-0.1%,55,67.07%
35,耿鬼,25,1.98%,-3.41%,56,69.14%
36,捷拉奥拉,25,1.96%,0.29%,64,80.0%
37,白蓬蓬,22,1.91%,0.93%,55,70.51%
38,朽木妖,28,1.89%,0.91%,46,59.74%
39,路卡利欧,32,1.84%,-0.2%,47,62.67%
40,花疗环环,26,1.79%,0.41%,52,71.23%
40,达克莱伊,26,1.79%,0.73%,52,71.23%
42,红莲铠骑,26,1.54%,0.71%,44,69.84%
43,闪焰王牌,14,1.52%,0.56%,46,74.19%
44,苍炎刃鬼,22,1.42%,-1.38%,49,84.48%
45,魔幻假面喵,19,1.35%,-2.31%,35,63.64%
46,妙蛙花,20,1.32%,-0.57%,41,75.93%
47,太阳伊布,23,1.27%,0.64%,33,63.46%
48,岩殿居蟹,22,1.25%,0.29%,34,66.67%
49,勾魂眼,18,1.22%,0.39%,32,64.0%
50,魔墙人偶,18,1.18%,0.05%,35,72.92%
51,玛力露丽,10,1.15%,0.51%,35,74.47%
51,沙奈朵,21,1.15%,0.49%,33,70.21%
51,狙射树枭,29,1.15%,0.12%,33,70.21%
54,凤王,16,1.13%,-0.05%,32,69.57%
55,超梦X,11,1.08%,0.66%,31,70.45%
56,呆壳兽,21,0.98%,-0.84%,26,65.0%
57,怪力,25,0.96%,-0.15%,29,74.36%
58,班基拉斯,20,0.93%,0.17%,28,73.68%
59,快龙,18,0.91%,0.22%,28,75.68%
60,皮卡丘,17,0.83%,0.22%,27,79.41%
61,喷火龙,17,0.81%,0.1%,18,54.55%
62,列阵兵,15,0.64%,-0.0%,19,73.08%
63,妖火红狐,13,0.54%,0.17%,16,72.73%
64,阿罗拉九尾,13,0.49%,0.2%,14,70.0%
65,古月鸟,9,0.42%,-0.05%,11,64.71%
66,巨锻匠,8,0.34%,-0.17%,10,71.43%
67,水晶灯火灵,8,0.29%,0.02%,7,58.33%
68,藏饱栗鼠,9,0.22%,0.07%,6,66.67%
69,胖可丁,8,0.2%,-0.07%,5,62.5%
70,仙子伊布,6,0.15%,-0.12%,3,50.0%
71,铝钢龙,2,0.05%,-0.02%,2,100.0%
71,黏美龙,2,0.05%,-0.0%,1,50.0%
73,多龙巴鲁托,1,0.02%,-0.22%,1,100.0%
