排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,90,9.51%,1.49%,565,70.98%
2,梦幻,85,9.09%,3.86%,562,73.85%
3,巨钳螳螂,73,8.86%,4.04%,527,71.12%
4,叶伊布,100,7.12%,-0.41%,408,68.46%
5,索罗亚克,75,6.85%,1.91%,411,71.73%
6,朽木妖,69,5.01%,1.54%,323,77.09%
7,千面避役,84,4.72%,3.05%,281,71.14%
8,暴鲤龙,75,4.55%,0.08%,268,70.34%
9,水箭龟,82,4.45%,1.55%,254,68.28%
10,谜拟丘,84,4.39%,-0.59%,260,70.84%
11,月亮伊布,61,3.59%,-0.53%,209,69.67%
11,路卡利欧,57,3.59%,0.57%,224,74.67%
13,白蓬蓬,58,3.54%,-0.29%,220,74.32%
14,甜冷美后,54,3.07%,0.95%,188,73.15%
14,嘟嘟利,56,3.07%,0.63%,189,73.54%
16,太阳伊布,61,2.88%,0.65%,171,70.95%
17,仙子伊布,66,2.82%,0.33%,170,72.03%
18,幸福蛋,48,2.76%,-0.25%,167,72.29%
19,冰伊布,69,2.74%,0.02%,159,69.43%
19,快龙,52,2.74%,1.31%,166,72.49%
21,妖火红狐,58,2.5%,0.39%,149,71.29%
22,岩殿居蟹,58,2.26%,0.11%,127,67.2%
23,魔幻假面喵,50,2.23%,-1.96%,120,64.17%
24,胡帕,49,2.22%,0.07%,141,75.81%
25,烈箭鹰,32,2.14%,1.04%,132,73.74%
26,列阵兵,12,1.96%,0.0%,130,79.27%
27,水晶灯火灵,42,1.79%,1.01%,111,74.0%
28,闪焰王牌,40,1.77%,-1.86%,111,75.0%
29,坚盾剑怪,51,1.68%,-0.31%,91,64.54%
30,花疗环环,39,1.66%,-0.73%,96,69.06%
31,怪力,32,1.58%,-0.28%,90,68.18%
32,妙蛙花,52,1.47%,0.3%,89,72.36%
33,藏饱栗鼠,6,1.4%,0.34%,77,65.81%
34,阿勃梭鲁,37,1.39%,-1.19%,74,63.79%
35,武道熊师,39,1.28%,0.39%,74,69.16%
36,甲贺忍蛙,31,1.24%,-0.16%,69,66.35%
37,沙奈朵,37,1.12%,-0.07%,69,73.4%
38,呆壳兽,38,1.08%,-0.14%,63,70.0%
39,魔墙人偶,29,0.91%,0.37%,62,81.58%
40,胖可丁,12,0.87%,-0.04%,50,68.49%
41,皮卡丘,36,0.86%,-0.27%,51,70.83%
42,烈咬陆鲨,26,0.79%,-0.83%,50,75.76%
43,狙射树枭,36,0.76%,-0.53%,37,57.81%
44,捷拉奥拉,29,0.74%,-0.51%,44,70.97%
45,象牙猪,32,0.72%,0.07%,45,75.0%
46,巨金怪,24,0.67%,-0.03%,37,66.07%
47,玛力露丽,16,0.62%,-1.47%,38,73.08%
48,多龙巴鲁托,14,0.61%,-0.56%,35,68.63%
49,古月鸟,23,0.56%,-0.38%,28,59.57%
49,卡比兽,30,0.56%,-0.57%,38,80.85%
51,皮可西,21,0.5%,-0.82%,29,69.05%
52,爆肌蚊,24,0.49%,-0.54%,32,78.05%
53,勾魂眼,16,0.44%,-0.08%,23,62.16%
54,喷火龙,22,0.43%,0.1%,28,77.78%
55,耿鬼,11,0.42%,0.09%,21,60.0%
56,班基拉斯,15,0.41%,0.16%,21,61.76%
57,阿罗拉九尾,15,0.3%,-0.07%,18,72.0%
58,黏美龙,10,0.19%,0.05%,14,87.5%
58,拉普拉斯,12,0.19%,0.1%,12,75.0%
60,铝钢龙,7,0.16%,-0.05%,10,76.92%
