排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,武道熊师,87,9.48%,0.0%,517,74.28%
2,苍响,89,8.18%,0.0%,449,74.71%
2,谜拟丘,81,8.18%,0.0%,397,66.06%
4,甜冷美后,72,7.31%,0.0%,377,70.2%
5,密勒顿,71,7.12%,0.0%,357,68.26%
6,烈咬陆鲨,72,7.04%,0.0%,354,68.47%
7,巨锻匠,53,6.9%,0.0%,373,73.57%
8,月亮伊布,61,5.77%,0.0%,294,69.34%
9,索罗亚克,67,5.41%,0.0%,285,71.79%
10,火焰鸡,73,4.7%,0.0%,257,74.49%
11,幸福蛋,46,4.52%,0.0%,237,71.39%
12,嘟嘟利,68,4.15%,0.0%,211,69.18%
13,超梦Y,43,4.04%,0.0%,204,68.69%
14,叶伊布,52,3.83%,0.0%,194,69.04%
15,达克莱伊,65,3.42%,0.0%,187,74.5%
16,甲贺忍蛙,61,3.24%,0.0%,173,72.69%
17,梦幻,59,3.19%,0.0%,167,71.37%
18,苍炎刃鬼,59,3.06%,0.0%,153,68.0%
19,可达鸭,50,2.94%,0.0%,175,81.02%
20,朽木妖,49,2.79%,0.0%,154,75.12%
21,路卡利欧,57,2.57%,0.0%,141,74.6%
22,耿鬼,30,2.55%,0.0%,137,73.26%
23,巨金怪,51,2.37%,0.0%,117,67.24%
24,千面避役,49,2.3%,0.0%,134,79.29%
25,藏饱栗鼠,33,2.23%,0.0%,126,76.83%
26,阿勃梭鲁,39,2.02%,0.0%,104,70.27%
27,卡比兽,31,1.93%,0.0%,100,70.42%
28,冰伊布,38,1.88%,0.0%,108,78.26%
29,巨钳螳螂,51,1.87%,0.0%,95,69.34%
30,呆壳兽,43,1.82%,0.0%,86,64.18%
31,象牙猪,37,1.77%,0.0%,87,66.92%
32,怪力,37,1.7%,0.0%,93,74.4%
33,太阳伊布,37,1.68%,0.0%,85,69.11%
34,皮可西,25,1.62%,0.0%,90,75.63%
35,捷拉奥拉,31,1.53%,0.0%,81,72.32%
36,胡帕,27,1.44%,0.0%,82,77.36%
37,岩殿居蟹,25,1.43%,0.0%,74,70.48%
38,阿罗拉九尾,30,1.4%,0.0%,73,70.87%
39,白蓬蓬,31,1.39%,0.0%,79,77.45%
40,妖火红狐,18,1.28%,0.0%,64,68.09%
41,闪焰王牌,27,1.27%,0.0%,70,75.27%
42,狙射树枭,31,1.2%,0.0%,69,78.41%
43,魔幻假面喵,13,1.06%,0.0%,60,76.92%
44,红莲铠骑,25,1.03%,0.0%,54,71.05%
45,班基拉斯,28,1.02%,0.0%,51,68.0%
46,烈箭鹰,33,0.94%,0.0%,39,56.52%
47,爆肌蚊,27,0.87%,0.0%,47,73.44%
48,妙蛙花,25,0.86%,0.0%,49,77.78%
49,沙奈朵,26,0.82%,0.0%,48,80.0%
50,凤王,19,0.75%,0.0%,43,78.18%
51,花疗环环,22,0.69%,0.0%,36,70.59%
52,水晶灯火灵,25,0.65%,0.0%,36,75.0%
53,水箭龟,17,0.63%,0.0%,32,69.57%
54,皮卡丘,20,0.61%,0.0%,32,71.11%
55,暴鲤龙,18,0.53%,0.0%,30,76.92%
56,快龙,19,0.46%,0.0%,22,64.71%
57,魔墙人偶,19,0.42%,0.0%,19,61.29%
58,勾魂眼,20,0.41%,0.0%,20,66.67%
58,坚盾剑怪,17,0.41%,0.0%,15,50.0%
60,拉普拉斯,17,0.38%,0.0%,18,64.29%
61,古月鸟,14,0.35%,0.0%,18,69.23%
62,喷火龙,15,0.31%,0.0%,13,56.52%
63,玛力露丽,10,0.26%,0.0%,14,73.68%
63,黏美龙,4,0.26%,0.0%,16,84.21%
65,仙子伊布,7,0.23%,0.0%,12,70.59%
66,多龙巴鲁托,7,0.15%,0.0%,9,81.82%
67,胖可丁,5,0.11%,0.0%,5,62.5%
67,超梦X,5,0.11%,0.0%,5,62.5%
69,列阵兵,4,0.1%,0.0%,7,100.0%
70,铝钢龙,1,0.01%,0.0%,1,100.0%
