排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,魔墙人偶,54,11.41%,2.54%,512,70.33%
2,甜冷美后,55,11.02%,1.94%,498,70.84%
3,巨钳螳螂,50,10.94%,3.1%,496,71.06%
4,妖火红狐,61,10.64%,4.41%,483,71.13%
5,梦幻,56,9.34%,-0.47%,441,73.99%
6,嘟嘟利,49,9.14%,1.79%,426,73.07%
7,武道熊师,37,8.89%,0.06%,418,73.72%
8,路卡利欧,57,7.73%,-1.61%,328,66.53%
9,甲贺忍蛙,48,6.39%,-1.05%,285,69.85%
10,冰伊布,35,5.77%,1.8%,254,69.02%
11,玛力露丽,49,5.5%,1.29%,244,69.52%
12,坚盾剑怪,45,5.3%,0.15%,230,68.05%
13,沙奈朵,41,5.12%,-0.46%,226,69.11%
14,象牙猪,39,4.65%,0.31%,207,69.7%
15,卡比兽,39,4.36%,-3.58%,213,76.62%
16,勾魂眼,31,4.26%,-1.61%,205,75.37%
17,幸福蛋,33,4.25%,1.95%,195,71.96%
18,闪焰王牌,41,4.0%,-2.58%,177,69.41%
19,白蓬蓬,41,2.96%,-2.16%,124,65.61%
20,阿罗拉九尾,40,2.87%,-2.45%,125,68.31%
21,狙射树枭,41,2.77%,1.26%,118,66.67%
22,怪力,39,2.74%,-0.21%,121,69.14%
23,古月鸟,31,2.73%,0.83%,120,68.97%
24,索罗亚克,23,2.63%,-1.63%,121,72.02%
25,水箭龟,35,2.18%,0.74%,99,71.22%
26,班基拉斯,24,2.05%,0.44%,88,67.18%
27,妙蛙花,29,1.79%,-0.45%,77,67.54%
28,铝钢龙,24,1.76%,-1.31%,79,70.54%
29,藏饱栗鼠,15,1.72%,0.52%,85,77.27%
30,耿鬼,17,1.66%,0.99%,73,68.87%
31,仙子伊布,20,1.54%,-0.44%,60,61.22%
32,烈箭鹰,16,1.44%,0.15%,60,65.22%
33,呆壳兽,26,1.43%,0.16%,66,72.53%
34,阿勃梭鲁,22,1.05%,0.11%,42,62.69%
35,太阳伊布,17,0.96%,-0.15%,40,65.57%
36,胡帕,17,0.92%,0.46%,42,71.19%
37,喷火龙,16,0.85%,0.0%,40,74.07%
38,皮卡丘,24,0.72%,0.31%,32,69.57%
39,烈咬陆鲨,22,0.67%,-0.31%,25,58.14%
40,捷拉奥拉,22,0.66%,-0.84%,30,71.43%
41,胖可丁,20,0.64%,-0.23%,27,65.85%
41,快龙,18,0.64%,-1.08%,24,58.54%
43,爆肌蚊,14,0.58%,0.0%,24,64.86%
44,朽木妖,10,0.33%,0.03%,12,57.14%
45,岩殿居蟹,10,0.31%,0.02%,10,50.0%
46,皮可西,7,0.24%,-0.57%,6,40.0%
